roll_imu,pitch_imu,yaw_imu,alpha,beta,roll_des,pitch_des,yaw_des,throttle_des,roll_pid,pitch_pid,yaw_pid,radio_ch1,radio_ch2,radio_ch3,radio_ch4,radio_ch5,radio_ch6,radio_ch7,radio_ch8,radio_ch9,radio_ch10,radio_ch11,radio_ch12,radio_ch13,GyroX,GyroY,GyroZ,AccX,AccY,AccZ,s1_command,s2_command,s3_command,s4_command,kp_roll,ki_roll,kd_roll,kp_pitch,ki_pitch,kd_pitch,kp_yaw,ki_yaw,kd_yaw,failsafeTriggered,kp_alphaRoll,ki_alphaRoll,kd_alphaRoll,kp_betaPitch,ki_betaPitch,kd_betaPitch,ripIMU_roll,ripIMU_pitch,ripRoll_des,ripPitch_des
0.0000,0.0000,0.0000,1.0773,5.4583,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1000,1500,1500,1500,2000,1000,1000,1000,1500,1500,1500,1500,1500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2204,0.0300,0.0438,0.2204,0.0300,0.0438,0.3000,0.0600,0.0002,0,-0.3000,-100.0000,-0.0010,-0.3000,-100.0000,-0.0010,0.0000,0.0000,0.0000,0.0000
-31.3087,40.8729,-11.8279,0.0000,-0.0000,-7.8600,-8.0400,-42.8800,0.0000,0.1491,-0.2166,-0.1288,973,1464,1461,1459,1000,1000,1505,1000,1000,1505,1502,1500,1505,-0.0578,-0.0668,0.0391,-0.0123,-0.0077,0.4547,0.2369,0.1964,-0.4945,0.0613,0.4430,0.1806,0.0876,0.4430,0.1806,0.0876,0.3000,0.0600,0.0002,0,-0.3000,-100.0000,-0.0010,-0.3000,-100.0000,-0.0010,14.2784,48.4425,-1.3100,-1.3400
-30.9041,40.5385,-11.5537,0.0829,-0.0821,-2.3400,-2.3400,-13.1200,0.0000,0.1715,-0.1897,-0.0407,971,1461,1461,1459,1000,1000,1505,1000,1000,1505,1502,1500,1505,0.2095,-0.2983,0.0708,-0.0218,-0.0162,0.9838,0.3205,0.0589,-0.4019,0.0225,0.4430,0.1806,0.0876,0.4430,0.1806,0.0876,0.3000,0.0600,0.0002,0,-0.3000,-100.0000,-0.0010,-0.3000,-100.0000,-0.0010,14.5980,48.9215,-0.3900,-0.3900
-30.8680,40.5102,-11.5299,0.0000,-0.0821,-0.6000,-0.7800,-4.1600,0.0000,0.1791,-0.1826,-0.0138,991,1490,1487,1487,1000,1000,1505,1000,1000,1505,1502,1500,1505,0.2073,-0.3334,0.0391,-0.0252,-0.0180,1.0024,0.3479,0.0173,-0.3754,0.0102,0.4430,0.1806,0.0876,0.4430,0.1806,0.0876,0.3000,0.0600,0.0002,0,-0.3000,-100.0000,-0.0010,-0.3000,-100.0000,-0.0010,14.6383,48.9597,-0.1000,-0.1300
-30.8323,40.4808,-11.5062,-0.0829,-0.1642,0.0000,-0.1800,-1.6000,0.0000,0.1816,-0.1798,-0.0061,996,1500,1497,1495,1000,1000,1505,1000,1000,1505,1502,1500,1505,0.1552,-0.3288,0.0363,-0.0246,-0.0177,1.0042,0.3553,0.0043,-0.3676,0.0079,0.4430,0.1806,0.0876,0.4430,0.1806,0.0876,0.3000,0.0600,0.0002,0,-0.3000,-100.0000,-0.0010,-0.3000,-100.0000,-0.0010,14.6792,48.9977,0.0000,-0.0300
-30.7976,40.4518,-11.4830,0.0000,-0.0821,0.1200,0.0000,-0.9600,0.0000,0.1819,-0.1789,-0.0042,996,1502,1500,1497,1000,1000,1505,1000,1000,1505,1502,1500,1505,0.2189,-0.3308,0.0253,-0.0239,-0.0171,1.0089,0.3566,0.0012,-0.3650,0.0072,0.4430,0.1806,0.0876,0.4430,0.1806,0.0876,0.3000,0.0600,0.0002,0,-0.3000,-100.0000,-0.0010,-0.3000,-100.0000,-0.0010,14.7203,49.0358,0.0200,0.0000
-30.7621,40.4234,-11.4596,-0.0829,-0.2462,0.1200,0.0000,-0.9600,0.0000,0.1818,-0.1788,-0.0043,996,1502,1500,1497,1000,1000,1505,1000,1000,1505,1502,1500,1505,0.2086,-0.2734,0.0674,-0.0262,-0.0178,1.0055,0.3564,0.0013,-0.3649,0.0072,0.4430,0.1806,0.0876,0.4430,0.1806,0.0876,0.3000,0.0600,0.0002,0,-0.3000,-100.0000,-0.0010,-0.3000,-100.0000,-0.0010,14.7613,49.0739,0.0200,0.0000
-30.7262,40.3954,-11.4372,0.0000,-0.0821,0.1200,0.0000,-0.9600,0.0000,0.1815,-0.1788,-0.0042,998,1504,1501,1499,1000,1000,1505,1000,1000,1505,1502,1500,1505,0.3793,-0.2059,0.0351,-0.0241,-0.0183,1.0032,0.3560,0.0015,-0.3644,0.0069,0.4430,0.1806,0.0876,0.4430,0.1806,0.0876,0.3000,0.0600,0.0002,0,-0.3000,-100.0000,-0.0010,-0.3000,-100.0000,-0.0010,14.8024,49.1119,0.0200,0.0000
-30.6882,40.3673,-11.4150,0.0000,-0.0821,0.1200,0.0000,-0.9600,0.0000,0.1811,-0.1787,-0.0051,996,1502,1500,1497,1000,1000,1505,1000,1000,1505,1502,1500,1505,0.5821,-0.1350,0.0161,-0.0251,-0.0188,1.0029,0.3547,0.0027,-0.3649,0.0075,0.4430,0.1806,0.0876,0.4430,0.1806,0.0876,0.3000,0.0600,0.0002,0,-0.3000,-100.0000,-0.0010,-0.3000,-100.0000,-0.0010,14.8435,49.1500,0.0200,0.0000
-30.6493,40.3392,-11.3938,0.0000,-0.0821,0.1200,0.0000,-0.9600,0.0000,0.1808,-0.1785,-0.0041,996,1502,1500,1497,1000,1000,1505,1000,1000,1505,1502,1500,1505,0.7154,-0.1762,-0.0088,-0.0242,-0.0196,1.0057,0.3553,0.0018,-0.3635,0.0064,0.4430,0.1806,0.0876,0.4430,0.1806,0.0876,0.3000,0.0600,0.0002,0,-0.3000,-100.0000,-0.0010,-0.3000,-100.0000,-0.0010,14.8846,49.1880,0.0200,0.0000
-30.6085,40.3110,-11.3717,0.0000,-0.0821,0.1200,0.0000,-0.9600,0.0000,0.1806,-0.1783,-0.0040,996,1502,1500,1497,1000,1000,1505,1000,1000,1505,1502,1500,1505,0.7978,-0.2708,-0.0283,-0.0227,-0.0186,1.0049,0.3549,0.0017,-0.3629,0.0062,0.4430,0.1806,0.0876,0.4430,0.1806,0.0876,0.3000,0.0600,0.0002,0,-0.3000,-100.0000,-0.0010,-0.3000,-100.0000,-0.0010,14.9257,49.2261,0.0200,0.0000
-30.5683,40.2834,-11.3509,0.0000,-0.0821,0.1200,0.0000,-0.9600,0.0300,0.1804,-0.1784,-0.0040,1030,1502,1500,1497,1000,1000,1505,1000,1000,1505,1502,1500,1505,0.7480,-0.0669,-0.0524,-0.0228,-0.0159,1.0043,0.3849,0.0319,-0.3328,0.0360,0.4430,0.1806,0.0876,0.4430,0.1806,0.0876,0.3000,0.0600,0.0002,0,-0.3000,-100.0000,-0.0010,-0.3000,-100.0000,-0.0010,14.9668,49.2641,0.0200,0.0000
-30.5295,40.2563,-11.3311,0.0000,-0.0821,0.1200,0.0000,-0.9600,0.0400,0.1803,-0.1783,-0.0037,1040,1502,1500,1497,1000,1000,1505,1000,1000,1505,1502,1500,1505,0.7367,-0.0074,-0.1094,-0.0213,-0.0136,1.0039,0.3949,0.0418,-0.3223,0.0457,0.4430,0.1806,0.0876,0.4430,0.1806,0.0876,0.3000,0.0600,0.0002,0,-0.3000,-100.0000,-0.0010,-0.3000,-100.0000,-0.0010,15.0080,49.3021,0.0200,0.0000
-30.4913,40.2289,-11.3115,-0.0829,-0.0821,0.1200,0.0000,-0.9600,0.0410,0.1802,-0.1781,-0.0038,1043,1504,1501,1499,1000,1000,1505,1000,1000,1505,1502,1500,1505,0.6892,-0.0836,-0.1081,-0.0284,-0.0137,1.0011,0.3955,0.0428,-0.3211,0.0468,0.4430,0.1806,0.0876,0.4430,0.1806,0.0876,0.3000,0.0600,0.0002,0,-0.3000,-100.0000,-0.0010,-0.3000,-100.0000,-0.0010,15.0491,49.3401,0.0200,0.0000
-30.4531,40.2014,-11.2916,0.0000,-0.0821,0.1200,0.0000,-0.9600,0.0410,0.1800,-0.1781,-0.0050,1041,1502,1500,1497,1000,1000,1505,1000,1000,1505,1502,1500,1505,0.6814,-0.0233,-0.0410,-0.0233,-0.0149,1.0037,0.3941,0.0441,-0.3221,0.0479,0.4430,0.1806,0.0876,0.4430,0.1806,0.0876,0.3000,0.0600,0.0002,0,-0.3000,-100.0000,-0.0010,-0.3000,-100.0000,-0.0010,15.0903,49.3781,0.0200,0.0000
-30.4147,40.1749,-11.2713,0.0829,-0.0821,0.1200,0.0000,-0.9600,0.0410,0.1798,-0.1780,-0.0043,1041,1502,1500,1497,1000,1000,1505,1000,1000,1505,1502,1500,1505,0.6905,0.0029,0.0362,-0.0245,-0.0140,1.0015,0.3945,0.0435,-0.3211,0.0471,0.4430,0.1806,0.0876,0.4430,0.1806,0.0876,0.3000,0.0600,0.0002,0,-0.3000,-100.0000,-0.0010,-0.3000,-100.0000,-0.0010,15.1315,49.4161,0.0200,0.0000
-30.3759,40.1481,-11.2509,0.0000,-0.0821,0.1200,0.0000,-0.9600,0.0440,0.1796,-0.1778,-0.0042,1044,1502,1500,1497,1000,1000,1505,1000,1000,1505,1502,1500,1505,0.7713,-0.0332,0.0151,-0.0236,-0.0168,1.0030,0.3972,0.0465,-0.3176,0.0500,0.4430,0.1806,0.0876,0.4430,0.1806,0.0876,0.3000,0.0600,0.0002,0,-0.3000,-100.0000,-0.0010,-0.3000,-100.0000,-0.0010,15.1727,49.4541,0.0200,0.0000
-30.3361,40.1221,-11.2305,0.0000,-0.0821,0.1200,0.0000,-0.9600,0.0450,0.1793,-0.1778,-0.0043,1045,1502,1500,1497,1000,1000,1505,1000,1000,1505,1502,1500,1505,0.8531,0.1014,0.0501,-0.0249,-0.0178,1.0052,0.3978,0.0478,-0.3165,0.0508,0.4430,0.1806,0.0876,0.4430,0.1806,0.0876,0.3000,0.0600,0.0002,0,-0.3000,-100.0000,-0.0010,-0.3000,-100.0000,-0.0010,15.2139,49.4921,0.0200,0.0000
-30.2948,40.0959,-11.2099,0.0829,-0.0821,0.1200,0.0000,-0.9600,0.0560,0.1790,-0.1777,-0.0042,1056,1502,1500,1497,1000,1000,1505,1000,1000,1505,1502,1500,1505,1.0410,0.0430,-0.0008,-0.0234,-0.0186,1.0004,0.4085,0.0589,-0.3048,0.0615,0.4430,0.1806,0.0876,0.4430,0.1806,0.0876,0.3000,0.0600,0.0002,0,-0.3000,-100.0000,-0.0010,-0.3000,-100.0000,-0.0010,15.2552,49.5300,0.0200,0.0000
-30.2522,40.0699,-11.1900,0.0000,-0.0821,0.1200,0.0000,-0.9600,0.0600,0.1788,-0.1781,-0.0041,1089,1504,1501,1499,1000,1000,1505,1000,1000,1505,1502,1500,1505,1.0726,-0.0457,-0.0138,-0.0235,-0.0175,1.0037,0.4127,0.0635,-0.3010,0.0648,0.4430,0.1806,0.0876,0.4430,0.1806,0.0876,0.3000,0.0600,0.0002,0,-0.3000,-100.0000,-0.0010,-0.3000,-100.0000,-0.0010,15.2964,49.5680,0.0200,0.0000
-30.2105,40.0432,-11.1709,-0.0829,-0.0821,0.1200,0.0000,-0.9600,0.0960,0.1786,-0.1789,-0.0046,1096,1502,1500,1497,1000,1000,1505,1000,1000,1505,1502,1500,1505,0.9942,0.1172,-0.1548,-0.0252,-0.0174,1.0033,0.4489,0.1009,-0.2662,0.1004,0.4430,0.1806,0.0876,0.4430,0.1806,0.0876,0.3000,0.0600,0.0002,0,-0.3000,-100.0000,-0.0010,-0.3000,-100.0000,-0.0010,15.3376,49.6058,0.0200,0.0000
-30.1704,40.0163,-11.1531,0.0000,-0.0821,0.1200,0.0000,-0.9600,0.1000,0.1785,-0.1795,-0.0038,1100,1502,1500,1497,1000,1000,1505,1000,1000,1505,1502,1500,1505,0.9835,0.0175,-0.1333,-0.0267,-0.0154,1.0058,0.4541,0.1048,-0.2618,0.1028,0.4430,0.1806,0.0876,0.4430,0.1806,0.0876,0.3000,0.0600,0.0002,0,-0.3000,-100.0000,-0.0010,-0.3000,-100.0000,-0.0010,15.3789,49.6437,0.0200,0.0000
-30.1310,39.9889,-11.1347,0.0000,-0.0821,0.1200,0.0000,-0.9600,0.1010,0.1785,-0.1800,-0.0040,1101,1502,1500,1497,1000,1000,1505,1000,1000,1505,1502,1500,1505,0.7643,-0.0992,-0.0955,-0.0226,-0.0121,1.0041,0.4555,0.1065,-0.2614,0.1035,0.4430,0.1806,0.0876,0.4430,0.1806,0.0876,0.3000,0.0600,0.0002,0,-0.3000,-100.0000,-0.0010,-0.3000,-100.0000,-0.0010,15.4201,49.6817,0.0200,0.0000
-30.0919,39.9612,-11.1145,0.0000,-0.1642,0.1200,0.0000,-0.9600,0.1010,0.1784,-0.1806,-0.0041,1101,1502,1500,1497,1000,1000,1505,1000,1000,1505,1502,1500,1505,0.6728,-0.1035,-0.0214,-0.0254,-0.0126,1.0025,0.4559,0.1074,-0.2622,0.1029,0.4430,0.1806,0.0876,0.4430,0.1806,0.0876,0.3000,0.0600,0.0002,0,-0.3000,-100.0000,-0.0010,-0.3000,-100.0000,-0.0010,15.4614,49.7196,0.0200,0.0000
-30.0545,39.9333,-11.0939,0.0000,-0.0821,0.1200,0.0000,-0.9600,0.1010,0.1784,-0.1812,-0.0042,1101,1502,1500,1497,1000,1000,1505,1000,1000,1505,1502,1500,1505,0.4896,-0.1434,-0.0122,-0.0254,-0.0115,1.0067,0.4564,0.1081,-0.2628,0.1024,0.4430,0.1806,0.0876,0.4430,0.1806,0.0876,0.3000,0.0600,0.0002,0,-0.3000,-100.0000,-0.0010,-0.3000,-100.0000,-0.0010,15.5028,49.7575,0.0200,0.0000
-30.0185,39.9058,-11.0726,-0.1657,-0.1642,0.1200,0.0000,-0.9600,0.1110,0.1785,-0.1819,-0.0045,1114,1504,1501,1499,1000,1000,1505,1000,1000,1505,1502,1500,1505,0.1919,-0.1513,0.1006,-0.0247,-0.0151,1.0078,0.4668,0.1189,-0.2539,0.1122,0.4430,0.1806,0.0876,0.4430,0.1806,0.0876,0.3000,0.0600,0.0002,0,-0.3000,-100.0000,-0.0010,-0.3000,-100.0000,-0.0010,15.5441,49.7954,0.0200,0.0000
-29.9839,39.8788,-11.0499,-0.0829,-0.0821,0.1200,0.0000,-0.9600,0.1160,0.1784,-0.1825,-0.0055,1116,1502,1500,1497,1000,1000,1505,1000,1000,1505,1502,1500,1505,0.0759,-0.1163,0.1207,-0.0272,-0.0127,1.0029,0.4714,0.1256,-0.2505,0.1175,0.4430,0.1806,0.0876,0.4430,0.1806,0.0876,0.3000,0.0600,0.0002,0,-0.3000,-100.0000,-0.0010,-0.3000,-100.0000,-0.0010,15.5854,49.8333,0.0200,0.0000
-29.9503,39.8519,-11.0271,-0.0829,-0.1642,0.1200,0.0000,-0.9600,0.1160,0.1783,-0.1831,-0.0047,1116,1502,1500,1497,1000,1000,1505,1000,1000,1505,1502,1500,1505,0.0329,-0.1908,0.1549,-0.0261,-0.0133,1.0028,0.4728,0.1254,-0.2501,0.1159,0.4430,0.1806,0.0876,0.4430,0.1806,0.0876,0.3000,0.0600,0.0002,0,-0.3000,-100.0000,-0.0010,-0.3000,-100.0000,-0.0010,15.6268,49.8712,0.0200,0.0000
-29.9173,39.8241,-11.0035,0.0000,-0.1642,0.1200,0.0000,-0.9600,0.1160,0.1783,-0.1837,-0.0045,1116,1502,1500,1497,1000,1000,1505,1000,1000,1505,1502,1500,1505,-0.1080,-0.1702,0.1160,-0.0260,-0.0156,1.0084,0.4735,0.1260,-0.2506,0.1151,0.4430,0.1806,0.0876,0.4430,0.1806,0.0876,0.3000,0.0600,0.0002,0,-0.3000,-100.0000,-0.0010,-0.3000,-100.0000,-0.0010,15.6681,49.9090,0.0200,0.0000
-29.8859,39.7960,-10.9811,0.0000,-0.0821,0.1200,0.0000,-0.9600,0.1160,0.1782,-0.1843,-0.0044,1116,1502,1500,1497,1000,1000,1505,1000,1000,1505,1502,1500,1505,-0.1395,-0.2636,0.0656,-0.0253,-0.0124,1.0065,0.4741,0.1265,-0.2509,0.1143,0.4430,0.1806,0.0876,0.4430,0.1806,0.0876,0.3000,0.0600,0.0002,0,-0.3000,-100.0000,-0.0010,-0.3000,-100.0000,-0.0010,15.7095,49.9468,0.0200,0.0000
