roll_imu,pitch_imu,yaw_imu,alpha,beta,roll_des,pitch_des,yaw_des,throttle_des,roll_pid,pitch_pid,yaw_pid,radio_ch1,radio_ch2,radio_ch3,radio_ch4,radio_ch5,radio_ch6,radio_ch7,radio_ch8,radio_ch9,radio_ch10,radio_ch11,radio_ch12,radio_ch13,GyroX,GyroY,GyroZ,AccX,AccY,AccZ,s1_command,s2_command,s3_command,s4_command,kp_roll,ki_roll,kd_roll,kp_pitch,ki_pitch,kd_pitch,kp_yaw,ki_yaw,kd_yaw,failsafeTriggered,kp_alphaRoll,ki_alphaRoll,kd_alphaRoll,kp_betaPitch,ki_betaPitch,kd_betaPitch,ripIMU_roll,ripIMU_pitch,ripRoll_des,ripPitch_des
0.0000,0.0000,0.0000,1.3260,5.9508,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1000,1500,1500,1500,2000,1000,1000,1000,1500,1500,1500,1500,1500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8627,0.2400,0.1321,0.8627,0.2400,0.1321,0.3000,0.0600,0.0002,0,-0.3000,-100.0000,-0.0010,-0.3000,-100.0000,-0.0010,0.0000,0.0000,0.0000,0.0000
-7.8842,40.1522,-2.7528,-0.0000,0.0000,-7.8600,-8.0400,-42.8800,0.0000,0.0602,-0.4158,-0.2574,910,1369,1366,1366,2008,1000,1505,1000,1000,1505,1005,1000,1014,0.0112,0.0008,0.0174,-0.0072,-0.0013,0.3647,0.2185,0.6130,-0.7334,-0.0981,0.8627,0.2400,0.1321,0.8627,0.2400,0.1321,0.3000,0.0600,0.0002,0,-2.2635,-3.5000,-0.0010,-2.2635,-3.5000,-0.0010,-22.9800,35.1679,-1.3100,-1.3400
-7.7519,39.6801,-2.6668,0.0829,-0.0821,-0.6000,-0.7800,-4.1600,0.0000,0.1217,-0.3490,-0.0158,991,1490,1487,1487,2008,1000,1505,971,1000,1505,1502,1502,2008,-0.0222,-0.0438,0.0465,-0.0226,-0.0018,0.9800,0.4549,0.2431,-0.4865,-0.2114,0.8627,0.2400,0.1321,0.8627,0.2400,0.1321,0.3000,0.0600,0.0002,0,-2.2635,-351.4000,-0.0060,-2.2635,-351.4000,-0.0060,-22.6203,34.8188,-0.1000,-0.1300
-7.7417,39.6414,-2.6598,0.0829,0.0000,0.0000,-0.1800,-0.9600,0.0000,0.1269,-0.3435,-0.0063,996,1500,1497,1497,2008,1000,1505,1000,1000,1505,1005,1000,1014,-0.0614,-0.0410,0.0393,-0.0245,-0.0043,1.0034,0.4641,0.2229,-0.4766,-0.2104,0.8627,0.2400,0.1321,0.8627,0.2400,0.1321,0.3000,0.0600,0.0002,0,-2.2635,-3.5000,-0.0010,-2.2635,-3.5000,-0.0010,-22.5900,34.7956,0.0000,-0.0300
-7.7310,39.6027,-2.6521,0.0829,0.0000,0.1200,0.0000,0.0000,0.0000,0.1278,-0.3415,-0.0036,998,1504,1501,1501,2008,1000,1505,1000,1000,1505,1005,1000,1014,-0.0357,-0.0963,0.0967,-0.0247,-0.0050,1.0031,0.4657,0.2173,-0.4729,-0.2102,0.8627,0.2400,0.1321,0.8627,0.2400,0.1321,0.3000,0.0600,0.0002,0,-2.2635,-3.5000,-0.0010,-2.2635,-3.5000,-0.0010,-22.5605,34.7717,0.0200,0.0000
-7.7199,39.5638,-2.6446,0.0829,0.0000,0.1200,0.0000,0.0000,0.0000,0.1276,-0.3412,-0.0032,996,1502,1500,1500,2008,1000,1505,1000,1000,1505,1005,1000,1014,0.0037,-0.0578,-0.0012,-0.0236,-0.0025,1.0002,0.4656,0.2168,-0.4721,-0.2104,0.8627,0.2400,0.1321,0.8627,0.2400,0.1321,0.3000,0.0600,0.0002,0,-2.2635,-3.5000,-0.0010,-2.2635,-3.5000,-0.0010,-22.5304,34.7479,0.0200,0.0000
-7.7086,39.5255,-2.6363,0.0829,0.0000,0.1200,0.0000,0.0000,0.0000,0.1276,-0.3410,-0.0036,996,1502,1500,1500,2008,1000,1505,1000,1000,1505,1005,1000,1014,-0.0250,-0.0259,0.1196,-0.0245,-0.0031,1.0027,0.4649,0.2170,-0.4721,-0.2098,0.8627,0.2400,0.1321,0.8627,0.2400,0.1321,0.3000,0.0600,0.0002,0,-2.2635,-3.5000,-0.0010,-2.2635,-3.5000,-0.0010,-22.4999,34.7240,0.0200,0.0000
-7.6972,39.4874,-2.6281,0.0829,-0.0821,0.1200,0.0000,0.0000,0.0000,0.1274,-0.3406,-0.0034,996,1502,1500,1500,2008,1000,1505,1000,1000,1505,1005,1000,1014,0.0131,-0.0134,0.0608,-0.0248,-0.0033,1.0087,0.4647,0.2166,-0.4715,-0.2098,0.8627,0.2400,0.1321,0.8627,0.2400,0.1321,0.3000,0.0600,0.0002,0,-2.2635,-3.5000,-0.0010,-2.2635,-3.5000,-0.0010,-22.4701,34.7002,0.0200,0.0000
-7.6861,39.4496,-2.6197,-0.0000,-0.0821,0.1200,0.0000,0.0000,0.0000,0.1274,-0.3403,-0.0037,996,1502,1500,1500,2008,1000,1505,1000,1000,1505,1005,1000,1014,-0.0120,-0.0111,0.1415,-0.0203,-0.0040,1.0038,0.4640,0.2166,-0.4713,-0.2093,0.8627,0.2400,0.1321,0.8627,0.2400,0.1321,0.3000,0.0600,0.0002,0,-2.2635,-3.5000,-0.0010,-2.2635,-3.5000,-0.0010,-22.4401,34.6766,0.0200,0.0000
-7.6743,39.4115,-2.6107,0.0829,0.0000,0.1200,0.0000,0.0000,0.0000,0.1273,-0.3399,-0.0039,996,1502,1500,1500,2008,1000,1505,1000,1000,1505,1005,1000,1014,-0.0416,-0.0443,0.2330,-0.0201,-0.0030,1.0020,0.4633,0.2166,-0.4712,-0.2087,0.8627,0.2400,0.1321,0.8627,0.2400,0.1321,0.3000,0.0600,0.0002,0,-2.2635,-3.5000,-0.0010,-2.2635,-3.5000,-0.0010,-22.4103,34.6533,0.0200,0.0000
