roll_imu,pitch_imu,yaw_imu,alpha,beta,roll_des,pitch_des,yaw_des,throttle_des,roll_pid,pitch_pid,yaw_pid,radio_ch1,radio_ch2,radio_ch3,radio_ch4,radio_ch5,radio_ch6,radio_ch7,radio_ch8,radio_ch9,radio_ch10,radio_ch11,radio_ch12,radio_ch13,GyroX,GyroY,GyroZ,AccX,AccY,AccZ,s1_command,s2_command,s3_command,s4_command,kp_roll,ki_roll,kd_roll,kp_pitch,ki_pitch,kd_pitch,kp_yaw,ki_yaw,kd_yaw,failsafeTriggered,kp_alphaRoll,ki_alphaRoll,kd_alphaRoll,kp_betaPitch,ki_betaPitch,kd_betaPitch,ripIMU_roll,ripIMU_pitch,ripRoll_des,ripPitch_des
0.0000,0.0000,0.0000,1.4088,5.8687,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1000,1500,1500,1500,2000,1000,1000,1000,1500,1500,1500,1500,1500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8627,0.2400,0.1321,0.8627,0.2400,0.1321,0.3000,0.0600,0.0002,0,-0.3000,-100.0000,-0.0010,-0.3000,-100.0000,-0.0010,0.0000,0.0000,0.0000,0.0000
16.2257,50.9935,7.7240,0.0829,0.0000,-7.8600,-7.7400,-42.8800,0.0000,-0.2678,-0.5068,-0.1290,910,1369,1371,1366,2008,1000,1505,1000,1000,1009,1005,1000,1013,-0.0275,0.0693,0.0544,-0.0141,0.0060,0.9111,0.1100,0.9035,-0.3680,-0.6455,0.8627,0.2400,0.1321,0.8627,0.2400,0.1321,0.3000,0.0600,0.0002,0,-0.9243,-3.5000,-0.0010,-0.9243,-3.5000,-0.0010,42.6261,35.1785,-1.3100,-1.2900
16.2077,50.9615,7.7109,0.0829,0.0000,-2.2800,-2.1000,-12.4800,0.0000,-0.2195,-0.4577,-0.0378,971,1461,1465,1461,2008,1000,1505,1000,1000,1009,1005,1000,1013,-0.0120,-0.0400,0.0001,-0.0164,0.0049,0.9964,0.2004,0.7150,-0.2760,-0.6394,0.8627,0.2400,0.1321,0.8627,0.2400,0.1321,0.3000,0.0600,0.0002,0,-0.9243,-3.5000,-0.0010,-0.9243,-3.5000,-0.0010,42.5907,35.1622,-0.3800,-0.3500
16.1884,50.9292,7.6960,0.0829,0.0000,-0.6000,-0.3000,-4.1600,0.0000,-0.2048,-0.4419,-0.0130,991,1490,1495,1487,2008,1000,1505,1000,1000,1009,1005,1000,1013,0.0026,-0.0111,0.0080,-0.0206,0.0076,0.9976,0.2242,0.6597,-0.2501,-0.6338,0.8627,0.2400,0.1321,0.8627,0.2400,0.1321,0.3000,0.0600,0.0002,0,-0.9243,-3.5000,-0.0010,-0.9243,-3.5000,-0.0010,42.5549,35.1461,-0.1000,-0.0500
16.1697,50.8968,7.6817,0.0829,0.0821,0.0000,0.1200,-0.9600,0.0000,-0.1995,-0.4381,-0.0035,996,1500,1502,1497,2008,1000,1505,1000,1000,1009,1005,1000,1013,-0.0304,0.0060,0.0632,-0.0184,0.0069,1.0034,0.2351,0.6411,-0.2422,-0.6340,0.8627,0.2400,0.1321,0.8627,0.2400,0.1321,0.3000,0.0600,0.0002,0,-0.9243,-3.5000,-0.0010,-0.9243,-3.5000,-0.0010,42.5193,35.1298,0.0000,0.0200
16.1516,50.8649,7.6678,0.0829,0.0000,0.1200,0.3000,0.0000,0.0000,-0.1984,-0.4362,-0.0005,996,1502,1505,1500,2008,1000,1505,1000,1000,1009,1005,1000,1013,0.0352,0.0076,0.0127,-0.0153,0.0050,1.0031,0.2374,0.6351,-0.2384,-0.6341,0.8627,0.2400,0.1321,0.8627,0.2400,0.1321,0.3000,0.0600,0.0002,0,-0.9243,-3.5000,-0.0010,-0.9243,-3.5000,-0.0010,42.4838,35.1129,0.0200,0.0500
16.1334,50.8333,7.6539,-0.0829,0.0000,0.1200,0.4200,0.0000,0.0000,-0.1982,-0.4350,-0.0005,996,1502,1507,1500,2008,1000,1505,1000,1000,1009,1005,1000,1013,0.0098,0.0334,-0.0001,-0.0166,0.0074,0.9995,0.2363,0.6336,-0.2373,-0.6327,0.8627,0.2400,0.1321,0.8627,0.2400,0.1321,0.3000,0.0600,0.0002,0,-0.9243,-3.5000,-0.0010,-0.9243,-3.5000,-0.0010,42.4480,35.0964,0.0200,0.0700
16.1147,50.8009,7.6395,0.0829,0.0000,0.1200,0.4200,0.0000,0.0000,-0.1979,-0.4347,-0.0005,998,1504,1507,1501,2008,1000,1505,1000,1000,1009,1005,1000,1013,-0.0950,0.0427,0.0134,-0.0174,0.0072,1.0000,0.2363,0.6331,-0.2374,-0.6320,0.8627,0.2400,0.1321,0.8627,0.2400,0.1321,0.3000,0.0600,0.0002,0,-0.9243,-3.5000,-0.0010,-0.9243,-3.5000,-0.0010,42.4129,35.0799,0.0200,0.0700
16.0958,50.7691,7.6255,-0.0829,-0.1642,0.1200,0.4200,0.0000,0.0000,-0.1978,-0.4344,-0.0006,996,1502,1507,1500,2008,1000,1505,1000,1000,1009,1005,1000,1013,0.0104,0.0554,0.0414,-0.0183,0.0080,0.9993,0.2360,0.6329,-0.2372,-0.6317,0.8627,0.2400,0.1321,0.8627,0.2400,0.1321,0.3000,0.0600,0.0002,0,-0.9243,-3.5000,-0.0010,-0.9243,-3.5000,-0.0010,42.3770,35.0638,0.0200,0.0700
16.0772,50.7372,7.6114,-0.0000,-0.0821,0.1200,0.4200,0.0000,0.0000,-0.1976,-0.4341,-0.0005,996,1502,1507,1500,2008,1000,1505,1000,1000,1009,1005,1000,1013,-0.0220,0.0077,0.0059,-0.0174,0.0050,1.0013,0.2360,0.6322,-0.2370,-0.6312,0.8627,0.2400,0.1321,0.8627,0.2400,0.1321,0.3000,0.0600,0.0002,0,-0.9243,-3.5000,-0.0010,-0.9243,-3.5000,-0.0010,42.3406,35.0483,0.0200,0.0700
16.0593,50.7050,7.5979,-0.0829,0.0000,0.1200,0.4200,0.0000,0.0000,-0.1976,-0.4339,-0.0007,996,1502,1507,1500,2008,1000,1505,1000,1000,1009,1005,1000,1013,0.0360,0.0343,0.0741,-0.0165,0.0062,0.9997,0.2356,0.6321,-0.2370,-0.6307,0.8627,0.2400,0.1321,0.8627,0.2400,0.1321,0.3000,0.0600,0.0002,0,-0.9243,-3.5000,-0.0010,-0.9243,-3.5000,-0.0010,42.3050,35.0326,0.0200,0.0700
16.0409,50.6731,7.5838,-0.0000,0.0000,0.1200,0.4200,0.0000,0.0000,-0.1973,-0.4336,-0.0004,996,1502,1507,1500,2008,1000,1505,1000,1000,1009,1005,1000,1013,-0.0203,0.0577,-0.0346,-0.0137,0.0080,0.9976,0.2359,0.6313,-0.2367,-0.6306,0.8627,0.2400,0.1321,0.8627,0.2400,0.1321,0.3000,0.0600,0.0002,0,-0.9243,-3.5000,-0.0010,-0.9243,-3.5000,-0.0010,42.2700,35.0155,0.0200,0.0700
