roll_imu,pitch_imu,yaw_imu,alpha,beta,roll_des,pitch_des,yaw_des,throttle_des,roll_pid,pitch_pid,yaw_pid,radio_ch1,radio_ch2,radio_ch3,radio_ch4,radio_ch5,radio_ch6,radio_ch7,radio_ch8,radio_ch9,radio_ch10,radio_ch11,radio_ch12,radio_ch13,GyroX,GyroY,GyroZ,AccX,AccY,AccZ,s1_command,s2_command,s3_command,s4_command,kp_roll,ki_roll,kd_roll,kp_pitch,ki_pitch,kd_pitch,kp_yaw,ki_yaw,kd_yaw,failsafeTriggered,kp_alphaRoll,ki_alphaRoll,kd_alphaRoll,kp_betaPitch,ki_betaPitch,kd_betaPitch,ripIMU_roll,ripIMU_pitch,ripRoll_des,ripPitch_des
0.0000,0.0000,0.0000,44.8343,34.1860,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1000,1500,1500,1500,2000,1000,1000,1000,1500,1500,1500,1500,1500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3317,0.0082,0.0673,0.3317,0.0082,0.0673,0.3000,0.0600,0.0002,0,-0.3000,-100.0000,-0.0010,-0.3000,-100.0000,-0.0010,0.0000,0.0000,0.0000,0.0000
-19.5563,46.0384,-8.9028,0.5801,0.0821,-7.8600,-8.0400,-42.8800,0.0000,0.0766,-0.3292,-0.1273,910,1369,1366,1366,1000,1000,1505,1000,1505,1418,1241,1077,1016,2.0861,-0.2123,-0.3921,-0.0498,-0.0236,0.9376,0.2784,0.3799,-0.5331,-0.1252,0.6090,0.0280,0.0777,0.6090,0.0280,0.0777,0.3000,0.0600,0.0002,0,-0.3000,-100.0000,-0.0010,-0.3000,-100.0000,-0.0010,14.5132,48.8761,-1.3100,-1.3400
-19.5104,46.0017,-8.8899,0.5801,0.0821,-2.3400,-2.3400,-12.4800,0.0000,0.1094,-0.2938,-0.0369,971,1461,1461,1461,1000,1000,1505,1000,1505,1417,1241,1077,1015,2.6848,-0.3833,-0.2511,-0.0535,-0.0272,0.9958,0.3663,0.2213,-0.4400,-0.1476,0.6083,0.0280,0.0777,0.6083,0.0280,0.0777,0.3000,0.0600,0.0002,0,-0.3000,-100.0000,-0.0010,-0.3000,-100.0000,-0.0010,14.5527,48.9142,-0.3900,-0.3900
-19.4596,45.9658,-8.8747,0.5801,0.1642,-0.6000,-0.7800,-4.1600,0.0000,0.1196,-0.2845,-0.0125,991,1490,1487,1487,1000,1000,1505,1000,1505,1418,1241,1077,1016,2.9089,-0.1966,-0.0687,-0.0531,-0.0323,1.0010,0.3916,0.1775,-0.4166,-0.1524,0.6090,0.0280,0.0777,0.6090,0.0280,0.0777,0.3000,0.0600,0.0002,0,-0.3000,-100.0000,-0.0010,-0.3000,-100.0000,-0.0010,14.5935,48.9524,-0.1000,-0.1300
-19.4060,45.9307,-8.8584,0.5801,0.0821,0.0000,-0.1800,-0.9600,0.0000,0.1228,-0.2806,-0.0031,996,1500,1497,1497,1000,1000,1505,1000,1505,1418,1241,1077,1016,3.0696,-0.2562,-0.0091,-0.0521,-0.0308,1.0039,0.4003,0.1609,-0.4065,-0.1547,0.6090,0.0280,0.0777,0.6090,0.0280,0.0777,0.3000,0.0600,0.0002,0,-0.3000,-100.0000,-0.0010,-0.3000,-100.0000,-0.0010,14.6345,48.9905,0.0000,-0.0300
-19.3500,45.8954,-8.8415,0.5801,0.0821,0.1200,0.0000,0.0000,0.0000,0.1229,-0.2790,-0.0000,996,1502,1500,1500,1000,1000,1505,1000,1505,1417,1241,1077,1016,3.2803,-0.2272,-0.0418,-0.0556,-0.0288,1.0052,0.4019,0.1562,-0.4019,-0.1561,0.6083,0.0280,0.0777,0.6083,0.0280,0.0777,0.3000,0.0600,0.0002,0,-0.3000,-100.0000,-0.0010,-0.3000,-100.0000,-0.0010,14.6756,49.0286,0.0200,0.0000
-19.2925,45.8608,-8.8264,0.5801,0.0821,0.1200,0.0000,0.0000,0.0000,0.1224,-0.2788,0.0005,996,1502,1500,1500,1000,1000,1505,1000,1505,1417,1241,1077,1016,3.4927,-0.2250,-0.2205,-0.0533,-0.0235,1.0062,0.4017,0.1559,-0.4007,-0.1570,0.6083,0.0280,0.0777,0.6083,0.0280,0.0777,0.3000,0.0600,0.0002,0,-0.3000,-100.0000,-0.0010,-0.3000,-100.0000,-0.0010,14.7167,49.0667,0.0200,0.0000
-19.2348,45.8273,-8.8129,0.6630,0.0821,0.2400,0.0600,0.3200,0.0000,0.1228,-0.2788,0.0023,997,1503,1500,1500,1000,1000,1505,1000,1505,1418,1241,1077,1016,3.6165,0.0576,-0.1992,-0.0521,-0.0190,1.0030,0.4039,0.1537,-0.3992,-0.1583,0.6090,0.0280,0.0777,0.6090,0.0280,0.0777,0.3000,0.0600,0.0002,0,-0.3000,-100.0000,-0.0010,-0.3000,-100.0000,-0.0010,14.7578,49.1048,0.0400,0.0100
-19.1767,45.7956,-8.8006,0.5801,0.0821,0.1200,0.0000,0.0000,0.0000,0.1217,-0.2790,0.0005,996,1502,1500,1500,1000,1000,1505,1000,1505,1418,1241,1077,1016,3.6595,0.1488,-0.2227,-0.0535,-0.0159,0.9989,0.4011,0.1569,-0.4002,-0.1578,0.6090,0.0280,0.0777,0.6090,0.0280,0.0777,0.3000,0.0600,0.0002,0,-0.3000,-100.0000,-0.0010,-0.3000,-100.0000,-0.0010,14.7989,49.1429,0.0200,0.0000
-19.1188,45.7641,-8.7878,0.5801,0.0821,0.1200,0.0000,0.0000,0.0000,0.1214,-0.2788,0.0002,996,1502,1500,1500,1000,1000,1505,1000,1505,1418,1241,1077,1016,3.5411,0.1303,-0.1390,-0.0504,-0.0171,1.0071,0.4004,0.1572,-0.4000,-0.1576,0.6090,0.0280,0.0777,0.6090,0.0280,0.0777,0.3000,0.0600,0.0002,0,-0.3000,-100.0000,-0.0010,-0.3000,-100.0000,-0.0010,14.8400,49.1810,0.0200,0.0000
