roll_imu,pitch_imu,yaw_imu,alpha,beta,roll_des,pitch_des,yaw_des,throttle_des,roll_pid,pitch_pid,yaw_pid,radio_ch1,radio_ch2,radio_ch3,radio_ch4,radio_ch5,radio_ch6,radio_ch7,radio_ch8,radio_ch9,radio_ch10,radio_ch11,radio_ch12,radio_ch13,GyroX,GyroY,GyroZ,AccX,AccY,AccZ,s1_command,s2_command,s3_command,s4_command,kp_roll,ki_roll,kd_roll,kp_pitch,ki_pitch,kd_pitch,kp_yaw,ki_yaw,kd_yaw,failsafeTriggered,kp_alphaRoll,ki_alphaRoll,kd_alphaRoll,kp_betaPitch,ki_betaPitch,kd_betaPitch,ripIMU_roll,ripIMU_pitch,ripRoll_des,ripPitch_des
0.0000,0.0000,0.0000,-28.9227,-3.0780,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1000,1500,1500,1500,2000,1000,1000,1000,1500,1500,1500,1500,1500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3000,0.0100,0.0700,0.3000,0.0100,0.0700,0.3000,0.0600,0.0002,0,-0.3000,-100.0000,-0.0010,-0.3000,-100.0000,-0.0010,0.0000,0.0000,0.0000,0.0000
-30.1935,-1.7882,0.4653,-0.0829,0.0000,0.0000,-8.0400,-42.8800,0.0000,0.2562,-0.0304,-0.1286,910,1369,1366,1366,2008,1000,1505,1505,1505,1311,1854,1299,1014,-0.0054,-0.0392,-0.0941,0.0559,-0.9158,-0.2233,0.1580,-0.0973,-0.4151,0.3544,0.4866,0.4370,0.1746,0.4866,0.4370,0.1746,0.3000,0.0600,0.0002,0,-0.3000,-100.0000,-0.0010,-0.3000,-100.0000,-0.0010,7.1278,29.7079,-1.3100,-1.3400
-30.2380,-1.7905,0.4663,-0.0829,0.0000,0.0000,-2.3400,-12.4800,0.0000,0.2565,-0.0028,-0.0377,971,1461,1461,1461,2008,1000,1505,1505,1505,1311,1854,1299,1014,-0.0547,0.0546,-0.0513,0.0580,-0.9709,-0.2420,0.2216,-0.2160,-0.2969,0.2914,0.4866,0.4370,0.1746,0.4866,0.4370,0.1746,0.3000,0.0600,0.0002,0,-0.3000,-100.0000,-0.0010,-0.3000,-100.0000,-0.0010,7.1608,29.7508,-0.3800,-0.3900
-30.2834,-1.7933,0.4671,-0.0000,-0.0821,0.0000,-0.7800,-4.1600,0.0000,0.2567,0.0050,-0.0129,991,1490,1487,1487,2008,1000,1505,1505,1505,1311,1854,1299,1014,-0.0291,-0.0457,-0.0551,0.0585,-0.9706,-0.2411,0.2388,-0.2488,-0.2645,0.2745,0.4866,0.4370,0.1746,0.4866,0.4370,0.1746,0.3000,0.0600,0.0002,0,-0.3000,-100.0000,-0.0010,-0.3000,-100.0000,-0.0010,7.1950,29.7938,-0.1000,-0.1300
-30.3282,-1.7963,0.4683,-0.0000,-0.0821,0.0000,-0.1800,-0.9600,0.0000,0.2570,0.0079,-0.0033,996,1500,1497,1497,2008,1000,1505,1505,1505,1311,1854,1299,1014,-0.0961,-0.0230,-0.0425,0.0576,-0.9730,-0.2420,0.2458,-0.2616,-0.2524,0.2682,0.4866,0.4370,0.1746,0.4866,0.4370,0.1746,0.3000,0.0600,0.0002,0,-0.3000,-100.0000,-0.0010,-0.3000,-100.0000,-0.0010,7.2293,29.8367,0.0000,-0.0300
-30.3733,-1.7994,0.4690,-0.0000,-0.0821,0.0000,0.0000,0.0000,0.0000,0.2571,0.0088,-0.0003,996,1502,1500,1500,2008,1000,1505,1505,1505,1311,1854,1299,1014,-0.0153,-0.0347,-0.0994,0.0601,-0.9720,-0.2433,0.2480,-0.2656,-0.2485,0.2662,0.4866,0.4370,0.1746,0.4866,0.4370,0.1746,0.3000,0.0600,0.0002,0,-0.3000,-100.0000,-0.0010,-0.3000,-100.0000,-0.0010,7.2637,29.8797,0.0200,0.0000
-30.4181,-1.8029,0.4702,-0.0000,-0.0821,0.0000,0.0000,0.0000,0.0000,0.2574,0.0090,-0.0003,996,1502,1500,1500,2008,1000,1505,1505,1505,1311,1854,1299,1014,-0.0625,-0.1230,-0.0633,0.0610,-0.9706,-0.2371,0.2481,-0.2660,-0.2487,0.2667,0.4866,0.4370,0.1746,0.4866,0.4370,0.1746,0.3000,0.0600,0.0002,0,-0.3000,-100.0000,-0.0010,-0.3000,-100.0000,-0.0010,7.2980,29.9226,0.0200,0.0000
-30.4630,-1.8062,0.4718,-0.0000,-0.0821,0.0000,0.0000,0.0000,0.0000,0.2575,0.0089,-0.0004,998,1504,1501,1501,2008,1000,1505,1505,1505,1311,1854,1299,1014,0.0074,-0.0774,-0.0267,0.0592,-0.9710,-0.2432,0.2481,-0.2660,-0.2490,0.2668,0.4866,0.4370,0.1746,0.4866,0.4370,0.1746,0.3000,0.0600,0.0002,0,-0.3000,-100.0000,-0.0010,-0.3000,-100.0000,-0.0010,7.3323,29.9656,0.0200,0.0000
-30.5071,-1.8091,0.4728,-0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2575,0.0087,-0.0005,996,1502,1500,1500,2008,1000,1505,1505,1505,1311,1854,1299,1014,0.0848,0.0493,-0.0375,0.0608,-0.9745,-0.2375,0.2484,-0.2658,-0.2493,0.2667,0.4866,0.4370,0.1746,0.4866,0.4370,0.1746,0.3000,0.0600,0.0002,0,-0.3000,-100.0000,-0.0010,-0.3000,-100.0000,-0.0010,7.3667,30.0085,0.0200,0.0000
-30.5509,-1.8118,0.4744,-0.0000,-0.0821,0.0000,0.0000,0.0000,0.0000,0.2578,0.0089,-0.0004,996,1502,1500,1500,2008,1000,1505,1505,1505,1311,1854,1299,1014,0.0644,-0.0754,-0.0396,0.0582,-0.9716,-0.2361,0.2485,-0.2664,-0.2492,0.2671,0.4866,0.4370,0.1746,0.4866,0.4370,0.1746,0.3000,0.0600,0.0002,0,-0.3000,-100.0000,-0.0010,-0.3000,-100.0000,-0.0010,7.4010,30.0513,0.0200,0.0000
