roll_imu,pitch_imu,yaw_imu,alpha,beta,roll_des,pitch_des,yaw_des,throttle_des,roll_pid,pitch_pid,yaw_pid,radio_ch1,radio_ch2,radio_ch3,radio_ch4,radio_ch5,radio_ch6,radio_ch7,radio_ch8,radio_ch9,radio_ch10,radio_ch11,radio_ch12,radio_ch13,GyroX,GyroY,GyroZ,AccX,AccY,AccZ,s1_command,s2_command,s3_command,s4_command,kp_roll,ki_roll,kd_roll,kp_pitch,ki_pitch,kd_pitch,kp_yaw,ki_yaw,kd_yaw,failsafeTriggered,kp_alphaRoll,ki_alphaRoll,kd_alphaRoll,kp_betaPitch,ki_betaPitch,kd_betaPitch,ripIMU_roll,ripIMU_pitch,ripRoll_des,ripPitch_des
0.0000,0.0000,0.0000,-26.5193,15.8003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1000,1500,1500,1500,2000,1000,1000,1000,1500,1500,1500,1500,1500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3000,0.0100,0.0700,0.3000,0.0100,0.0700,0.3000,0.0600,0.0002,0,-0.3000,-100.0000,-0.0010,-0.3000,-100.0000,-0.0010,0.0000,0.0000,0.0000,0.0000
35.2285,12.4552,3.8489,0.0829,0.0821,0.0000,-8.0400,-42.8800,0.0000,-0.2173,-0.0622,-0.1280,910,1369,1366,1366,2008,1000,1505,1505,1505,1006,2008,1000,1014,10.0573,0.0190,-0.2621,-0.0407,0.0681,0.9376,-0.2831,0.4076,0.0270,-0.1515,0.3036,0.4132,0.0700,0.3036,0.4132,0.0700,0.3000,0.0600,0.0002,0,-0.3000,-100.0000,-0.0010,-0.3000,-100.0000,-0.0010,7.1553,29.8020,-1.3100,-1.3400
35.3032,12.4428,3.8364,-0.0829,0.1642,0.0000,-2.3400,-12.4800,0.0000,-0.2184,-0.0445,-0.0375,971,1461,1461,1461,2008,1000,1505,1505,1505,1006,2008,1000,1014,11.2926,-0.5795,-0.1102,-0.0390,0.0738,0.9855,-0.2114,0.3003,0.1364,-0.2254,0.3036,0.4132,0.0700,0.3036,0.4132,0.0700,0.3000,0.0600,0.0002,0,-0.3000,-100.0000,-0.0010,-0.3000,-100.0000,-0.0010,7.1884,29.8449,-0.3900,-0.3900
35.3818,12.4242,3.8230,0.0000,0.0821,0.0000,-0.7800,-4.1600,0.0000,-0.2186,-0.0394,-0.0131,991,1490,1487,1487,2008,1000,1505,1505,1505,1006,2008,1000,1014,11.2892,-0.9503,0.1035,-0.0348,0.0791,0.9890,-0.1923,0.2712,0.1661,-0.2449,0.3036,0.4132,0.0700,0.3036,0.4132,0.0700,0.3000,0.0600,0.0002,0,-0.3000,-100.0000,-0.0010,-0.3000,-100.0000,-0.0010,7.2226,29.8879,-0.1000,-0.1300
35.4602,12.4031,3.8094,0.0000,0.0821,0.0000,-0.1800,-0.9600,0.0000,-0.2189,-0.0375,-0.0036,998,1503,1500,1500,2008,1000,1505,1505,1505,1006,2008,1000,1014,11.3512,-1.0614,0.1276,-0.0351,0.0869,0.9919,-0.1851,0.2600,0.1778,-0.2527,0.3036,0.4132,0.0700,0.3036,0.4132,0.0700,0.3000,0.0600,0.0002,0,-0.3000,-100.0000,-0.0010,-0.3000,-100.0000,-0.0010,7.2569,29.9308,0.0000,-0.0300
35.5378,12.3826,3.7959,0.0000,0.0821,0.0000,0.0000,0.0000,0.0000,-0.2190,-0.0369,-0.0007,996,1502,1500,1500,2008,1000,1505,1505,1505,1006,2008,1000,1014,11.1366,-0.9394,0.0943,-0.0364,0.0910,0.9898,-0.1827,0.2566,0.1814,-0.2553,0.3036,0.4132,0.0700,0.3036,0.4132,0.0700,0.3000,0.0600,0.0002,0,-0.3000,-100.0000,-0.0010,-0.3000,-100.0000,-0.0010,7.2912,29.9738,0.0200,0.0000
35.6145,12.3653,3.7835,-0.0829,-0.0000,0.0000,0.0000,0.0000,0.0000,-0.2191,-0.0373,-0.0001,996,1502,1500,1500,2008,1000,1505,1505,1505,1006,2008,1000,1014,11.0177,-0.3963,-0.0921,-0.0283,0.0935,0.9886,-0.1820,0.2565,0.1818,-0.2563,0.3036,0.4132,0.0700,0.3036,0.4132,0.0700,0.3000,0.0600,0.0002,0,-0.3000,-100.0000,-0.0010,-0.3000,-100.0000,-0.0010,7.3256,30.0166,0.0200,0.0000
35.6887,12.3529,3.7729,0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,-0.2191,-0.0376,0.0001,996,1502,1500,1500,2008,1000,1505,1505,1505,1006,2008,1000,1014,10.6627,0.1075,-0.1684,-0.0321,0.0922,0.9907,-0.1814,0.2566,0.1817,-0.2568,0.3036,0.4132,0.0700,0.3036,0.4132,0.0700,0.3000,0.0600,0.0002,0,-0.3000,-100.0000,-0.0010,-0.3000,-100.0000,-0.0010,7.3600,30.0595,0.0200,0.0000
35.7592,12.3448,3.7654,0.0000,0.0821,0.0000,0.0000,0.0000,0.0000,-0.2190,-0.0378,0.0000,996,1502,1500,1500,2008,1000,1505,1505,1505,1006,2008,1000,1014,10.1455,0.4186,-0.1315,-0.0304,0.0911,0.9903,-0.1812,0.2567,0.1812,-0.2568,0.3036,0.4132,0.0700,0.3036,0.4132,0.0700,0.3000,0.0600,0.0002,0,-0.3000,-100.0000,-0.0010,-0.3000,-100.0000,-0.0010,7.3943,30.1024,0.0200,0.0000
35.8231,12.3389,3.7596,-0.0829,0.1642,0.0000,0.0000,0.0000,0.0000,-0.2187,-0.0379,0.0000,996,1502,1500,1500,2008,1000,1505,1505,1505,1006,2008,1000,1014,9.4298,0.5968,-0.1133,-0.0390,0.0938,0.9910,-0.1808,0.2565,0.1808,-0.2566,0.3036,0.4132,0.0700,0.3036,0.4132,0.0700,0.3000,0.0600,0.0002,0,-0.3000,-100.0000,-0.0010,-0.3000,-100.0000,-0.0010,7.4287,30.1452,0.0200,0.0000
35.8797,12.3338,3.7546,0.0829,-0.0000,0.0000,0.0000,0.0000,0.0000,-0.2184,-0.0378,-0.0001,998,1504,1501,1501,2008,1000,1505,1505,1505,1006,2008,1000,1014,8.7637,0.5537,-0.0729,-0.0375,0.0960,0.9930,-0.1806,0.2563,0.1804,-0.2561,0.3036,0.4132,0.0700,0.3036,0.4132,0.0700,0.3000,0.0600,0.0002,0,-0.3000,-100.0000,-0.0010,-0.3000,-100.0000,-0.0010,7.4631,30.1879,0.0200,0.0000
35.9276,12.3264,3.7483,0.0000,0.1642,0.0000,0.0000,0.0000,0.0000,-0.2178,-0.0376,-0.0004,996,1502,1500,1500,2008,1000,1505,1505,1505,1006,2008,1000,1014,7.8038,0.2982,0.0072,-0.0396,0.1023,0.9871,-0.1806,0.2559,0.1798,-0.2551,0.3036,0.4132,0.0700,0.3036,0.4132,0.0700,0.3000,0.0600,0.0002,0,-0.3000,-100.0000,-0.0010,-0.3000,-100.0000,-0.0010,7.4974,30.2307,0.0200,0.0000
