roll_imu,pitch_imu,yaw_imu,alpha,beta,roll_des,pitch_des,yaw_des,throttle_des,roll_pid,pitch_pid,yaw_pid,radio_ch1,radio_ch2,radio_ch3,radio_ch4,radio_ch5,radio_ch6,radio_ch7,radio_ch8,radio_ch9,radio_ch10,radio_ch11,radio_ch12,radio_ch13,GyroX,GyroY,GyroZ,AccX,AccY,AccZ,s1_command,s2_command,s3_command,s4_command,kp_roll,ki_roll,kd_roll,kp_pitch,ki_pitch,kd_pitch,kp_yaw,ki_yaw,kd_yaw,failsafeTriggered,kp_alphaRoll,ki_alphaRoll,kd_alphaRoll,kp_betaPitch,ki_betaPitch,kd_betaPitch,ripIMU_roll,ripIMU_pitch,ripRoll_des,ripPitch_des
0.0000,0.0000,0.0000,44.8343,34.3502,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1000,1500,1500,1500,2000,1000,1000,1000,1500,1500,1500,1500,1500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2204,0.0300,0.0438,0.2204,0.0300,0.0438,0.3000,0.0600,0.0002,0,-0.3000,-100.0000,-0.0010,-0.3000,-100.0000,-0.0010,0.0000,0.0000,0.0000,0.0000
-24.1462,36.6823,-8.2279,0.5801,-0.0821,-7.8600,-8.0400,-42.8800,0.0000,0.1552,-0.1981,-0.1289,910,1369,1366,1366,2008,1000,1505,1000,1000,1505,2008,1054,1014,0.2030,0.0174,0.0448,-0.0067,0.0009,0.9255,0.2244,0.1719,-0.4822,0.0859,0.4430,0.3324,0.0485,0.4430,0.3324,0.0485,0.3000,0.0600,0.0002,0,-0.3000,-100.0000,-0.0010,-0.3000,-100.0000,-0.0010,11.4729,42.3381,-1.3100,-1.3400
-24.1155,36.6524,-8.2112,0.5801,-0.0821,-2.3400,-2.3400,-12.4800,0.0000,0.1794,-0.1727,-0.0377,971,1461,1461,1461,2008,1000,1505,1000,1000,1505,2008,1054,1014,0.2449,0.0146,-0.0213,-0.0062,0.0001,0.9922,0.3145,0.0310,-0.3899,0.0444,0.4430,0.3324,0.0485,0.4430,0.3324,0.0485,0.3000,0.0600,0.0002,0,-0.3000,-100.0000,-0.0010,-0.3000,-100.0000,-0.0010,11.5093,42.3780,-0.3900,-0.3900
-24.0843,36.6226,-8.1938,0.5801,-0.0821,-0.6000,-0.7800,-4.1600,0.0000,0.1870,-0.1657,-0.0129,991,1490,1487,1487,2008,1000,1505,1000,1000,1505,2008,1054,1014,0.1864,-0.0394,0.0358,-0.0077,0.0013,0.9927,0.3398,-0.0084,-0.3656,0.0343,0.4430,0.3324,0.0485,0.4430,0.3324,0.0485,0.3000,0.0600,0.0002,0,-0.3000,-100.0000,-0.0010,-0.3000,-100.0000,-0.0010,11.5471,42.4178,-0.1000,-0.1300
-24.0539,36.5924,-8.1773,0.5801,-0.0821,0.1200,0.0000,0.0000,0.0000,0.1901,-0.1621,-0.0001,996,1502,1500,1500,2008,1000,1505,1000,1000,1505,2008,1054,1014,0.2212,0.0114,-0.0623,-0.0069,0.0010,0.9906,0.3521,-0.0279,-0.3523,0.0281,0.4430,0.3324,0.0485,0.4430,0.3324,0.0485,0.3000,0.0600,0.0002,0,-0.3000,-100.0000,-0.0010,-0.3000,-100.0000,-0.0010,11.5851,42.4576,0.0200,0.0000
-24.0228,36.5616,-8.1606,0.5801,-0.0821,0.1200,0.0000,0.0000,0.0000,0.1899,-0.1619,-0.0003,996,1502,1500,1500,2008,1000,1505,1000,1000,1505,2008,1054,1014,0.2885,-0.1236,0.0013,-0.0077,-0.0015,0.9936,0.3515,-0.0277,-0.3521,0.0283,0.4430,0.3324,0.0485,0.4430,0.3324,0.0485,0.3000,0.0600,0.0002,0,-0.3000,-100.0000,-0.0010,-0.3000,-100.0000,-0.0010,11.6231,42.4975,0.0200,0.0000
-23.9914,36.5310,-8.1433,0.5801,-0.0821,0.1200,0.0000,0.0000,0.0000,0.1898,-0.1618,-0.0004,996,1502,1500,1500,2008,1000,1505,1000,1000,1505,2008,1054,1014,0.2599,-0.0144,0.0379,-0.0084,-0.0014,0.9912,0.3512,-0.0275,-0.3520,0.0284,0.4430,0.3324,0.0485,0.4430,0.3324,0.0485,0.3000,0.0600,0.0002,0,-0.3000,-100.0000,-0.0010,-0.3000,-100.0000,-0.0010,11.6611,42.5374,0.0200,0.0000
-23.9609,36.5008,-8.1267,0.5801,-0.0821,0.1200,0.0000,0.0000,0.0000,0.1897,-0.1617,-0.0003,996,1502,1500,1500,2008,1000,1505,1000,1000,1505,2008,1054,1014,0.2426,0.0588,-0.0017,-0.0073,0.0003,0.9895,0.3511,-0.0276,-0.3517,0.0283,0.4430,0.3324,0.0485,0.4430,0.3324,0.0485,0.3000,0.0600,0.0002,0,-0.3000,-100.0000,-0.0010,-0.3000,-100.0000,-0.0010,11.6991,42.5772,0.0200,0.0000
-23.9304,36.4716,-8.1100,0.5801,-0.0821,0.1200,0.0000,0.0000,0.0000,0.1895,-0.1616,-0.0003,996,1502,1500,1500,2008,1000,1505,1000,1000,1505,2008,1054,1014,0.1980,0.0462,0.0081,-0.0052,-0.0003,0.9870,0.3508,-0.0276,-0.3515,0.0283,0.4430,0.3324,0.0485,0.4430,0.3324,0.0485,0.3000,0.0600,0.0002,0,-0.3000,-100.0000,-0.0010,-0.3000,-100.0000,-0.0010,11.7371,42.6170,0.0200,0.0000
-23.9002,36.4418,-8.0933,0.5801,-0.0821,0.1200,0.0000,0.0000,0.0000,0.1894,-0.1615,-0.0001,996,1502,1500,1500,2008,1000,1505,1000,1000,1505,2008,1054,1014,0.2415,0.0415,-0.0574,-0.0091,0.0016,0.9925,0.3507,-0.0278,-0.3510,0.0281,0.4430,0.3324,0.0485,0.4430,0.3324,0.0485,0.3000,0.0600,0.0002,0,-0.3000,-100.0000,-0.0010,-0.3000,-100.0000,-0.0010,11.7751,42.6568,0.0200,0.0000
