roll_imu,pitch_imu,yaw_imu,alpha,beta,roll_des,pitch_des,yaw_des,throttle_des,roll_pid,pitch_pid,yaw_pid,radio_ch1,radio_ch2,radio_ch3,radio_ch4,radio_ch5,radio_ch6,radio_ch7,radio_ch8,radio_ch9,radio_ch10,radio_ch11,radio_ch12,radio_ch13,GyroX,GyroY,GyroZ,AccX,AccY,AccZ,s1_command,s2_command,s3_command,s4_command,kp_roll,ki_roll,kd_roll,kp_pitch,ki_pitch,kd_pitch,kp_yaw,ki_yaw,kd_yaw,failsafeTriggered,kp_alphaRoll,ki_alphaRoll,kd_alphaRoll,kp_betaPitch,ki_betaPitch,kd_betaPitch
0.0000,0.0000,0.0000,9.2914,-2.3657,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,998,1492,1497,1504,1000,1000,1505,1000,1000,1379,1005,1198,1131,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2204,0.0082,0.0438,0.2204,0.0082,0.0438,0.3000,0.0600,0.0002,0,-0.3000,-100.0000,-0.0010,-0.3000,-100.0000,-0.0010
-4.8739,16.6263,-0.7616,0.0000,-0.0686,-0.4800,-0.1800,0.6400,0.0000,0.0111,-0.0370,0.0044,996,1492,1497,1502,1000,1000,1505,1000,1000,1379,1005,1198,1131,-0.0711,-0.0303,-0.1699,-0.0046,-0.0033,0.9617,0.0526,0.0215,-0.0437,-0.0304,0.2204,0.0082,0.0438,0.2204,0.0082,0.0438,0.3000,0.0600,0.0002,0,-1.9233,-3.5000,-0.0030,-1.9233,-3.5000,-0.0030
-4.8615,16.5820,-0.7595,0.0686,-0.0686,-0.4800,-0.1800,0.6400,0.0000,0.0111,-0.0369,0.0051,996,1492,1497,1502,1000,1000,1505,1000,1000,1379,1005,1198,1131,-0.0559,-0.0246,-0.0656,-0.0028,-0.0020,0.9960,0.0531,0.0208,-0.0429,-0.0309,0.2204,0.0082,0.0438,0.2204,0.0082,0.0438,0.3000,0.0600,0.0002,0,-1.9233,-3.5000,-0.0030,-1.9233,-3.5000,-0.0030
-4.8489,16.5373,-0.7573,0.0000,-0.0686,-0.4800,-0.1800,0.6400,0.0000,0.0110,-0.0368,0.0055,996,1492,1497,1502,1000,1000,1505,1000,1000,1379,1005,1198,1131,-0.0402,-0.0162,-0.1785,-0.0021,-0.0026,1.0057,0.0534,0.0203,-0.0424,-0.0313,0.2204,0.0082,0.0438,0.2204,0.0082,0.0438,0.3000,0.0600,0.0002,0,-1.9233,-3.5000,-0.0030,-1.9233,-3.5000,-0.0030
-4.8361,16.4925,-0.7549,0.0686,-0.1371,-0.4800,-0.1800,0.6400,0.0000,0.0110,-0.0367,0.0052,996,1492,1497,1502,1000,1000,1505,1000,1000,1379,1005,1198,1131,-0.0449,-0.0296,-0.0928,-0.0044,-0.0039,1.0022,0.0530,0.0205,-0.0426,-0.0309,0.2204,0.0082,0.0438,0.2204,0.0082,0.0438,0.3000,0.0600,0.0002,0,-1.9233,-3.5000,-0.0030,-1.9233,-3.5000,-0.0030
-4.8238,16.4476,-0.7521,0.0000,-0.0686,-0.4800,-0.1800,0.6400,0.0000,0.0110,-0.0366,0.0052,996,1492,1497,1502,1000,1000,1505,1000,1000,1379,1005,1197,1131,0.0233,-0.0973,-0.0862,-0.0009,-0.0042,0.9956,0.0527,0.0205,-0.0424,-0.0308,0.2204,0.0082,0.0438,0.2204,0.0082,0.0438,0.3000,0.0600,0.0002,0,-1.9233,-3.5000,-0.0030,-1.9233,-3.5000,-0.0030
-4.8109,16.4022,-0.7496,0.0686,-0.0686,-0.4800,-0.1800,0.6400,0.0000,0.0109,-0.0365,0.0054,998,1493,1497,1504,1000,1000,1505,1000,1000,1379,1005,1197,1131,0.0154,-0.0368,-0.1324,-0.0031,-0.0041,1.0001,0.0529,0.0202,-0.0421,-0.0310,0.2204,0.0082,0.0438,0.2204,0.0082,0.0438,0.3000,0.0600,0.0002,0,-1.9233,-3.5000,-0.0030,-1.9233,-3.5000,-0.0030
-4.7982,16.3565,-0.7469,0.0686,-0.0686,-0.4800,-0.1800,0.6400,0.0000,0.0109,-0.0364,0.0041,996,1492,1497,1502,1000,1000,1505,1000,1000,1379,1005,1197,1131,-0.0411,-0.1237,-0.0586,-0.0015,-0.0032,1.0012,0.0515,0.0213,-0.0432,-0.0296,0.2204,0.0082,0.0438,0.2204,0.0082,0.0438,0.3000,0.0600,0.0002,0,-1.9233,-3.5000,-0.0030,-1.9233,-3.5000,-0.0030
-4.7855,16.3110,-0.7433,0.0000,-0.1371,-0.4800,-0.1800,0.6400,0.0000,0.0109,-0.0363,0.0051,996,1492,1497,1502,1000,1000,1505,1000,1000,1379,1005,1198,1131,-0.0186,-0.0875,-0.0574,-0.0025,-0.0045,1.0035,0.0524,0.0203,-0.0421,-0.0305,0.2204,0.0082,0.0438,0.2204,0.0082,0.0438,0.3000,0.0600,0.0002,0,-1.9233,-3.5000,-0.0030,-1.9233,-3.5000,-0.0030
-4.7728,16.2652,-0.7396,0.0000,-0.0686,-0.4800,-0.1800,0.6400,0.0000,0.0109,-0.0362,0.0049,996,1492,1497,1502,1000,1000,1505,1000,1000,1379,1005,1198,1131,-0.0712,-0.1281,-0.0139,-0.0027,-0.0031,1.0051,0.0520,0.0203,-0.0422,-0.0302,0.2204,0.0082,0.0438,0.2204,0.0082,0.0438,0.3000,0.0600,0.0002,0,-1.9233,-3.5000,-0.0030,-1.9233,-3.5000,-0.0030
-4.7595,16.2196,-0.7351,0.0000,-0.0686,-0.4800,-0.1800,0.6400,0.0000,0.0109,-0.0361,0.0048,996,1492,1497,1502,1000,1000,1505,1000,1000,1379,1005,1198,1131,-0.0714,-0.1879,0.0455,-0.0042,-0.0028,1.0032,0.0518,0.0203,-0.0421,-0.0300,0.2204,0.0082,0.0438,0.2204,0.0082,0.0438,0.3000,0.0600,0.0002,0,-1.9233,-3.5000,-0.0030,-1.9233,-3.5000,-0.0030
