roll_imu,pitch_imu,yaw_imu,alpha,beta,roll_des,pitch_des,yaw_des,throttle_des,roll_pid,pitch_pid,yaw_pid,radio_ch1,radio_ch2,radio_ch3,radio_ch4,radio_ch5,radio_ch6,radio_ch7,radio_ch8,radio_ch9,radio_ch10,radio_ch11,radio_ch12,radio_ch13,GyroX,GyroY,GyroZ,AccX,AccY,AccZ,s1_command,s2_command,s3_command,s4_command,kp_roll,ki_roll,kd_roll,kp_pitch,ki_pitch,kd_pitch,kp_yaw,ki_yaw,kd_yaw,failsafeTriggered,kp_alphaRoll,ki_alphaRoll,kd_alphaRoll,kp_betaPitch,ki_betaPitch,kd_betaPitch,ripIMU_roll,ripIMU_pitch,ripRoll_des,ripPitch_des,error_alphaRoll,integral_alphaRoll,derivative_alphaRoll,error_betaPitch,integral_betaPitch,derivative_betaPitch
0.0000,0.0000,0.0000,1.4088,4.6375,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1000,1500,1500,1500,2000,1000,1000,1000,1500,1500,1500,1500,1500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9016,0.0202,0.1349,0.9016,0.0202,0.1349,0.3000,0.0600,0.0002,0,-0.5000,-100.0000,-0.0500,-0.5000,-100.0000,-0.0500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-38.7005,46.2869,-16.9558,-0.0000,-0.0000,-8.1000,-6.5400,-41.9200,0.0000,0.4619,-0.7442,-0.1260,910,1365,1391,1369,2008,1000,1505,1000,1000,1281,1503,1007,1014,-0.3810,0.1931,0.0327,-0.0349,-0.0238,0.8723,1.0801,0.4083,-1.3322,-0.1563,1.4083,0.1218,0.1368,1.4083,0.1218,0.1368,0.3000,0.0600,0.0002,0,-0.5000,-100.0000,-0.0500,-0.5000,-100.0000,-0.0500,14.4892,55.4045,-1.3500,-1.0900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-38.6715,46.2671,-16.9322,0.0829,-0.0000,-8.1000,-6.5400,-41.9200,0.0000,0.4617,-0.7440,-0.1264,910,1365,1391,1369,2008,1000,1505,1000,1000,1281,1503,1007,1014,-0.4846,0.2003,0.0658,-0.0372,-0.0279,0.9875,1.0792,0.4087,-1.3320,-0.1559,1.4083,0.1218,0.1368,1.4083,0.1218,0.1368,0.3000,0.0600,0.0002,0,-0.5000,-100.0000,-0.0500,-0.5000,-100.0000,-0.0500,14.5188,55.4366,-1.3500,-1.0900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-38.3406,46.0110,-16.6347,0.0829,-0.0000,-0.7800,0.9000,-2.5600,0.0000,0.5612,-0.6354,-0.0089,991,1487,1515,1492,2008,1000,1505,1000,1000,1281,1503,1007,1014,-1.2817,0.1022,-0.0323,-0.0398,-0.0326,0.9904,1.1877,0.0832,-1.2055,-0.0653,1.4083,0.1218,0.1368,1.4083,0.1218,0.1368,0.3000,0.0600,0.0002,0,-0.5000,-100.0000,-0.0500,-0.5000,-100.0000,-0.0500,14.9048,55.8298,-0.1300,0.1500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-38.3210,45.9893,-16.6110,-0.0000,-0.0000,-0.3000,1.3200,0.0000,0.0000,0.5679,-0.6292,-0.0013,996,1495,1522,1500,2008,1000,1505,1000,1000,1281,1503,1007,1014,-1.4275,0.0934,-0.0133,-0.0376,-0.0307,0.9945,1.1957,0.0627,-1.1984,-0.0600,1.4083,0.1218,0.1368,1.4083,0.1218,0.1368,0.3000,0.0600,0.0002,0,-0.5000,-100.0000,-0.0500,-0.5000,-100.0000,-0.0500,14.9360,55.8614,-0.0500,0.2200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-38.3018,45.9676,-16.5872,0.0829,-0.0000,-0.1800,1.5000,0.6400,0.0000,0.5692,-0.6264,0.0008,996,1497,1525,1502,2008,1000,1505,1000,1000,1281,1503,1007,1014,-1.3639,0.0853,-0.0828,-0.0414,-0.0333,0.9956,1.1964,0.0563,-1.1947,-0.0580,1.4083,0.1218,0.1368,1.4083,0.1218,0.1368,0.3000,0.0600,0.0002,0,-0.5000,-100.0000,-0.0500,-0.5000,-100.0000,-0.0500,14.9672,55.8929,-0.0300,0.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-38.2813,45.9449,-16.5630,0.0829,-0.0000,-0.1800,1.6200,0.6400,0.0000,0.5687,-0.6242,0.0006,996,1497,1527,1502,2008,1000,1505,1000,1000,1281,1503,1007,1014,-1.2487,-0.0215,-0.0238,-0.0402,-0.0356,0.9920,1.1935,0.0549,-1.1923,-0.0561,1.4083,0.1218,0.1368,1.4083,0.1218,0.1368,0.3000,0.0600,0.0002,0,-0.5000,-100.0000,-0.0500,-0.5000,-100.0000,-0.0500,14.9983,55.9244,-0.0300,0.2700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-38.2581,45.9212,-16.5378,0.0829,-0.0000,-0.1200,1.6200,0.9600,0.0000,0.5689,-0.6237,0.0008,996,1497,1527,1502,2008,1000,1505,1000,1000,1281,1503,1007,1014,-0.9812,-0.1751,-0.0887,-0.0438,-0.0363,0.9903,1.1934,0.0540,-1.1917,-0.0556,1.4083,0.1218,0.1368,1.4083,0.1218,0.1368,0.3000,0.0600,0.0002,0,-0.5000,-100.0000,-0.0500,-0.5000,-100.0000,-0.0500,15.0295,55.9558,-0.0200,0.2700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-38.2323,45.8961,-16.5128,-0.0000,-0.0000,-0.1800,1.6200,0.6400,0.0000,0.5672,-0.6233,0.0010,996,1497,1527,1502,2008,1000,1505,1000,1000,1281,1503,1007,1014,-0.6483,-0.1959,-0.1493,-0.0397,-0.0373,0.9863,1.1915,0.0550,-1.1895,-0.0571,1.4083,0.1218,0.1368,1.4083,0.1218,0.1368,0.3000,0.0600,0.0002,0,-0.5000,-100.0000,-0.0500,-0.5000,-100.0000,-0.0500,15.0607,55.9873,-0.0300,0.2700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-38.1996,45.8702,-16.4864,0.0829,-0.0000,-0.1800,1.6200,0.6400,0.0000,0.5659,-0.6226,0.0009,996,1497,1527,1502,2008,1000,1505,1000,1000,1281,1503,1007,1014,0.0169,-0.4448,-0.1210,-0.0436,-0.0392,0.9877,1.1894,0.0558,-1.1875,-0.0577,1.4083,0.1218,0.1368,1.4083,0.1218,0.1368,0.3000,0.0600,0.0002,0,-0.5000,-100.0000,-0.0500,-0.5000,-100.0000,-0.0500,15.0918,56.0188,-0.0300,0.2700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
