roll_imu,pitch_imu,yaw_imu,alpha,beta,roll_des,pitch_des,yaw_des,throttle_des,roll_pid,pitch_pid,yaw_pid,radio_ch1,radio_ch2,radio_ch3,radio_ch4,radio_ch5,radio_ch6,radio_ch7,radio_ch8,radio_ch9,radio_ch10,radio_ch11,radio_ch12,radio_ch13,GyroX,GyroY,GyroZ,AccX,AccY,AccZ,s1_command,s2_command,s3_command,s4_command,kp_roll,ki_roll,kd_roll,kp_pitch,ki_pitch,kd_pitch,kp_yaw,ki_yaw,kd_yaw,failsafeTriggered,kp_alphaRoll,ki_alphaRoll,kd_alphaRoll,kp_betaPitch,ki_betaPitch,kd_betaPitch,ripIMU_roll,ripIMU_pitch,ripRoll_des,ripPitch_des,error_alphaRoll,integral_alphaRoll,derivative_alphaRoll,error_betaPitch,integral_betaPitch,derivative_betaPitch
0.0000,0.0000,0.0000,-7.7072,2.7497,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1000,1500,1500,1500,2000,1000,1000,1000,1500,1500,1500,1500,1500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8627,0.2400,0.1321,0.8627,0.2400,0.1321,0.3000,0.0600,0.0002,0,-4.9280,-256.2000,-0.5040,-4.9280,-256.2000,-0.5040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-39.5760,-37.7988,14.1541,0.0000,-0.0000,-7.8600,-6.5400,-41.9200,0.0000,0.3337,0.2697,-0.1261,910,1369,1391,1369,2008,1000,1505,1000,1000,1002,1005,1000,1017,-0.0293,0.0053,0.0505,0.0011,-0.0091,0.8596,-0.0621,-0.4772,-0.1901,0.7294,0.8627,0.2400,0.1321,0.8627,0.2400,0.1321,0.3000,0.0600,0.0002,0,-4.9181,-257.7372,-0.4808,-4.9181,-257.7372,-0.4808,-38.9391,-38.3816,-1.3100,-1.0900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-39.5416,-37.7777,14.1332,-0.0829,-0.0821,-2.3400,-0.7800,-12.4800,0.0000,0.3810,0.3191,-0.0379,971,1461,1487,1461,2008,1000,1505,1000,1000,1002,1005,1000,1017,-0.0097,0.0308,0.0375,-0.0007,-0.0113,0.9966,0.0239,-0.6622,-0.0997,0.7380,0.8627,0.2400,0.1321,0.8627,0.2400,0.1321,0.3000,0.0600,0.0002,0,-4.9181,-257.7372,-0.4808,-4.9181,-257.7372,-0.4808,-38.9047,-38.3605,-0.3900,-0.1300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-39.5074,-37.7565,14.1119,-0.0829,-0.0821,-0.6000,0.9000,-3.2000,0.0000,0.3957,0.3335,-0.0101,991,1490,1515,1490,2008,1000,1505,1000,1000,1002,1005,1000,1017,-0.0169,-0.0139,0.0253,0.0008,-0.0123,1.0015,0.0520,-0.7190,-0.0723,0.7393,0.8627,0.2400,0.1321,0.8627,0.2400,0.1321,0.3000,0.0600,0.0002,0,-4.9181,-257.7372,-0.4808,-4.9181,-257.7372,-0.4808,-38.8698,-38.3398,-0.1000,0.1500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-39.4726,-37.7356,14.0906,-0.0829,-0.1642,0.0000,1.3200,0.0000,0.0000,0.4005,0.3369,-0.0004,996,1500,1522,1500,2008,1000,1505,1000,1000,1002,1005,1000,1017,0.0043,0.0058,-0.0257,0.0004,-0.0106,1.0011,0.0632,-0.7370,-0.0640,0.7379,0.8627,0.2400,0.1321,0.8627,0.2400,0.1321,0.3000,0.0600,0.0002,0,-4.9181,-257.7372,-0.4808,-4.9181,-257.7372,-0.4808,-38.8351,-38.3190,0.0000,0.2200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-39.4383,-37.7146,14.0699,-0.0829,-0.1642,0.1200,1.5000,0.6400,0.0000,0.4012,0.3384,0.0013,996,1502,1525,1502,2008,1000,1505,1000,1000,1002,1005,1000,1017,0.0664,-0.0502,0.0550,0.0037,-0.0154,1.0048,0.0641,-0.7408,-0.0615,0.7383,0.8627,0.2400,0.1321,0.8627,0.2400,0.1321,0.3000,0.0600,0.0002,0,-4.9181,-257.7372,-0.4808,-4.9181,-257.7372,-0.4808,-38.8009,-38.2983,0.0200,0.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-39.4037,-37.6936,14.0490,-0.1657,-0.0821,0.1800,1.6200,0.9600,0.0000,0.4014,0.3391,0.0014,996,1502,1527,1502,2008,1000,1505,1000,1000,1002,1005,1000,1017,0.0310,0.0064,0.0288,0.0042,-0.0121,1.0018,0.0637,-0.7420,-0.0609,0.7392,0.8627,0.2400,0.1321,0.8627,0.2400,0.1321,0.3000,0.0600,0.0002,0,-4.9181,-257.7372,-0.4808,-4.9181,-257.7372,-0.4808,-38.7671,-38.2775,0.0300,0.2700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-39.3693,-37.6725,14.0285,-0.0829,-0.0821,0.1200,1.6200,0.6400,0.0000,0.4007,0.3391,0.0014,996,1502,1527,1502,2008,1000,1505,1000,1000,1002,1005,1000,1017,-0.0068,-0.0572,0.0422,0.0014,-0.0129,1.0004,0.0630,-0.7411,-0.0603,0.7384,0.8627,0.2400,0.1321,0.8627,0.2400,0.1321,0.3000,0.0600,0.0002,0,-4.9181,-257.7372,-0.4808,-4.9181,-257.7372,-0.4808,-38.7329,-38.2561,0.0200,0.2700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-39.3354,-37.6510,14.0080,0.0000,-0.0000,0.1200,1.6200,0.6400,0.0000,0.4004,0.3387,0.0013,996,1502,1527,1502,2008,1000,1505,1000,1000,1002,1005,1000,1018,0.0024,0.0784,0.0672,0.0008,-0.0157,1.0057,0.0630,-0.7403,-0.0604,0.7378,0.8627,0.2400,0.1321,0.8627,0.2400,0.1321,0.3000,0.0600,0.0002,0,-4.9329,-258.5058,-0.4823,-4.9329,-258.5058,-0.4823,-38.6991,-38.2349,0.0200,0.2700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-39.3007,-37.6293,13.9871,-0.0829,-0.0821,0.1200,1.6200,0.6400,0.0000,0.4001,0.3385,0.0014,996,1502,1527,1502,2008,1000,1505,1000,1000,1002,1005,1000,1018,0.0019,0.0709,0.0433,0.0031,-0.0112,1.0058,0.0629,-0.7400,-0.0602,0.7372,0.8627,0.2400,0.1321,0.8627,0.2400,0.1321,0.3000,0.0600,0.0002,0,-4.9329,-258.5058,-0.4823,-4.9329,-258.5058,-0.4823,-38.6649,-38.2134,0.0200,0.2700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-39.2664,-37.6077,13.9662,-0.0829,-0.0821,0.1200,1.6200,0.6400,0.0000,0.3998,0.3384,0.0012,996,1502,1527,1502,2008,1000,1505,1000,1000,1002,1005,1000,1018,-0.0294,-0.0048,0.0830,0.0016,-0.0137,1.0007,0.0626,-0.7395,-0.0602,0.7370,0.8627,0.2400,0.1321,0.8627,0.2400,0.1321,0.3000,0.0600,0.0002,0,-4.9329,-258.5058,-0.4823,-4.9329,-258.5058,-0.4823,-38.6306,-38.1920,0.0200,0.2700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-39.2321,-37.5868,13.9455,0.0000,-0.0821,0.1200,1.6200,0.6400,0.0000,0.3995,0.3383,0.0015,996,1502,1527,1502,2008,1000,1505,1000,1000,1002,1005,1000,1018,0.0169,-0.0188,0.0043,0.0016,-0.0131,0.9988,0.0627,-0.7392,-0.0598,0.7363,0.8627,0.2400,0.1321,0.8627,0.2400,0.1321,0.3000,0.0600,0.0002,0,-4.9329,-258.5058,-0.4823,-4.9329,-258.5058,-0.4823,-38.5960,-38.1706,0.0200,0.2700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-39.1974,-37.5661,13.9244,-0.0829,-0.0000,0.1800,1.6200,0.9600,0.0000,0.3997,0.3381,0.0017,996,1502,1527,1502,2008,1000,1505,1000,1000,1002,1005,1000,1018,-0.0132,-0.0134,-0.0579,0.0044,-0.0122,0.9991,0.0633,-0.7395,-0.0600,0.7361,0.8627,0.2400,0.1321,0.8627,0.2400,0.1321,0.3000,0.0600,0.0002,0,-4.9329,-258.5058,-0.4823,-4.9329,-258.5058,-0.4823,-38.5614,-38.1493,0.0300,0.2700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-39.1629,-37.5454,13.9034,-0.0829,-0.0821,0.1200,1.6200,0.6400,0.0000,0.3989,0.3379,0.0014,996,1502,1527,1502,2008,1000,1505,1000,1000,1002,1005,1000,1018,-0.0185,-0.0149,0.0337,0.0028,-0.0146,1.0017,0.0624,-0.7382,-0.0596,0.7354,0.8627,0.2400,0.1321,0.8627,0.2400,0.1321,0.3000,0.0600,0.0002,0,-4.9329,-258.5058,-0.4823,-4.9329,-258.5058,-0.4823,-38.5269,-38.1280,0.0200,0.2700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-39.1288,-37.5246,13.8829,0.0000,-0.0821,0.1200,1.6200,0.6400,0.0000,0.3986,0.3378,0.0014,996,1502,1527,1502,2008,1000,1505,1000,1000,1002,1005,1000,1018,0.0052,-0.0487,0.0406,-0.0009,-0.0123,1.0045,0.0622,-0.7378,-0.0594,0.7350,0.8627,0.2400,0.1321,0.8627,0.2400,0.1321,0.3000,0.0600,0.0002,0,-4.9329,-258.5058,-0.4823,-4.9329,-258.5058,-0.4823,-38.4921,-38.1069,0.0200,0.2700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-39.0946,-37.5032,13.8620,0.0000,-0.0821,0.1200,1.6200,0.6400,0.0000,0.3983,0.3375,0.0017,996,1502,1527,1502,2008,1000,1505,1000,1000,1002,1005,1000,1018,0.0272,-0.0040,-0.0342,0.0022,-0.0162,0.9972,0.0624,-0.7374,-0.0591,0.7341,0.8627,0.2400,0.1321,0.8627,0.2400,0.1321,0.3000,0.0600,0.0002,0,-4.9329,-258.5058,-0.4823,-4.9329,-258.5058,-0.4823,-38.4570,-38.0857,0.0200,0.2700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-39.0594,-37.4825,13.8404,-0.0829,-0.0821,0.1200,1.6200,0.6400,0.0000,0.3980,0.3374,0.0015,996,1502,1527,1502,2008,1000,1505,1000,1000,1002,1005,1000,1018,-0.0047,-0.0270,-0.0048,-0.0001,-0.0144,1.0015,0.0621,-0.7369,-0.0591,0.7339,0.8627,0.2400,0.1321,0.8627,0.2400,0.1321,0.3000,0.0600,0.0002,0,-4.9329,-258.5058,-0.4823,-4.9329,-258.5058,-0.4823,-38.4219,-38.0643,0.0200,0.2700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-39.0253,-37.4616,13.8195,0.0000,-0.0821,0.1200,1.6200,0.6400,0.0000,0.3977,0.3372,0.0016,996,1502,1527,1502,2008,1000,1505,1000,1000,1002,1005,1000,1018,-0.0302,-0.0458,-0.0159,0.0028,-0.0125,0.9984,0.0621,-0.7365,-0.0590,0.7334,0.8627,0.2400,0.1321,0.8627,0.2400,0.1321,0.3000,0.0600,0.0002,0,-4.9329,-258.5058,-0.4823,-4.9329,-258.5058,-0.4823,-38.3864,-38.0427,0.0200,0.2700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-38.9913,-37.4405,13.7984,-0.0829,-0.0821,0.1800,1.6200,0.9600,0.0000,0.3980,0.3369,0.0015,996,1502,1527,1502,2008,1000,1505,1000,1000,1002,1005,1000,1017,-0.0768,0.0530,-0.0090,0.0022,-0.0127,1.0006,0.0627,-0.7365,-0.0596,0.7334,0.8627,0.2400,0.1321,0.8627,0.2400,0.1321,0.3000,0.0600,0.0002,0,-4.9181,-257.7372,-0.4808,-4.9181,-257.7372,-0.4808,-38.3514,-38.0214,0.0300,0.2700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-38.9565,-37.4192,13.7766,-0.0829,-0.0000,0.1200,1.6200,0.6400,0.0000,0.3971,0.3367,0.0015,996,1502,1527,1502,2008,1000,1505,1000,1000,1002,1005,1000,1017,-0.0115,0.0812,-0.0161,0.0011,-0.0126,1.0051,0.0620,-0.7353,-0.0589,0.7323,0.8627,0.2400,0.1321,0.8627,0.2400,0.1321,0.3000,0.0600,0.0002,0,-4.9181,-257.7372,-0.4808,-4.9181,-257.7372,-0.4808,-38.3173,-37.9997,0.0200,0.2700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-38.9218,-37.3974,13.7551,0.0000,-0.0821,0.1200,1.6200,0.6400,0.0000,0.3968,0.3365,0.0015,996,1502,1527,1502,2008,1000,1505,1000,1000,1002,1005,1000,1017,0.0038,0.0686,0.0106,0.0008,-0.0091,1.0015,0.0618,-0.7348,-0.0588,0.7318,0.8627,0.2400,0.1321,0.8627,0.2400,0.1321,0.3000,0.0600,0.0002,0,-4.9181,-257.7372,-0.4808,-4.9181,-257.7372,-0.4808,-38.2830,-37.9784,0.0200,0.2700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-38.8874,-37.3761,13.7337,0.0000,-0.0000,0.1200,1.6200,0.6400,0.0000,0.3966,0.3364,0.0017,996,1502,1527,1502,2008,1000,1505,1000,1000,1002,1005,1000,1017,-0.0290,0.0364,-0.0551,0.0005,-0.0136,1.0038,0.0619,-0.7346,-0.0585,0.7312,0.8627,0.2400,0.1321,0.8627,0.2400,0.1321,0.3000,0.0600,0.0002,0,-4.9181,-257.7372,-0.4808,-4.9181,-257.7372,-0.4808,-38.2484,-37.9572,0.0200,0.2700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
