roll_imu,pitch_imu,yaw_imu,alpha,beta,roll_des,pitch_des,yaw_des,throttle_des,roll_pid,pitch_pid,yaw_pid,radio_ch1,radio_ch2,radio_ch3,radio_ch4,radio_ch5,radio_ch6,radio_ch7,radio_ch8,radio_ch9,radio_ch10,radio_ch11,radio_ch12,radio_ch13,GyroX,GyroY,GyroZ,AccX,AccY,AccZ,s1_command,s2_command,s3_command,s4_command,kp_roll,ki_roll,kd_roll,kp_pitch,ki_pitch,kd_pitch,kp_yaw,ki_yaw,kd_yaw,failsafeTriggered,kp_alphaRoll,ki_alphaRoll,kd_alphaRoll,kp_betaPitch,ki_betaPitch,kd_betaPitch,ripIMU_roll,ripIMU_pitch,ripRoll_des,ripPitch_des,error_alphaRoll,integral_alphaRoll,derivative_alphaRoll,error_betaPitch,integral_betaPitch,derivative_betaPitch
0.0000,0.0000,0.0000,-7.6243,2.8317,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1000,1500,1500,1500,2000,1000,1000,1000,1500,1500,1500,1500,1500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8627,0.2400,0.1321,0.8627,0.2400,0.1321,0.3000,0.0600,0.0002,0,-4.9280,-256.2000,-0.5040,-4.9280,-256.2000,-0.5040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-44.6751,32.2863,-13.6163,-0.0829,0.0821,-7.8600,-6.5400,-41.9200,0.0000,0.3776,-0.3349,-0.1259,910,1369,1391,1369,2008,1000,1505,1000,1000,1002,1005,1000,1013,-0.0147,-0.0137,0.0142,-0.0057,-0.0095,0.8617,0.5866,0.0832,-0.8385,0.1686,0.8627,0.2400,0.1321,0.8627,0.2400,0.1321,0.3000,0.0600,0.0002,0,-4.8590,-254.6628,-0.4748,-4.8590,-254.6628,-0.4748,13.3524,51.8149,-1.3100,-1.0900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-44.6398,32.2694,-13.5973,-0.1657,-0.0000,-2.3400,-0.7800,-12.4800,0.0000,0.4249,-0.2851,-0.0376,971,1461,1487,1461,2008,1000,1505,1000,1000,1001,1005,1000,1013,0.0224,-0.0439,-0.0468,-0.0006,-0.0085,0.9947,0.6723,-0.1022,-0.7476,0.1775,0.8627,0.2400,0.1321,0.8627,0.2400,0.1321,0.3000,0.0600,0.0002,0,-4.8393,-254.6628,-0.4748,-4.8393,-254.6628,-0.4748,13.3362,51.7824,-0.3900,-0.1300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-44.6046,32.2528,-13.5783,-0.0829,-0.0000,-0.6000,0.9000,-3.2000,0.0000,0.4397,-0.2705,-0.0099,991,1490,1515,1490,2008,1000,1505,1000,1000,1001,1005,1000,1013,-0.0356,-0.0079,-0.0287,-0.0064,-0.0112,1.0021,0.7003,-0.1593,-0.7200,0.1791,0.8627,0.2400,0.1321,0.8627,0.2400,0.1321,0.3000,0.0600,0.0002,0,-4.8393,-254.6628,-0.4748,-4.8393,-254.6628,-0.4748,13.3189,51.7497,-0.1000,0.1500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-44.5693,32.2360,-13.5595,-0.0829,-0.0000,0.0000,1.3200,0.0000,0.0000,0.4445,-0.2666,-0.0004,996,1500,1522,1500,2008,1000,1505,1000,1000,1002,1005,1000,1013,-0.0127,-0.0597,0.0082,-0.0024,-0.0107,1.0046,0.7108,-0.1775,-0.7115,0.1783,0.8627,0.2400,0.1321,0.8627,0.2400,0.1321,0.3000,0.0600,0.0002,0,-4.8590,-254.6628,-0.4748,-4.8590,-254.6628,-0.4748,13.3022,51.7171,0.0000,0.2200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-44.5340,32.2194,-13.5402,-0.0829,-0.0000,0.1200,1.5000,0.6400,0.0000,0.4453,-0.2650,0.0016,996,1502,1525,1502,2008,1000,1505,1000,1000,1002,1005,1000,1013,-0.0312,-0.0321,0.0042,-0.0006,-0.0076,1.0021,0.7118,-0.1819,-0.7087,0.1787,0.8627,0.2400,0.1321,0.8627,0.2400,0.1321,0.3000,0.0600,0.0002,0,-4.8590,-254.6628,-0.4748,-4.8590,-254.6628,-0.4748,13.2864,51.6842,0.0200,0.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-44.4989,32.2028,-13.5213,-0.0829,-0.0000,0.2400,1.6800,1.2800,0.0000,0.4460,-0.2633,0.0053,997,1503,1527,1503,2008,1000,1505,1000,1000,1001,1005,1000,1013,-0.0280,-0.0021,0.0229,-0.0058,-0.0089,1.0006,0.7146,-0.1880,-0.7040,0.1774,0.8627,0.2400,0.1321,0.8627,0.2400,0.1321,0.3000,0.0600,0.0002,0,-4.8393,-254.6628,-0.4748,-4.8393,-254.6628,-0.4748,13.2697,51.6515,0.0400,0.2800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-44.4638,32.1865,-13.5021,-0.1657,-0.0000,0.1200,1.6200,0.6400,0.0000,0.4447,-0.2637,0.0015,996,1502,1527,1502,2008,1000,1505,1000,1000,1001,1005,1000,1013,-0.0280,-0.0142,0.0131,-0.0047,-0.0080,1.0028,0.7098,-0.1825,-0.7068,0.1795,0.8627,0.2400,0.1321,0.8627,0.2400,0.1321,0.3000,0.0600,0.0002,0,-4.8393,-254.6628,-0.4748,-4.8393,-254.6628,-0.4748,13.2533,51.6189,0.0200,0.2700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-44.4286,32.1700,-13.4836,-0.1657,-0.0000,0.1200,1.6200,0.6400,0.0000,0.4443,-0.2636,0.0018,996,1502,1527,1502,2008,1000,1505,1000,1000,1001,1005,1000,1013,-0.0172,0.0271,-0.0697,-0.0021,-0.0100,1.0046,0.7097,-0.1825,-0.7061,0.1790,0.8627,0.2400,0.1321,0.8627,0.2400,0.1321,0.3000,0.0600,0.0002,0,-4.8393,-254.6628,-0.4748,-4.8393,-254.6628,-0.4748,13.2370,51.5867,0.0200,0.2700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-44.3932,32.1536,-13.4651,-0.0829,-0.0000,0.1200,1.6200,0.6400,0.0000,0.4441,-0.2635,0.0015,996,1502,1527,1502,2008,1000,1505,1000,1000,1001,1005,1000,1013,-0.0325,0.0699,0.0045,-0.0052,-0.0092,1.0020,0.7091,-0.1821,-0.7060,0.1790,0.8627,0.2400,0.1321,0.8627,0.2400,0.1321,0.3000,0.0600,0.0002,0,-4.8393,-254.6628,-0.4748,-4.8393,-254.6628,-0.4748,13.2215,51.5538,0.0200,0.2700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-44.3580,32.1368,-13.4466,-0.0000,0.0821,0.1200,1.6200,0.6400,0.0000,0.4437,-0.2632,0.0017,996,1502,1527,1502,2008,1000,1505,1000,1000,1001,1005,1000,1013,0.0171,-0.0853,-0.0584,-0.0023,-0.0106,1.0021,0.7086,-0.1822,-0.7051,0.1788,0.8627,0.2400,0.1321,0.8627,0.2400,0.1321,0.3000,0.0600,0.0002,0,-4.8393,-254.6628,-0.4748,-4.8393,-254.6628,-0.4748,13.2056,51.5209,0.0200,0.2700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-44.3219,32.1197,-13.4274,-0.0829,-0.0000,0.1200,1.6200,0.6400,0.0000,0.4434,-0.2630,0.0016,996,1502,1527,1502,2008,1000,1505,1000,1000,1002,1005,1000,1013,0.0338,-0.0539,-0.0193,-0.0054,-0.0095,0.9974,0.7080,-0.1819,-0.7048,0.1787,0.8627,0.2400,0.1321,0.8627,0.2400,0.1321,0.3000,0.0600,0.0002,0,-4.8590,-254.6628,-0.4748,-4.8590,-254.6628,-0.4748,13.1896,51.4879,0.0200,0.2700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-44.2857,32.1034,-13.4082,-0.0829,-0.0000,0.2400,1.6800,1.2800,0.0000,0.4441,-0.2625,0.0053,997,1503,1527,1503,2008,1000,1505,1000,1000,1002,1005,1000,1013,0.0296,0.0082,0.0298,-0.0051,-0.0077,1.0047,0.7119,-0.1869,-0.7012,0.1763,0.8627,0.2400,0.1321,0.8627,0.2400,0.1321,0.3000,0.0600,0.0002,0,-4.8590,-254.6628,-0.4748,-4.8590,-254.6628,-0.4748,13.1736,51.4555,0.0400,0.2800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-44.2495,32.0866,-13.3888,-0.1657,-0.0000,0.1200,1.6200,0.6400,0.0000,0.4428,-0.2627,0.0015,996,1502,1527,1502,2008,1000,1505,1000,1000,1002,1005,1000,1013,0.0099,-0.0686,0.0342,0.0013,-0.0070,1.0004,0.7070,-0.1815,-0.7040,0.1785,0.8627,0.2400,0.1321,0.8627,0.2400,0.1321,0.3000,0.0600,0.0002,0,-4.8590,-254.6628,-0.4748,-4.8590,-254.6628,-0.4748,13.1574,51.4227,0.0200,0.2700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-44.2140,32.0699,-13.3697,-0.0829,-0.0000,0.1200,1.6200,0.6400,0.0000,0.4425,-0.2627,0.0018,996,1502,1527,1502,2008,1000,1505,1000,1000,1002,1005,1000,1013,0.0057,0.0093,-0.0600,-0.0045,-0.0078,1.0047,0.7070,-0.1816,-0.7034,0.1779,0.8627,0.2400,0.1321,0.8627,0.2400,0.1321,0.3000,0.0600,0.0002,0,-4.8590,-254.6628,-0.4748,-4.8590,-254.6628,-0.4748,13.1410,51.3898,0.0200,0.2700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-44.1782,32.0530,-13.3508,-0.0829,0.0821,0.1200,1.6200,0.6400,0.0000,0.4421,-0.2626,0.0017,996,1502,1527,1502,2008,1000,1505,1000,1000,1002,1005,1000,1013,0.0462,0.0234,-0.0316,-0.0033,-0.0065,1.0031,0.7064,-0.1813,-0.7029,0.1778,0.8627,0.2400,0.1321,0.8627,0.2400,0.1321,0.3000,0.0600,0.0002,0,-4.8590,-254.6628,-0.4748,-4.8590,-254.6628,-0.4748,13.1245,51.3570,0.0200,0.2700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-44.1429,32.0366,-13.3322,-0.1657,-0.0821,0.1200,1.6200,0.6400,0.0000,0.4418,-0.2624,0.0015,996,1502,1527,1502,2008,1000,1505,1000,1000,1002,1005,1000,1013,0.0222,-0.0033,0.0215,-0.0059,-0.0085,1.0034,0.7058,-0.1810,-0.7027,0.1779,0.8627,0.2400,0.1321,0.8627,0.2400,0.1321,0.3000,0.0600,0.0002,0,-4.8590,-254.6628,-0.4748,-4.8590,-254.6628,-0.4748,13.1080,51.3240,0.0200,0.2700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-44.1074,32.0202,-13.3129,-0.0829,0.0821,0.1200,1.6200,0.6400,0.0000,0.4416,-0.2623,0.0014,996,1502,1527,1502,2008,1000,1505,1000,1000,1002,1005,1000,1013,-0.0633,-0.0016,0.0532,-0.0050,-0.0067,1.0014,0.7053,-0.1808,-0.7025,0.1779,0.8627,0.2400,0.1321,0.8627,0.2400,0.1321,0.3000,0.0600,0.0002,0,-4.8590,-254.6628,-0.4748,-4.8590,-254.6628,-0.4748,13.0911,51.2909,0.0200,0.2700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-44.0726,32.0039,-13.2937,-0.1657,-0.0000,0.2400,1.6800,1.2800,0.0000,0.4423,-0.2616,0.0054,997,1503,1527,1503,2008,1000,1505,1000,1000,1002,1005,1000,1013,-0.0333,-0.0129,0.0200,-0.0040,-0.0096,1.0015,0.7093,-0.1862,-0.6985,0.1753,0.8627,0.2400,0.1321,0.8627,0.2400,0.1321,0.3000,0.0600,0.0002,0,-4.8590,-254.6628,-0.4748,-4.8590,-254.6628,-0.4748,13.0740,51.2580,0.0400,0.2800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-44.0374,31.9869,-13.2748,-0.1657,0.0821,0.1200,1.6200,0.6400,0.0000,0.4410,-0.2619,0.0014,996,1502,1527,1502,2008,1000,1505,1000,1000,1002,1005,1000,1013,-0.0276,-0.0500,0.0478,-0.0004,-0.0087,1.0010,0.7043,-0.1805,-0.7015,0.1776,0.8627,0.2400,0.1321,0.8627,0.2400,0.1321,0.3000,0.0600,0.0002,0,-4.8590,-254.6628,-0.4748,-4.8590,-254.6628,-0.4748,13.0566,51.2253,0.0200,0.2700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-44.0013,31.9705,-13.2555,-0.1657,-0.0821,0.1200,1.6200,0.6400,0.0000,0.4406,-0.2618,0.0017,996,1502,1527,1502,2008,1000,1505,1000,1000,1002,1005,1000,1013,0.0290,-0.0021,-0.0221,-0.0049,-0.0083,1.0028,0.7041,-0.1804,-0.7007,0.1771,0.8627,0.2400,0.1321,0.8627,0.2400,0.1321,0.3000,0.0600,0.0002,0,-4.8590,-254.6628,-0.4748,-4.8590,-254.6628,-0.4748,13.0407,51.1926,0.0200,0.2700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-43.9656,31.9536,-13.2369,-0.0829,-0.0000,0.1200,1.6200,0.6400,0.0000,0.4403,-0.2617,0.0016,996,1502,1527,1502,2008,1000,1505,1000,1000,1002,1005,1000,1013,0.0207,0.0404,-0.0015,-0.0015,-0.0064,1.0022,0.7037,-0.1802,-0.7004,0.1769,0.8627,0.2400,0.1321,0.8627,0.2400,0.1321,0.3000,0.0600,0.0002,0,-4.8590,-254.6628,-0.4748,-4.8590,-254.6628,-0.4748,13.0245,51.1597,0.0200,0.2700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-43.9306,31.9367,-13.2186,-0.1657,-0.0000,0.1200,1.6200,0.6400,0.0000,0.4401,-0.2615,0.0016,996,1502,1527,1502,2008,1000,1505,1000,1000,1002,1005,1000,1013,-0.0578,-0.0448,-0.0123,-0.0054,-0.0089,1.0029,0.7032,-0.1802,-0.7000,0.1770,0.8627,0.2400,0.1321,0.8627,0.2400,0.1321,0.3000,0.0600,0.0002,0,-4.8590,-254.6628,-0.4748,-4.8590,-254.6628,-0.4748,13.0068,51.1268,0.0200,0.2700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-43.8952,31.9196,-13.2001,-0.0829,-0.0000,0.1200,1.6200,0.6400,0.0000,0.4397,-0.2614,0.0017,996,1502,1527,1502,2008,1000,1505,1000,1000,1002,1005,1000,1013,0.0236,-0.0110,-0.0263,-0.0029,-0.0104,1.0003,0.7028,-0.1800,-0.6994,0.1766,0.8627,0.2400,0.1321,0.8627,0.2400,0.1321,0.3000,0.0600,0.0002,0,-4.8590,-254.6628,-0.4748,-4.8590,-254.6628,-0.4748,12.9911,51.0943,0.0200,0.2700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-43.8597,31.9029,-13.1814,-0.1657,-0.0000,0.2400,1.6800,1.2800,0.0000,0.4405,-0.2608,0.0053,997,1503,1527,1503,2008,1000,1505,1000,1000,1002,1005,1000,1013,-0.0060,0.0634,0.0438,-0.0024,-0.0074,1.0031,0.7066,-0.1850,-0.6959,0.1743,0.8627,0.2400,0.1321,0.8627,0.2400,0.1321,0.3000,0.0600,0.0002,0,-4.8590,-254.6628,-0.4748,-4.8590,-254.6628,-0.4748,12.9759,51.0621,0.0400,0.2800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-43.8247,31.8864,-13.1628,-0.1657,-0.0821,0.1200,1.6200,0.6400,0.0000,0.4392,-0.2611,0.0017,996,1502,1527,1502,2008,1000,1505,1000,1000,1002,1005,1000,1013,-0.0464,-0.0081,-0.0130,-0.0086,-0.0102,1.0026,0.7020,-0.1798,-0.6986,0.1764,0.8627,0.2400,0.1321,0.8627,0.2400,0.1321,0.3000,0.0600,0.0002,0,-4.8590,-254.6628,-0.4748,-4.8590,-254.6628,-0.4748,12.9594,51.0298,0.0200,0.2700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-43.7892,31.8692,-13.1439,-0.0829,-0.0000,0.1200,1.6200,0.6400,0.0000,0.4389,-0.2609,0.0016,996,1502,1527,1502,2008,1000,1505,1000,1000,1002,1005,1000,1013,-0.0571,-0.0269,0.0181,-0.0052,-0.0083,0.9978,0.7014,-0.1796,-0.6982,0.1764,0.8627,0.2400,0.1321,0.8627,0.2400,0.1321,0.3000,0.0600,0.0002,0,-4.8590,-254.6628,-0.4748,-4.8590,-254.6628,-0.4748,12.9434,50.9968,0.0200,0.2700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
