roll_imu,pitch_imu,yaw_imu,alpha,beta,roll_des,pitch_des,yaw_des,throttle_des,roll_pid,pitch_pid,yaw_pid,radio_ch1,radio_ch2,radio_ch3,radio_ch4,radio_ch5,radio_ch6,radio_ch7,radio_ch8,radio_ch9,radio_ch10,radio_ch11,radio_ch12,radio_ch13,GyroX,GyroY,GyroZ,AccX,AccY,AccZ,s1_command,s2_command,s3_command,s4_command,kp_roll,ki_roll,kd_roll,kp_pitch,ki_pitch,kd_pitch,kp_yaw,ki_yaw,kd_yaw,failsafeTriggered,kp_alphaRoll,ki_alphaRoll,kd_alphaRoll,kp_betaPitch,ki_betaPitch,kd_betaPitch,ripIMU_roll,ripIMU_pitch,ripRoll_des,ripPitch_des,error_alphaRoll,integral_alphaRoll,derivative_alphaRoll,error_betaPitch,integral_betaPitch,derivative_betaPitch
0.0000,0.0000,0.0000,0.9945,4.6375,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1000,1500,1500,1500,2000,1000,1000,1000,1500,1500,1500,1500,1500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8627,0.2400,0.1321,0.8627,0.2400,0.1321,0.3000,0.0600,0.0002,0,-0.5000,-100.0000,-0.0500,-0.5000,-100.0000,-0.0500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-4.0289,49.7731,-35.3215,0.2486,-0.4104,-8.3400,-6.5400,-42.8800,0.0000,0.0187,-0.4841,-0.0467,910,1361,1391,1366,2008,1000,1505,1000,1000,1630,1005,1498,1014,3.0758,-1.2793,-21.7239,-0.0527,-0.0028,0.8774,0.4561,0.5122,-0.5495,-0.4187,0.8627,0.2400,0.1321,0.8627,0.2400,0.1321,0.3000,0.0600,0.0002,0,-3.3350,-3.5000,-0.2490,-3.3350,-3.5000,-0.2490,7.2080,48.9726,-1.3900,-1.0900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-4.2852,49.7078,-35.7172,0.3315,-0.3283,-2.6400,-0.7800,-12.4800,0.0000,0.0680,-0.4349,0.0544,971,1456,1487,1461,2008,1000,1505,1000,1000,1629,1005,1498,1014,4.5831,-0.5113,-25.6813,-0.0767,0.0273,0.9594,0.5572,0.3125,-0.4485,-0.4213,0.8627,0.2400,0.1321,0.8627,0.2400,0.1321,0.3000,0.0600,0.0002,0,-3.3305,-3.5000,-0.2490,-3.3305,-3.5000,-0.2490,6.9101,48.9461,-0.4400,-0.1300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-4.5351,49.6512,-36.1111,0.2486,-0.3283,-0.9000,0.9000,-3.2000,0.0000,0.0856,-0.4204,0.0761,991,1485,1515,1490,2008,1000,1505,1000,1000,1630,1005,1498,1014,4.3209,-0.1293,-23.7329,-0.1030,0.0372,0.9675,0.5821,0.2587,-0.4298,-0.4110,0.8627,0.2400,0.1321,0.8627,0.2400,0.1321,0.3000,0.0600,0.0002,0,-3.3350,-3.5000,-0.2490,-3.3350,-3.5000,-0.2490,6.6172,48.9189,-0.1500,0.1500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-4.7483,49.5945,-36.4585,0.3315,-0.3283,-0.4800,1.5000,-0.9600,0.0000,0.0907,-0.4144,0.0722,996,1492,1525,1497,2008,1000,1505,1000,1000,1630,1005,1498,1014,4.6249,-0.3770,-20.2259,-0.0939,0.0542,0.9627,0.5773,0.2515,-0.4329,-0.3959,0.8627,0.2400,0.1321,0.8627,0.2400,0.1321,0.3000,0.0600,0.0002,0,-3.3350,-3.5000,-0.2490,-3.3350,-3.5000,-0.2490,6.3589,48.8871,-0.0800,0.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-4.9093,49.5400,-36.7342,0.1657,-0.4925,-0.3000,1.6200,0.0000,0.0000,0.0950,-0.4125,0.0596,996,1495,1527,1500,2008,1000,1505,1000,1000,1629,1005,1498,1014,3.6009,-0.6643,-15.1692,-0.1111,0.0636,0.9575,0.5672,0.2579,-0.4479,-0.3772,0.8627,0.2400,0.1321,0.8627,0.2400,0.1321,0.3000,0.0600,0.0002,0,-3.3305,-3.5000,-0.2490,-3.3305,-3.5000,-0.2490,6.1581,48.8509,-0.0500,0.2700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-5.0173,49.4799,-36.9245,0.3315,-0.4104,-0.1800,1.6200,0.6400,0.0000,0.0982,-0.4104,0.0465,996,1497,1527,1502,2008,1000,1505,1000,1000,1629,1005,1498,1014,2.6698,-1.8577,-10.0730,-0.0880,0.0445,0.9732,0.5551,0.2658,-0.4622,-0.3587,0.8627,0.2400,0.1321,0.8627,0.2400,0.1321,0.3000,0.0600,0.0002,0,-3.3305,-3.5000,-0.2490,-3.3305,-3.5000,-0.2490,6.0194,48.8124,-0.0300,0.2700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-5.0722,49.4159,-37.0335,0.1657,-0.4104,-0.1800,1.6200,0.6400,0.0000,0.0999,-0.4092,0.0310,998,1498,1528,1502,2008,1000,1505,1000,1000,1629,1005,1498,1014,1.7312,-2.3901,-4.9576,-0.0883,0.0316,0.9871,0.5401,0.2783,-0.4781,-0.3403,0.8627,0.2400,0.1321,0.8627,0.2400,0.1321,0.3000,0.0600,0.0002,0,-3.3305,-3.5000,-0.2490,-3.3305,-3.5000,-0.2490,5.9420,48.7717,-0.0300,0.2700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-5.0783,49.3475,-37.0623,0.2486,-0.4104,-0.1800,1.6200,0.6400,0.0000,0.1012,-0.4070,0.0177,996,1497,1527,1502,2008,1000,1505,1000,1000,1629,1005,1498,1014,0.8369,-3.5885,-0.4440,-0.0709,-0.0037,0.9920,0.5259,0.2881,-0.4904,-0.3236,0.8627,0.2400,0.1321,0.8627,0.2400,0.1321,0.3000,0.0600,0.0002,0,-3.3305,-3.5000,-0.2490,-3.3305,-3.5000,-0.2490,5.9221,48.7295,-0.0300,0.2700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-5.0413,49.2763,-37.0286,0.1657,-0.4104,-0.1800,1.6200,0.6400,0.0000,0.1008,-0.4068,0.0070,996,1497,1527,1502,2008,1000,1505,1000,1000,1629,1005,1498,1014,0.8698,-3.2764,3.1433,-0.0686,-0.0230,0.9891,0.5146,0.2990,-0.5006,-0.3130,0.8627,0.2400,0.1321,0.8627,0.2400,0.1321,0.3000,0.0600,0.0002,0,-3.3305,-3.5000,-0.2490,-3.3305,-3.5000,-0.2490,5.9445,48.6852,-0.0300,0.2700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-4.9686,49.2134,-36.9446,0.3315,-0.3283,-0.1800,1.6200,0.6400,0.0000,0.1007,-0.4066,-0.0013,996,1497,1527,1502,2008,1000,1505,1000,1000,1629,1005,1498,1014,0.4298,-2.9954,5.9799,-0.0646,-0.0341,0.9971,0.5060,0.3072,-0.5087,-0.3045,0.8627,0.2400,0.1321,0.8627,0.2400,0.1321,0.3000,0.0600,0.0002,0,-3.3305,-3.5000,-0.2490,-3.3305,-3.5000,-0.2490,6.0081,48.6460,-0.0300,0.2700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-4.8754,49.1552,-36.8276,0.3315,-0.2462,-0.1800,1.6200,0.6400,0.0000,0.1002,-0.4071,-0.0065,996,1497,1527,1502,2008,1000,1505,1000,1000,1629,1005,1498,1014,0.2322,-2.2837,7.7062,-0.0549,-0.0403,0.9906,0.5008,0.3133,-0.5137,-0.3004,0.8627,0.2400,0.1321,0.8627,0.2400,0.1321,0.3000,0.0600,0.0002,0,-3.3305,-3.5000,-0.2490,-3.3305,-3.5000,-0.2490,6.0924,48.6077,-0.0300,0.2700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-4.7703,49.1104,-36.6898,0.3315,-0.2462,-0.1800,1.6200,0.6400,0.0000,0.1003,-0.4081,-0.0097,996,1497,1527,1502,2008,1000,1505,1000,1000,1630,1005,1498,1014,-0.5613,-1.1961,8.7890,-0.0655,-0.0317,0.9865,0.4988,0.3175,-0.5182,-0.2981,0.8627,0.2400,0.1321,0.8627,0.2400,0.1321,0.3000,0.0600,0.0002,0,-3.3350,-3.5000,-0.2490,-3.3350,-3.5000,-0.2490,6.1899,48.5693,-0.0300,0.2700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-4.6707,49.0722,-36.5419,0.4144,-0.3283,-0.1800,1.6200,0.6400,0.0000,0.1012,-0.4085,-0.0106,998,1498,1529,1502,2008,1000,1505,1000,1000,1630,1005,1498,1014,-1.8934,-0.6840,9.0775,-0.0572,-0.0441,0.9720,0.4991,0.3178,-0.5203,-0.2966,0.8627,0.2400,0.1321,0.8627,0.2400,0.1321,0.3000,0.0600,0.0002,0,-3.3350,-3.5000,-0.2490,-3.3350,-3.5000,-0.2490,6.2930,48.5318,-0.0300,0.2700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-4.5826,49.0430,-36.3943,0.3315,-0.2462,-0.1800,1.6200,0.6400,0.0000,0.1019,-0.4094,-0.0102,996,1497,1527,1502,2008,1000,1505,1000,1000,1630,1005,1498,1014,-2.9769,0.2397,8.9826,-0.0675,-0.0351,0.9599,0.5012,0.3177,-0.5215,-0.2973,0.8627,0.2400,0.1321,0.8627,0.2400,0.1321,0.3000,0.0600,0.0002,0,-3.3350,-3.5000,-0.2490,-3.3350,-3.5000,-0.2490,6.3912,48.4962,-0.0300,0.2700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-4.5178,49.0157,-36.2555,0.4144,-0.2462,-0.1800,1.6200,0.6400,0.0000,0.1036,-0.4089,-0.0077,996,1497,1527,1502,2008,1000,1505,1000,1000,1630,1005,1498,1014,-4.6486,0.0126,8.1647,-0.0524,-0.0538,0.9509,0.5048,0.3130,-0.5202,-0.2976,0.8627,0.2400,0.1321,0.8627,0.2400,0.1321,0.3000,0.0600,0.0002,0,-3.3350,-3.5000,-0.2490,-3.3350,-3.5000,-0.2490,6.4806,48.4629,-0.0300,0.2700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-4.4771,48.9886,-36.1344,0.2486,-0.2462,-0.1800,1.6200,0.6400,0.0000,0.1036,-0.4094,-0.0043,996,1497,1527,1502,2008,1000,1505,1000,1000,1630,1005,1498,1014,-4.9188,0.5828,7.0155,-0.0495,-0.0619,0.9376,0.5087,0.3101,-0.5173,-0.3016,0.8627,0.2400,0.1321,0.8627,0.2400,0.1321,0.3000,0.0600,0.0002,0,-3.3350,-3.5000,-0.2490,-3.3350,-3.5000,-0.2490,6.5477,48.4319,-0.0300,0.2700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-4.4508,48.9700,-36.0336,0.4144,-0.2462,-0.1800,1.6200,0.6400,0.0000,0.1026,-0.4108,-0.0006,996,1497,1527,1502,2008,1000,1505,1000,1000,1630,1005,1498,1014,-4.3731,1.7329,5.8048,-0.0371,-0.0853,0.9722,0.5128,0.3088,-0.5140,-0.3075,0.8627,0.2400,0.1321,0.8627,0.2400,0.1321,0.3000,0.0600,0.0002,0,-3.3350,-3.5000,-0.2490,-3.3350,-3.5000,-0.2490,6.5942,48.4042,-0.0300,0.2700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-4.4245,48.9680,-35.9566,0.3315,-0.3283,-0.1800,1.6200,0.6400,0.0000,0.0985,-0.4139,0.0028,996,1497,1527,1502,2008,1000,1505,1000,1000,1630,1005,1498,1014,-1.4118,4.1171,4.6220,-0.0205,-0.1095,1.0325,0.5152,0.3127,-0.5096,-0.3182,0.8627,0.2400,0.1321,0.8627,0.2400,0.1321,0.3000,0.0600,0.0002,0,-3.3350,-3.5000,-0.2490,-3.3350,-3.5000,-0.2490,6.6114,48.3788,-0.0300,0.2700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
-4.3780,48.9975,-35.8990,0.3315,-0.3283,-0.1800,1.6200,0.6400,0.0000,0.0936,-0.4187,0.0050,998,1498,1528,1502,2008,1000,1505,1000,1000,1629,1005,1498,1014,1.9895,7.5749,3.8702,-0.0177,-0.1154,1.0602,0.5173,0.3202,-0.5074,-0.3301,0.8627,0.2400,0.1321,0.8627,0.2400,0.1321,0.3000,0.0600,0.0002,0,-3.3305,-3.5000,-0.2490,-3.3305,-3.5000,-0.2490,6.6146,48.3586,-0.0300,0.2700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
