2.38991e-06i + 5.73054e-06j + -9.14095e-06k + 1
-1.21325e-06i + 3.67465e-06j + -8.78076e-06k + 1
-3.72702e-06i + 5.81311e-06j + -1.52747e-06k + 1
-3.78812e-06i + -1.82423e-06j + -6.93907e-06k + 1
-6.82955e-06i + 6.35854e-06j + -6.32366e-06k + 1
-1.30926e-06i + -2.14718e-06j + -4.66096e-06k + 1
-3.77067e-06i + 3.11604e-06j + -3.94523e-06k + 1
-5.55554e-06i + -4.45664e-06j + -3.85486e-06k + 1
-3.77104e-06i + 2.83701e-06j + -1.54508e-06k + 1
-3.22078e-06i + 7.40168e-06j + -4.04125e-06k + 1
-1.78932e-06i + 5.10611e-06j + -4.80062e-06k + 1
4.44792e-07i + 6.34047e-06j + -7.35215e-06k + 1
-2.44419e-07i + 4.97568e-06j + -2.77591e-06k + 1
-2.66216e-06i + 7.17474e-06j + -1.92025e-07k + 1
-4.69212e-06i + 5.5381e-06j + -6.15732e-06k + 1
8.46654e-07i + 4.46021e-06j + -6.08369e-06k + 1
-3.78812e-06i + 7.37549e-06j + -6.23207e-06k + 1
-3.98054e-06i + 4.67016e-06j + -6.25015e-06k + 1
-8.03242e-06i + 3.53217e-06j + -3.13971e-06k + 1
-5.54253e-06i + 4.28564e-06j + -1.3529e-06k + 1
-1.04741e-06i + 2.72326e-06j + -4.78316e-06k + 1
-2.92197e-06i + -5.14615e-07j + -4.59664e-06k + 1
-5.98768e-06i + 6.55502e-06j + -6.74705e-06k + 1
-3.45644e-06i + -8.46654e-07j + -7.4715e-06k + 1
-8.37926e-07i + 8.46654e-07j + -6.21462e-06k + 1
-3.0528e-07i + -2.34629e-06j + -4.3437e-06k + 1
-3.12476e-06i + 5.656e-06j + -8.51891e-06k + 1
-4.32055e-06i + 5.02755e-06j + -2.55742e-06k + 1
2.00753e-07i + 3.76194e-06j + -4.46894e-06k + 1
-1.9974e-06i + 5.23338e-08j + -3.72442e-06k + 1
-3.00257e-06i + 2.47886e-06j + -9.7758e-07k + 1
-6.19716e-07i + 8.71966e-06j + -5.24576e-06k + 1
-2.66003e-06i + 3.95952e-06j + -8.11963e-06k + 1
-1.03878e-06i + 2.18232e-07j + -3.44806e-06k + 1
-9.07753e-07i + 6.46774e-06j + -6.54629e-06k + 1
-4.56495e-06i + 2.88037e-07j + -3.74448e-06k + 1
4.01185e-07i + 5.86079e-06j + -4.11651e-06k + 1
-5.70894e-06i + 3.94563e-06j + -2.83701e-06k + 1
-4.90536e-06i + 2.72326e-06j + 3.58737e-06k + 1
1.08145e-06i + 6.77654e-06j + -5.26773e-06k + 1
-1.30926e-06i + 2.06863e-06j + -3.56991e-06k + 1
-1.13731e-05i + 1.89406e-06j + -4.33801e-06k + 1
-3.53535e-06i + 4.77491e-06j + -2.67988e-06k + 1
-4.99737e-06i + 3.75021e-07j + -4.84038e-06k + 1
-3.30806e-06i + 7.15728e-07j + -4.66096e-06k + 1
-2.81054e-06i + 2.65343e-06j + -3.17713e-06k + 1
-5.38165e-06i + 4.19542e-06j + -7.29183e-06k + 1
-2.65343e-06i + 2.44395e-06j + -3.58737e-06k + 1
-4.80062e-07i + 2.01626e-06j + -6.32808e-06k + 1
-3.66592e-06i + -3.98015e-06j + -3.97142e-06k + 1
-1.57873e-06i + 2.74752e-06j + -3.66336e-06k + 1
-2.53123e-06i + 9.7758e-06j + -2.13846e-06k + 1
-4.949e-06i + 6.24953e-06j + -2.56615e-06k + 1
-5.99641e-06i + 4.54749e-06j + -1.61475e-06k + 1
2.45096e-06i + 2.98302e-06j + -5.09381e-06k + 1
-4.95773e-06i + -7.50642e-07j + -8.09995e-06k + 1
-5.64727e-06i + 5.34178e-06j + -1.02908e-05k + 1
-6.38407e-06i + 3.3403e-06j + -2.39839e-06k + 1
-1.86806e-06i + 3.15999e-06j + -3.6401e-06k + 1
9.60122e-08i + 3.26442e-06j + -5.91785e-06k + 1
-3.36916e-06i + 4.44275e-06j + -6.04005e-06k + 1
-4.11651e-06i + 2.06697e-06j + -4.50897e-06k + 1
-4.95822e-06i + 2.28707e-06j + -4.1464e-06k + 1
-6.44155e-06i + 2.90655e-06j + -4.8268e-06k + 1
-5.9044e-06i + 3.75021e-06j + -5.11075e-06k + 1
-4.11107e-06i + -4.01506e-07j + -8.44908e-06k + 1
-6.12733e-06i + -1.96389e-06j + -6.92161e-06k + 1
-4.15513e-06i + -1.2221e-06j + -6.4422e-06k + 1
-4.61363e-06i + 5.9044e-06j + -5.40727e-07k + 1
-6.37173e-07i + 3.87541e-06j + -3.91032e-06k + 1
1.51001e-06i + 2.08609e-06j + -9.10371e-06k + 1
-2.45096e-06i + 1.84912e-06j + -7.03888e-06k + 1
-7.50642e-07i + 2.01626e-06j + -3.77939e-06k + 1
9.33938e-07i + 6.98271e-06j + -3.48263e-06k + 1
-5.91785e-06i + 6.51138e-06j + -3.54373e-06k + 1
-6.93421e-06i + 4.32625e-06j + -2.09335e-07k + 1
-3.60483e-06i + 4.7046e-06j + -5.4116e-07k + 1
-7.50642e-06i + 3.87541e-06j + -8.95533e-06k + 1
-7.75954e-06i + 4.78316e-06j + -1.00289e-05k + 1
1.06412e-06i + 6.80338e-07j + -5.15487e-06k + 1
1.37036e-06i + 8.90296e-07j + -7.56752e-06k + 1
-4.8879e-06i + 2.31302e-06j + -2.96765e-06k + 1
1.56113e-06i + 1.65707e-06j + -1.06314e-05k + 1
-2.5053e-06i + 6.90485e-06j + -4.45192e-06k + 1
-1.08232e-06i + 2.44395e-06j + -3.74448e-06k + 1
-4.57368e-06i + 6.45028e-06j + -2.60979e-06k + 1
3.43624e-06i + 3.72404e-06j + 1.52625e-06k + 1
9.60218e-08i + -1.60618e-06j + -6.10176e-06k + 1
-4.39038e-06i + 1.49256e-06j + -7.82937e-06k + 1
-6.44512e-06i + 9.07027e-07j + -4.47408e-06k + 1
-4.20708e-06i + 3.08112e-06j + -3.29933e-06k + 1
-4.25946e-06i + 1.37909e-06j + -6.59866e-06k + 1
-3.86706e-06i + -8.11822e-07j + -4.74872e-06k + 1
-6.25325e-06i + 9.08771e-06j + -5.32878e-06k + 1
-3.54373e-06i + 1.24816e-06j + -5.55126e-06k + 1
-3.16841e-06i + 4.85299e-06j + -5.51634e-06k + 1
-1.12517e-06i + -2.98302e-06j + -9.1584e-06k + 1
-6.50265e-06i + -5.49016e-06j + -3.88413e-06k + 1
-5.97022e-06i + 8.20469e-07j + -6.70341e-06k + 1
-1.25689e-06i + -2.99384e-06j + -3.30806e-06k + 1
-1.5264e-06i + -2.35502e-07j + -1.89274e-06k + 1
-2.10354e-06i + 2.1821e-07j + -4.83553e-06k + 1
-6.4241e-06i + 4.45148e-07j + -4.59986e-06k + 1
-7.96029e-06i + -1.9377e-06j + -7.1311e-06k + 1
-3.70697e-06i + -1.22112e-06j + -2.22418e-06k + 1
-3.29933e-06i + -7.68098e-07j + -8.68475e-06k + 1
4.62605e-06i + 1.18706e-06j + -8.29197e-06k + 1
-4.05546e-06i + 5.7038e-06j + -2.35478e-07k + 1
-1.04751e-06i + 5.64783e-06j + -1.11211e-05k + 1
-4.54749e-06i + -3.22951e-06j + 2.81054e-06k + 1
-5.35923e-06i + -5.68218e-06j + -4.66969e-06k + 1
-2.05825e-06i + 1.02041e-06j + -1.01692e-05k + 1
-2.91557e-06i + 9.16573e-07j + -7.41115e-06k + 1
-2.00753e-07i + 5.10611e-06j + -1.34679e-05k + 1
3.20948e-06i + 4.95376e-06j + -7.34343e-06k + 1
-1.03868e-06i + -3.68338e-06j + 3.05494e-06k + 1
-1.1696e-06i + 3.77939e-06j + -1.69505e-05k + 1
8.20551e-07i + 2.47911e-06j + 2.88066e-06k + 1
1.01168e-06i + 9.7767e-06j + -2.80829e-06k + 1
-9.34811e-06i + 6.39791e-06j + -6.84306e-06k + 1
-1.56238e-06i + -4.97518e-06j + 2.90655e-06k + 1
-1.84912e-06i + 3.41914e-06j + -7.91111e-06k + 1
-7.18347e-06i + 6.62485e-06j + -2.07736e-06k + 1
1.39654e-07i + 2.20828e-06j + -2.83673e-06k + 1
-1.08232e-06i + 2.1821e-06j + -2.41776e-06k + 1
-8.19895e-07i + 2.72135e-06j + -3.18363e-06k + 1
6.02259e-07i + 4.33801e-06j + -1.96389e-06k + 1
-3.26442e-06i + 5.73455e-06j + -1.9377e-06k + 1
-3.11604e-06i + 1.68458e-06j + 1.39654e-06k + 1
-3.08769e-06i + -1.98868e-06j + -2.85219e-06k + 1
-3.22078e-06i + -4.19836e-06j + -6.93907e-06k + 1
2.09481e-07i + -1.03868e-06j + 1.5362e-06k + 1
3.66299e-07i + 2.49432e-06j + -5.1718e-06k + 1
-2.02519e-06i + 3.19491e-06j + 1.65856e-07k + 1
-2.67089e-06i + 2.65343e-06j + -8.51891e-06k + 1
-2.12973e-06i + 4.16344e-06j + -6.54629e-07k + 1
-3.43624e-06i + 1.68323e-06j + -3.33158e-06k + 1
9.86407e-07i + 3.96309e-06j + -6.73899e-06k + 1
-2.52251e-06i + 3.98888e-06j + -5.19339e-06k + 1
-7.07306e-06i + 7.23877e-07j + -3.91591e-06k + 1
-4.80062e-06i + -1.05614e-06j + -3.43026e-06k + 1
-3.56118e-06i + -2.35667e-07j + -5.26322e-06k + 1
-2.30453e-06i + 6.12794e-06j + 8.3801e-07k + 1
-6.30558e-06i + -1.39543e-06j + -4.46536e-06k + 1
-4.27691e-07i + 4.69587e-06j + -5.56871e-06k + 1
-3.22951e-06i + 9.10371e-06j + -5.92658e-06k + 1
-5.73054e-06i + 7.12611e-06j + 2.6167e-08k + 1
-6.34554e-06i + -2.96765e-07j + -4.66096e-06k + 1
-5.76074e-06i + 1.38781e-06j + -5.83929e-06k + 1
9.16481e-07i + -2.07736e-06j + -6.69468e-06k + 1
-2.53818e-06i + -4.63153e-06j + -6.48938e-06k + 1
-7.20092e-06i + -2.12973e-06j + -3.48263e-06k + 1
1.28307e-06i + 1.92025e-07j + -1.51001e-06k + 1
-4.53004e-06i + 3.27315e-06j + 6.02259e-07k + 1
-1.31706e-06i + 3.48891e-07j + -1.77062e-06k + 1
-1.94643e-06i + -7.15728e-07j + 7.07e-07k + 1
-4.00633e-06i + -9.16481e-07j + -6.47647e-06k + 1
-3.88103e-06i + -4.62235e-07j + -6.50617e-06k + 1
-4.41701e-06i + 6.54695e-07j + -5.25502e-06k + 1
-2.33921e-06i + 4.48639e-06j + -8.71094e-06k + 1
-3.05494e-06i + 2.63597e-06j + -4.15471e-06k + 1
-3.12226e-06i + 3.23564e-06j + -3.05249e-06k + 1
8.7294e-09i + 1.47525e-06j + -6.53822e-06k + 1
2.44395e-07i + -2.1821e-07j + 2.13846e-06k + 1
-3.86358e-06i + 4.22988e-06j + -2.1978e-06k + 1
-4.15471e-06i + 6.1186e-06j + -7.48023e-06k + 1
-6.0575e-06i + 2.45268e-06j + -3.95396e-06k + 1
-1.85933e-06i + 4.85347e-06j + -1.39668e-06k + 1
-3.10482e-06i + 4.89271e-06j + -3.66299e-06k + 1
2.79309e-07i + 3.40407e-06j + -2.98511e-06k + 1
3.92778e-07i + 4.48639e-06j + -4.67842e-06k + 1
1.08156e-06i + 4.06458e-06j + -3.55869e-06k + 1
2.91528e-06i + 2.7669e-06j + -5.14975e-07k + 1
-2.35667e-06i + 5.84802e-06j + -2.46141e-06k + 1
-4.6435e-06i + -1.30053e-06j + -6.10987e-06k + 1
-3.90758e-06i + -2.61668e-08j + -1.55257e-06k + 1
-1.0605e-05i + 2.23447e-06j + 8.29197e-07k + 1
-2.69707e-06i + -9.16481e-07j + -2.68834e-06k + 1
-2.32175e-06i + -8.64111e-07j + -7.51515e-06k + 1
1.6049e-06i + 6.44577e-06j + -4.79726e-06k + 1
-6.10987e-06i + 2.55742e-06j + -6.4852e-06k + 1
-1.92025e-06i + -6.45901e-07j + -3.84049e-07k + 1
-4.01185e-06i + -1.59602e-06j + -7.37831e-06k + 1
-3.00287e-06i + 1.30939e-07j + -8.26661e-06k + 1
-5.39415e-06i + 2.03372e-06j + -6.07496e-06k + 1
-1.14342e-06i + 4.17217e-06j + -6.4852e-06k + 1
-1.753e-06i + -2.61642e-07j + -2.29373e-06k + 1
-5.3685e-06i + 1.89425e-06j + -5.73513e-06k + 1
1.39654e-07i + 1.64094e-06j + -3.07239e-06k + 1
-1.09018e-06i + 5.14563e-07j + -4.82294e-06k + 1
3.92778e-07i + 2.83673e-06j + -2.7669e-06k + 1
-3.95396e-06i + 3.90159e-06j + -2.61852e-06k + 1
-2.24342e-06i + 3.76231e-06j + -3.63137e-06k + 1
8.98305e-07i + 2.91295e-06j + -3.13099e-06k + 1
-3.75321e-07i + 1.30053e-06j + -2.67089e-06k + 1
-5.23703e-08i + 1.19579e-06j + -7.62861e-06k + 1
-1.58746e-06i + 1.22112e-06j + -6.08815e-06k + 1
-4.00633e-06i + 4.49512e-06j + -2.50505e-06k + 1
-5.87421e-06i + 3.77939e-06j + -6.53757e-06k + 1
-2.40904e-06i + 4.51258e-06j + -2.93274e-06k + 1
-8.39956e-06i + -3.12258e-06j + -1.08156e-05k + 1
-4.66969e-06i + 4.47767e-06j + -2.33921e-06k + 1
-2.04244e-06i + 4.26818e-06j + -1.69331e-06k + 1
-5.04501e-06i + -8.11741e-07j + 1.71949e-06k + 1
-3.06152e-06i + 3.89886e-06j + 7.85006e-07k + 1
2.80181e-06i + 6.4852e-06j + -1.27435e-06k + 1
7.46278e-06i + 6.72086e-06j + -7.777e-06k + 1
2.45944e-06i + 6.61083e-06j + -4.99737e-06k + 1
-3.15999e-06i + 6.89612e-07j + -5.88352e-06k + 1
-2.74944e-06i + 4.38165e-06j + -7.35803e-06k + 1
-8.72838e-09i + 7.14855e-06j + -1.07796e-05k + 1
1.02913e-06i + 1.24629e-05j + 8.19813e-07k + 1
1.04751e-06i + 8.75545e-06j + -2.03392e-06k + 1
-1.20452e-06i + 1.58857e-06j + -8.8855e-06k + 1
-1.04657e-06i + -4.55258e-06j + -1.25588e-06k + 1
2.81054e-06i + -9.47903e-06j + -3.92778e-07k + 1
7.18347e-06i + 1.56587e-05j + -5.88294e-06k + 1
1.29193e-06i + 1.75895e-05j + -7.30639e-06k + 1
-3.51473e-06i + 6.48873e-06j + -4.36071e-07k + 1
-6.75577e-06i + -8.96406e-06j + -3.22951e-07k + 1
-4.99264e-06i + 2.26938e-07j + -1.52747e-05k + 1
3.40169e-07i + -3.27958e-06j + 7.27438e-06k + 1
-7.18347e-06i + 4.66096e-06j + -1.45328e-05k + 1
-1.91152e-06i + 7.49769e-06j + 6.78196e-06k + 1
-2.26938e-07i + 1.13469e-07j + -9.78453e-06k + 1
1.37812e-06i + 8.42573e-06j + 2.16313e-06k + 1
1.08232e-06i + 2.46141e-06j + -1.38781e-06k + 1
-4.27691e-07i + 3.77939e-06j + -8.09122e-06k + 1
-9.95037e-06i + 1.57111e-06j + -2.26065e-06k + 1
-2.30268e-06i + 4.71003e-07j + 1.22112e-06k + 1
1.79805e-06i + 7.07e-07j + -3.96269e-06k + 1
5.76074e-07i + 3.21205e-06j + -2.37412e-06k + 1
2.21524e-06i + -1.15123e-06j + 2.16291e-06k + 1
-5.12408e-06i + -8.72926e-09j + -2.52276e-06k + 1
-2.5836e-06i + 1.02122e-06j + -1.99007e-06k + 1
-7.7159e-06i + 5.42033e-06j + -6.8256e-06k + 1
-1.35182e-06i + 9.45401e-06j + -3.47112e-06k + 1
-3.40441e-07i + 1.30939e-06j + 7.68175e-07k + 1
3.22951e-07i + 9.35684e-06j + -1.21412e-05k + 1
1.78789e-06i + 5.11075e-06j + -9.1662e-06k + 1
-8.66729e-06i + -8.75458e-06j + 6.54629e-07k + 1
-3.30806e-06i + -6.69468e-06j + 3.64847e-06k + 1
-2.12121e-06i + -3.91944e-06j + -5.52562e-06k + 1
6.00033e-06i + 5.36367e-06j + -5.40727e-07k + 1
2.47014e-06i + 2.59233e-05j + -1.71949e-05k + 1
-1.08232e-06i + 1.28657e-05j + -1.26911e-05k + 1
-4.92809e-06i + 7.16972e-06j + 4.12564e-06k + 1
-2.52251e-06i + 3.32552e-06j + -1.29966e-05k + 1
-1.78059e-06i + -2.54869e-06j + 1.30926e-05k + 1
4.18963e-06i + 1.12247e-05j + -1.73171e-05k + 1
-5.23337e-07i + 1.02051e-05j + -1.56129e-06k + 1
-8.64111e-07i + -9.86308e-07j + 2.50505e-06k + 1
3.75321e-06i + -7.94284e-07j + -1.41836e-05k + 1
-7.07873e-06i + 3.56118e-06j + -2.68834e-06k + 1
4.27392e-07i + 2.96558e-07j + -6.51555e-06k + 1
2.25193e-06i + 2.66216e-06j + -1.84169e-06k + 1
-4.92281e-06i + 4.36421e-08j + -4.66969e-06k + 1
-1.04657e-07i + -1.32565e-06j + -3.89847e-06k + 1
-5.41214e-07i + -1.65856e-06j + -2.55767e-06k + 1
-3.58737e-06i + -2.26065e-06j + -2.828e-06k + 1
-3.16841e-06i + 6.38918e-06j + -9.39175e-06k + 1
2.66875e-06i + 1.93615e-06j + -1.59602e-06k + 1
6.72153e-07i + 1.69348e-06j + -1.25352e-05k + 1
3.15095e-06i + 5.81311e-06j + -7.07e-07k + 1
-1.93615e-06i + 2.79085e-06j + -7.48297e-06k + 1
-9.86308e-07i + 7.61116e-06j + -4.50385e-06k + 1
2.121e-06i + 4.25073e-06j + 1.81551e-06k + 1
-2.00773e-07i + 1.06497e-06j + -1.17583e-05k + 1
-3.59322e-06i + 4.54386e-06j + 3.39263e-06k + 1
4.86171e-06i + 2.6447e-06j + -8.4229e-06k + 1
5.62108e-06i + 5.67346e-07j + 5.23704e-07k + 1
-8.46061e-07i + -6.98655e-06j + -1.20193e-05k + 1
-4.242e-06i + -7.58497e-06j + 5.74328e-06k + 1
-5.90912e-06i + 5.36796e-06j + -2.5452e-05k + 1
5.15848e-06i + 9.73216e-06j + 1.19579e-06k + 1
8.47806e-06i + 8.25128e-06j + -1.14872e-05k + 1
-9.86308e-07i + 1.96302e-05j + 1.9377e-06k + 1
-1.08319e-05i + -2.29557e-06j + 1.91152e-06k + 1
-1.03519e-05i + -1.09716e-05j + -1.11025e-05k + 1
-2.55563e-06i + 2.13696e-06j + 1.2185e-05k + 1
2.04244e-06i + 4.14599e-06j + -1.9281e-05k + 1
-7.5937e-07i + 1.2438e-05j + 3.40407e-07k + 1
-2.25012e-06i + 1.24716e-06j + 2.26757e-07k + 1
-3.84961e-06i + 3.11635e-06j + -3.40441e-07k + 1
-2.53123e-07i + 2.35667e-07j + 1.12596e-06k + 1
-1.30926e-06i + -3.24696e-06j + -1.14342e-05k + 1
-6.68932e-06i + 6.59339e-06j + -2.16291e-06k + 1
3.40441e-07i + 2.26961e-07j + -8.35391e-06k + 1
4.32928e-06i + 1.009e-05j + -6.72959e-06k + 1
1.07273e-06i + 1.3431e-06j + -4.39559e-06k + 1
-1.85042e-06i + 3.64847e-06j + -1.77186e-06k + 1
-1.79805e-06i + 7.27075e-06j + -5.50762e-06k + 1
-3.03778e-06i + 7.79523e-06j + -7.33258e-07k + 1
7.93648e-07i + 5.22413e-06j + -9.2447e-07k + 1
-1.46637e-06i + 4.59986e-06j + -7.99521e-06k + 1
-6.73832e-06i + 7.62861e-06j + -7.18347e-06k + 1
-3.27958e-06i + 4.67514e-06j + -6.55043e-06k + 1
-2.88037e-07i + 5.32432e-06j + 6.89543e-07k + 1
-4.32928e-06i + 1.32672e-06j + -6.81687e-06k + 1
5.48143e-06i + -3.66593e-07j + 2.17337e-06k + 1
3.56741e-06i + 6.62894e-06j + -1.10686e-05k + 1
-6.31936e-06i + 2.53996e-06j + -5.74328e-06k + 1
-1.26649e-05i + -3.90159e-06j + -1.92897e-06k + 1
-7.33185e-06i + -1.78059e-06j + -5.67345e-06k + 1
-3.33191e-06i + 9.08862e-06j + -1.9974e-06k + 1
3.60483e-06i + 9.92418e-06j + -1.48819e-05k + 1
1.97262e-06i + 1.3241e-05j + 5.49889e-06k + 1
-4.12523e-06i + 1.68062e-05j + -1.18873e-05k + 1
-2.22596e-06i + -1.15488e-05j + 5.61292e-06k + 1
2.05117e-06i + -3.54373e-06j + -5.16721e-06k + 1
-3.14222e-06i + 4.39911e-06j + -1.27696e-05k + 1
-3.39263e-06i + 3.22692e-06j + -1.08582e-05k + 1
-5.23755e-08i + 2.03392e-06j + -7.28021e-06k + 1
-1.67585e-06i + 7.85555e-06j + -9.93291e-06k + 1
2.79085e-07i + 1.04657e-06j + 4.63979e-06k + 1
2.65343e-06i + 6.92161e-06j + -3.67465e-06k + 1
-6.08369e-06i + 5.05374e-06j + -1.98134e-06k + 1
2.82828e-06i + -3.53535e-06j + -3.13381e-06k + 1
-1.15995e-06i + 6.42768e-06j + -1.57596e-05k + 1
-4.87917e-06i + 3.77939e-06j + 1.30926e-06k + 1
2.20828e-06i + 1.74568e-06j + -9.85436e-06k + 1
-2.25035e-06i + 7.04761e-06j + -4.92809e-06k + 1
-4.18963e-06i + 8.20469e-07j + -2.01626e-06k + 1
-1.94643e-06i + 7.5937e-07j + -1.13033e-05k + 1
-6.29317e-06i + 3.63974e-06j + -2.95892e-06k + 1
-2.65157e-06i + -4.25647e-06j + -9.76896e-07k + 1
-4.18963e-06i + 7.11364e-06j + -5.39415e-06k + 1
-3.76194e-06i + 6.45028e-06j + -9.68852e-07k + 1
-2.74944e-06i + 6.1186e-06j + -2.22749e-05k + 1
-5.39909e-06i + 4.16925e-06j + 6.14049e-06k + 1
-8.34434e-06i + 1.28569e-05j + -2.07212e-05k + 1
1.54493e-06i + -3.3517e-06j + -7.90792e-06k + 1
5.4596e-06i + -2.08442e-06j + -5.13691e-06k + 1
-6.45093e-06i + -1.00474e-05j + -3.69248e-06k + 1
3.90159e-06i + 1.37472e-05j + -4.34674e-06k + 1
6.62485e-06i + 1.12596e-05j + 4.59113e-06k + 1
4.51769e-06i + 2.09314e-05j + -2.11058e-06k + 1
-5.49944e-06i + -5.11535e-06j + 3.31712e-06k + 1
-4.27691e-06i + 9.84563e-06j + -9.86308e-07k + 1
-1.22972e-06i + 4.67468e-06j + -3.25309e-06k + 1
8.37926e-07i + 8.45781e-06j + -1.37909e-06k + 1
-8.78076e-06i + 4.09362e-06j + -7.24457e-06k + 1
-5.23756e-07i + -4.18132e-06j + -1.2221e-06k + 1
-3.65427e-06i + -2.34606e-06j + -4.17756e-06k + 1
-6.19716e-07i + -2.44395e-07j + -1.86788e-06k + 1
-2.1821e-07i + 2.04244e-06j + -3.84922e-06k + 1
-1.94507e-06i + 7.73666e-06j + -4.71003e-06k + 1
-4.92281e-06i + -1.9988e-06j + -5.83929e-06k + 1
-3.16841e-06i + -6.41537e-06j + -2.80181e-06k + 1
-1.05614e-06i + 2.75817e-06j + 9.2521e-07k + 1
-3.02663e-06i + 6.37599e-06j + -7.41394e-06k + 1
-3.73575e-06i + 9.54013e-06j + -3.22078e-06k + 1
-6.55502e-06i + 2.26938e-07j + -8.08249e-06k + 1
2.7058e-07i + 5.08865e-06j + -2.50505e-06k + 1
-7.24822e-06i + 8.60889e-06j + -4.01225e-06k + 1
4.53876e-07i + 4.18963e-07j + -8.40544e-06k + 1
2.35667e-07i + 5.50762e-06j + -9.67106e-06k + 1
-2.16291e-06i + 1.92133e-05j + -5.79974e-06k + 1
-7.7254e-06i + 4.53922e-07j + -8.48484e-06k + 1
-9.24337e-06i + -1.29268e-05j + 1.13469e-06k + 1
-4.59986e-06i + 5.14975e-07j + -1.05614e-06k + 1
-6.29686e-06i + -4.18628e-07j + 2.31989e-06k + 1
7.62065e-06i + 2.12645e-05j + 3.23419e-05k + 1
-4.32928e-06i + -4.36419e-08j + -5.88206e-05k + 1
3.13971e-07i + 5.67764e-06j + 2.09139e-05k + 1
-8.43163e-06i + -1.37821e-05j + -1.28569e-05k + 1
-7.72463e-06i + -3.98888e-06j + -6.72086e-06k + 1
-5.19391e-06i + 6.4422e-06j + 4.87966e-06k + 1
6.07882e-06i + 2.15593e-05j + -2.13413e-05k + 1
1.3529e-06i + 1.35901e-05j + -1.41138e-05k + 1
5.37669e-06i + -2.23883e-05j + -1.1504e-05k + 1
6.00093e-06i + 1.02312e-05j + 3.90758e-06k + 1
6.4852e-06i + -5.40287e-06j + -1.36337e-05k + 1
-1.00202e-05i + 3.86668e-06j + 5.19339e-06k + 1
-7.66353e-06i + -1.27522e-05j + -1.17833e-05k + 1
-2.45968e-06i + -3.48891e-08j + -1.22112e-07k + 1
-3.16841e-06i + -1.37036e-06j + -1.75441e-06k + 1
9.5314e-06i + 1.02471e-05j + -1.05526e-05k + 1
-5.76074e-06i + 7.94284e-06j + 2.26939e-07k + 1
8.19895e-07i + -5.99221e-06j + 1.15134e-06k + 1
-4.46894e-06i + 4.08489e-06j + -1.44891e-05k + 1
-1.13818e-05i + -1.29006e-05j + 5.96149e-06k + 1
1.86638e-06i + 6.75037e-06j + -2.00592e-05k + 1
8.10949e-06i + 2.60307e-05j + 1.4639e-05k + 1
6.92161e-06i + 2.24756e-05j + -2.14893e-05k + 1
-6.72959e-06i + 4.62605e-06j + 2.79309e-07k + 1
-4.83166e-06i + -1.35967e-05j + 3.68043e-06k + 1
-3.16872e-06i + -6.60805e-06j + -7.67302e-06k + 1
-9.07753e-07i + 1.35116e-05j + 1.01249e-06k + 1
3.22692e-07i + 7.51786e-06j + -1.06837e-05k + 1
5.85675e-06i + 7.46278e-06j + -2.07736e-06k + 1
-2.0084e-05i + -1.93945e-05j + -3.29148e-05k + 1
1.25701e-06i + -2.93652e-05j + 1.29455e-05k + 1
1.12332e-05i + 1.18873e-05j + -6.27942e-07k + 1
-2.16028e-05i + -1.33457e-05j + -9.74438e-05k + 1
-2.06863e-06i + 1.7579e-05j + 2.84895e-05k + 1
-6.84699e-06i + -2.19889e-05j + -1.67119e-05k + 1
-5.29813e-06i + 8.77203e-06j + 2.31826e-05k + 1
-9.60122e-08i + -4.09362e-06j + -1.00726e-05k + 1
3.74448e-06i + 1.52485e-05j + 3.57864e-07k + 1
8.28617e-07i + -2.70391e-06j + 6.7336e-06k + 1
-1.00202e-05i + 1.77186e-06j + -2.05641e-05k + 1
-5.17594e-06i + -4.22454e-06j + 1.23158e-05k + 1
-5.98768e-06i + 7.66353e-06j + -2.13235e-05k + 1
-2.61668e-06i + 5.59971e-06j + 6.79466e-06k + 1
4.3642e-07i + 4.18963e-06j + -1.78583e-05k + 1
-4.03252e-06i + 9.1299e-06j + 1.23245e-05k + 1
6.97714e-08i + 3.23564e-06j + -9.31447e-06k + 1
-5.03679e-06i + -6.61678e-06j + -6.72154e-07k + 1
2.56615e-06i + 8.4229e-06j + -6.67722e-06k + 1
-7.93411e-06i + -1.58508e-05j + -9.44412e-06k + 1
5.93056e-07i + 1.59515e-05j + -6.10497e-08k + 1
-7.01833e-06i + -8.16186e-06j + -1.28495e-05k + 1
-3.22951e-06i + 6.14479e-06j + 5.21958e-06k + 1
-5.75613e-07i + -8.09347e-06j + -1.16082e-05k + 1
-7.0089e-06i + 1.52747e-06j + -3.81431e-06k + 1
-7.76827e-07i + -1.80678e-06j + -4.87044e-06k + 1
2.23469e-06i + 1.06933e-05j + 7.16673e-06k + 1
-5.84335e-06i + -2.50305e-06j + -1.03436e-05k + 1
-7.96902e-06i + 9.23464e-06j + -5.79565e-06k + 1
-2.97638e-06i + 5.61236e-06j + 3.08985e-06k + 1
-1.88401e-06i + 6.97783e-08j + -1.20891e-05k + 1
-6.2408e-06i + 1.36861e-05j + 6.51138e-06k + 1
-3.69211e-06i + 1.26562e-06j + -1.13207e-05k + 1
-5.50762e-06i + 1.60602e-06j + 6.72086e-07k + 1
-3.46275e-06i + -8.78334e-06j + -1.05801e-05k + 1
3.66592e-06i + 9.74961e-06j + -6.12733e-06k + 1
2.81054e-06i + 6.7034e-06j + -4.73952e-06k + 1
