-0.00277152i + 0.0023477j + 0.000127202k + 1
-0.00227206i + 0.00201278j + -8.66462e-05k + 1
-0.00190543i + 0.00165187j + -0.000482395k + 1
-0.00149144i + 0.00102741j + -0.000112602k + 1
-0.00100133i + 0.000946801j + -0.000435266k + 1
-0.000854219i + 0.000192098j + -0.000184406k + 1
-0.000763549i + -0.000542134j + 3.84042e-05k + 1
-0.000675332i + -0.000977995j + 0.000116932k + 1
-0.000792209i + -0.00194212j + 0.000298639k + 1
-0.000996994i + -0.00292219j + 0.000104379k + 1
-0.00109061i + -0.00327478j + -9.07201e-05k + 1
-0.00139961i + -0.00358854j + -0.000731704k + 1
-0.00155898i + -0.00357975j + -3.90733e-05k + 1
-0.00162963i + -0.00353379j + -2.78562e-05k + 1
-0.00163702i + -0.00324849j + -0.000107363k + 1
-0.00145843i + -0.00208189j + 0.000649882k + 1
-0.00115098i + -0.00191723j + 0.000179566k + 1
-0.000597774i + -0.00128324j + -0.000564424k + 1
-0.000562855i + -0.0008289j + -0.000550678k + 1
0.000355398i + -0.000238938j + 0.000442037k + 1
0.000662784i + -3.69003e-05j + 0.000771854k + 1
0.000628842i + -0.000102911j + -0.000203036k + 1
0.00043362i + -0.000525456j + 0.000374698k + 1
0.000335438i + -0.000786009j + -9.63337e-05k + 1
0.000226561i + -0.000825259j + -5.12609e-05k + 1
-0.000572159i + -0.00127698j + 0.00046711k + 1
-0.000866584i + -0.00118353j + -0.000370729k + 1
-0.000853379i + -0.00123809j + -0.000504916k + 1
-0.000790971i + -0.0009332j + 0.000251656k + 1
-0.00056586i + -0.000386977j + 0.000313198k + 1
-0.000270686i + -0.000453845j + 0.000277132k + 1
0.000180935i + -4.19542e-05j + -0.000457091k + 1
0.000439022i + 0.000256628j + 0.000467928k + 1
0.000609871i + 0.000345228j + -0.000159401k + 1
0.000759549i + 0.000227775j + -0.000290285k + 1
0.000588076i + 0.000222169j + 0.000701742k + 1
0.00048277i + -1.90495e-05j + -0.000436193k + 1
0.000113333i + -0.000370004j + 0.000339527k + 1
-5.79102e-06i + -0.000509732j + -0.00063668k + 1
-0.000176801i + -0.000601j + -0.000441583k + 1
-0.000415264i + -0.000437267j + -0.000276823k + 1
-0.000533376i + -0.000155318j + 0.000379463k + 1
-0.000458371i + 0.000198116j + 0.000381928k + 1
-0.000337867i + 0.000264918j + 0.000229522k + 1
2.71001e-05i + 0.00108455j + -0.000550716k + 1
0.000215846i + 0.00122797j + -0.000470006k + 1
-0.000129353i + 0.00167655j + 0.000377971k + 1
-0.000561606i + 0.00186575j + -0.000784264k + 1
-0.00129464i + 0.0021372j + 0.000325401k + 1
-0.00251756i + 0.00172863j + 7.38254e-05k + 1
-0.00360423i + 0.00144197j + -0.000728779k + 1
-0.00415359i + 0.00112679j + -0.000197542k + 1
-0.00427162i + 0.00117789j + 0.000617852k + 1
-0.00411851i + 0.00070087j + -0.000335425k + 1
-0.00356529i + 0.000503961j + 0.000697825k + 1
-0.00261616i + 0.000587893j + -0.000111529k + 1
-0.00174754i + 0.000580494j + -0.000124868k + 1
-0.000867999i + 0.000884229j + 0.000200416k + 1
-0.000328134i + 0.00090837j + 0.000446658k + 1
9.17913e-05i + 0.00126893j + -0.000720275k + 1
0.000332835i + 0.00151813j + -0.000455493k + 1
0.000384496i + 0.00213031j + 0.000356593k + 1
0.000371437i + 0.00215871j + 0.000587838k + 1
0.000419892i + 0.00195155j + -0.000118289k + 1
0.000699091i + 0.00202713j + -0.000224721k + 1
0.00111966i + 0.00163534j + -0.000377889k + 1
0.00141894i + 0.00134515j + 0.000184633k + 1
0.00171937i + 0.00110258j + -0.000299441k + 1
0.00193198i + 0.000739441j + 0.000374905k + 1
0.00219435i + 0.000521627j + 0.000342943k + 1
0.00218014i + 0.000562208j + -0.000989025k + 1
0.00185018i + 0.000430025j + -0.000240258k + 1
0.0014824i + 0.00058102j + 0.000323896k + 1
0.000659486i + 0.00084161j + -0.000239472k + 1
0.000396437i + 0.00110005j + 0.000550838k + 1
0.000184772i + 0.00123894j + -6.07882e-05k + 1
6.34625e-05i + 0.00100942j + 2.22752e-05k + 1
0.000428386i + 0.00102343j + -0.000688668k + 1
0.00094302i + 0.000599859j + 0.000157413k + 1
0.00151538i + 0.000452466j + -0.000482682k + 1
0.00191894i + 0.00033819j + 0.000150235k + 1
0.00237529i + 6.26609e-05j + -0.000729k + 1
0.00270734i + -6.99965e-05j + -0.000217249k + 1
0.00267348i + -0.000158128j + -0.000519238k + 1
0.00229108i + -6.348e-05j + -9.82642e-05k + 1
0.00182i + -2.59113e-05j + -0.000106236k + 1
0.00129363i + 0.000114375j + 0.000719806k + 1
0.000966665i + 0.000394306j + -0.000363103k + 1
0.000850678i + 0.000313884j + -0.000543135k + 1
0.00055574i + 0.000320247j + -0.000449372k + 1
0.000563244i + 0.000444464j + -0.000420383k + 1
0.000689479i + 0.000135928j + 0.000729453k + 1
0.00083306i + -0.000179417j + -0.000294897k + 1
0.00104749i + -0.00020881j + -0.000310368k + 1
0.00129024i + -0.00067425j + -0.000217734k + 1
0.00140716i + -0.000941127j + -0.000306531k + 1
0.00137185i + -0.00115272j + -0.000215012k + 1
0.000871408i + -0.00155381j + -0.000370939k + 1
0.00031747i + -0.00155622j + 0.00042778k + 1
-0.000577729i + -0.00156537j + -0.00010779k + 1
-0.00129036i + -0.00214077j + -1.44514e-05k + 1
-0.00196998i + -0.00266859j + -0.00043766k + 1
-0.00221328i + -0.0025426j + 7.30927e-05k + 1
-0.00232575i + -0.00248904j + 0.000144967k + 1
-0.00204379i + -0.00267427j + 0.000291692k + 1
-0.00155493i + -0.00239853j + 9.91014e-05k + 1
-0.000717888i + -0.00207904j + -0.000205514k + 1
-0.000151332i + -0.00166901j + 9.67443e-05k + 1
0.000395952i + -0.00137553j + 9.33889e-05k + 1
0.000773474i + -0.00100554j + 2.58742e-05k + 1
0.000887674i + -0.000495838j + 0.000135914k + 1
0.000683295i + -0.000383292j + -0.000366022k + 1
0.000247491i + -0.000430899j + 0.00036886k + 1
-0.00011978i + -0.000393615j + -0.000500286k + 1
-0.000519351i + -0.000290845j + 0.000284355k + 1
-0.000781904i + -0.000443861j + 0.000225184k + 1
-0.00101478i + -0.000616744j + -0.000163778k + 1
-0.000936723i + -0.000868391j + -0.000387518k + 1
-0.000779187i + -0.000945386j + -0.00018643k + 1
-0.000550585i + -0.000954907j + -0.000209117k + 1
-0.000247679i + -0.00083709j + -0.000414555k + 1
-0.000183696i + -0.00107799j + -0.000458162k + 1
0.000351264i + -0.000390676j + 0.00035845k + 1
0.000593333i + 8.66811e-05j + 9.47089e-05k + 1
0.0004743i + 0.000237761j + 0.000236095k + 1
0.00053907i + 0.000259026j + -0.00017728k + 1
0.000272579i + 0.000451933j + -0.000388846k + 1
0.000151585i + 0.000259959j + 0.000272484k + 1
-8.45017e-05i + 1.85243e-05j + 0.000200026k + 1
-0.000229321i + 8.96511e-05j + -0.000201874k + 1
-0.000480663i + 0.000115663j + -0.000116553k + 1
-0.000408238i + -0.00028132j + 2.88271e-05k + 1
-0.000404125i + -0.00045624j + 4.87958e-05k + 1
-0.000213439i + -0.000578997j + 5.86515e-05k + 1
7.61725e-06i + -0.000680145j + -0.000261493k + 1
0.000194592i + -0.000561293j + -0.000333428k + 1
0.000356802i + -0.000501191j + -0.000545631k + 1
0.000343737i + -0.000442988j + 1.33651e-05k + 1
0.000409871i + -0.000202328j + 0.000170041k + 1
0.000246963i + -0.000124737j + -0.000259052k + 1
0.0002179i + -0.000194849j + -0.000163554k + 1
7.56048e-05i + 3.95643e-05j + 0.000263055k + 1
-2.34432e-05i + 0.000159462j + -0.000169553k + 1
-0.000345912i + 0.000185513j + -0.000388899k + 1
-0.0003474i + 0.000252344j + 8.33763e-05k + 1
-0.00024297i + -2.27018e-05j + -0.000124263k + 1
-9.5102e-05i + 7.81816e-05j + -0.000228325k + 1
0.000163265i + 0.000132984j + -0.000764676k + 1
0.000326013i + 3.44785e-05j + -0.000742612k + 1
0.00062326i + 4.82691e-05j + -0.00115693k + 1
0.000775822i + 1.29775e-05j + -0.00113038k + 1
0.000729893i + -9.14768e-05j + -0.00163496k + 1
0.000862677i + 5.02404e-05j + -0.00141188k + 1
0.000670031i + -0.000174254j + -0.00202715k + 1
0.000382077i + -0.000324257j + -0.00179487k + 1
0.000182408i + -8.11353e-05j + -0.00236168k + 1
6.80687e-05i + -9.08513e-05j + -0.00286283k + 1
-0.000109629i + 3.68371e-05j + -0.00266233k + 1
-0.00022496i + -0.000113657j + -0.00331031k + 1
-0.000158067i + 0.000148178j + -0.00359688k + 1
-0.000120478i + -1.82277e-06j + -0.00387599k + 1
0.000109386i + -6.71965e-05j + -0.00439064k + 1
0.000150161i + 0.000267783j + -0.00448491k + 1
0.000176338i + -7.85189e-05j + -0.00480126k + 1
0.000336113i + 0.000171358j + -0.00510482k + 1
0.000206492i + -0.000160296j + -0.00508179k + 1
0.00027661i + -0.000150381j + -0.00546086k + 1
0.000125379i + -5.39506e-05j + -0.00571375k + 1
-0.000144684i + -0.000272858j + -0.00571451k + 1
-0.000224049i + -0.000233583j + -0.00584698k + 1
-0.000102416i + 5.95411e-05j + -0.00653388k + 1
-5.78194e-05i + -0.000418154j + -0.00685905k + 1
3.70224e-05i + 1.49572e-05j + -0.00676555k + 1
0.000116399i + -0.000112206j + -0.00687208k + 1
0.00027429i + 2.94203e-05j + -0.0072376k + 1
0.000266718i + -8.5121e-05j + -0.00773339k + 1
0.000261799i + 8.95987e-05j + -0.00772578k + 1
0.000189012i + 0.000276976j + -0.00784754k + 1
6.89253e-05i + -0.000173539j + -0.00775477k + 1
7.97802e-05i + 2.94469e-05j + -0.00807726k + 1
-2.83446e-06i + 4.89097e-05j + -0.00856762k + 1
-0.00018882i + -0.000432015j + -0.0086706k + 1
-0.000123474i + -0.000211291j + -0.0087382k + 1
0.000110849i + 4.08424e-05j + -0.0089221k + 1
2.54374e-05i + -8.57726e-05j + -0.00894335k + 1
7.6949e-05i + 4.30925e-05j + -0.00907949k + 1
4.88622e-05i + -0.000218423j + -0.00920493k + 1
9.93212e-05i + -0.000224639j + -0.00940069k + 1
7.63821e-05i + -0.00013076j + -0.00980337k + 1
6.90805e-05i + -0.000427427j + -0.00975241k + 1
-2.82124e-05i + -1.73555e-05j + -0.00981286k + 1
-0.000139112i + -0.000502186j + -0.00966181k + 1
-2.76992e-05i + -0.000226582j + -0.0098271k + 1
3.42514e-05i + -4.78873e-05j + -0.00995057k + 1
-9.40873e-05i + -0.000113878j + -0.0102156k + 1
-0.000185984i + -0.000208599j + -0.0105163k + 1
-0.000161613i + 2.94731e-05j + -0.0105987k + 1
-0.000234449i + -0.00012885j + -0.0103531k + 1
-0.000213143i + -2.36816e-05j + -0.0105585k + 1
-0.000136826i + -0.000187852j + -0.0104063k + 1
-2.60596e-05i + 3.49729e-05j + -0.0108542k + 1
-1.63439e-05i + 0.000171528j + -0.0108041k + 1
-1.81511e-05i + -0.000213504j + -0.0109929k + 1
6.521e-05i + -3.92812e-05j + -0.0109632k + 1
0.000150336i + -0.000127004j + -0.0114223k + 1
6.47652e-05i + -6.47914e-05j + -0.0113872k + 1
7.23862e-05i + -0.000155841j + -0.0115701k + 1
0.000117639i + -0.000193357j + -0.0116791k + 1
0.000181527i + -0.000155241j + -0.0116981k + 1
0.000100929i + 7.17436e-05j + -0.0116853k + 1
4.42437e-05i + -0.00011064j + -0.0116668k + 1
-1.50372e-05i + 5.71048e-05j + -0.0115131k + 1
-5.36876e-05i + 5.11194e-05j + -0.0120807k + 1
-0.000177341i + -0.000167878j + -0.0117771k + 1
-0.000415224i + -0.000202531j + -0.0124464k + 1
-0.000597955i + -0.00014322j + -0.0122874k + 1
-0.000971191i + -0.000325699j + -0.0125521k + 1
-0.00135173i + -0.000178475j + -0.0127701k + 1
-0.00138939i + -0.000277042j + -0.0128334k + 1
-0.00137589i + 3.78634e-05j + -0.0131457k + 1
-0.00122353i + 7.48472e-05j + -0.013566k + 1
-0.00110441i + 0.000324135j + -0.0131675k + 1
-0.000981272i + 0.000189612j + -0.0133315k + 1
-0.000838107i + 0.000187461j + -0.0131049k + 1
-0.000547655i + 1.3223e-05j + -0.0134788k + 1
-0.000343667i + 4.004e-05j + -0.0132204k + 1
-0.000383771i + -0.000270963j + -0.0132065k + 1
-0.000284765i + -0.00030248j + -0.0132443k + 1
-0.000269457i + -0.000159113j + -0.0133215k + 1
-0.000406588i + -0.000405051j + -0.0135508k + 1
-0.000672316i + -0.00024433j + -0.013529k + 1
-0.000961649i + 1.21501e-05j + -0.0133374k + 1
-0.00126236i + -0.000179031j + -0.0135884k + 1
-0.00147012i + 0.000151491j + -0.013359k + 1
-0.00175614i + 0.000255274j + -0.0134486k + 1
-0.00184247i + 0.000405956j + -0.0134116k + 1
-0.00191763i + 0.000481104j + -0.0136006k + 1
-0.00211145i + 0.000472741j + -0.0136658k + 1
-0.00236653i + 0.000178065j + -0.0135314k + 1
-0.00256237i + 0.000427296j + -0.0134857k + 1
-0.00261768i + 0.00062498j + -0.0130993k + 1
-0.00273093i + 0.00035518j + -0.0130308k + 1
-0.00296139i + 0.000468096j + -0.0125523k + 1
-0.0031444i + 0.000130908j + -0.0115248k + 1
-0.0033839i + 0.000615052j + -0.0113704k + 1
-0.0038276i + 0.000253758j + -0.0112312k + 1
-0.00397855i + 0.000676834j + -0.0108353k + 1
-0.00413375i + 0.00011098j + -0.0111896k + 1
-0.00437029i + 0.000883059j + -0.0110693k + 1
-0.00423589i + 0.000693648j + -0.0112275k + 1
-0.00423799i + 0.000580741j + -0.0111534k + 1
-0.00386995i + 0.000957039j + -0.0112664k + 1
-0.00348494i + 0.000572217j + -0.0109957k + 1
-0.00317891i + 0.00095857j + -0.0102416k + 1
-0.00289585i + 0.00057083j + -0.0105171k + 1
-0.00261781i + 0.00123104j + -0.00966157k + 1
-0.00286266i + 0.000925059j + -0.00840081k + 1
-0.00308069i + 0.00118209j + -0.00719551k + 1
-0.00342544i + 0.00124153j + -0.0070333k + 1
-0.00405484i + 0.00140009j + -0.00565648k + 1
-0.00429185i + 0.00150166j + -0.00516782k + 1
-0.00438242i + 0.00147912j + -0.00530208k + 1
-0.00421318i + 0.0012158j + -0.00438105k + 1
-0.00388209i + 0.000934063j + -0.00421608k + 1
-0.00329975i + 0.000612601j + -0.00543604k + 1
-0.00275277i + 0.000937491j + -0.00435886k + 1
-0.00238878i + 0.000835856j + -0.00434154k + 1
-0.00199218i + 0.000964693j + -0.0045954k + 1
-0.00214775i + 0.000744699j + -0.00458418k + 1
-0.00232814i + 0.00149302j + -0.00309028k + 1
-0.00262928i + 0.00160892j + -0.00343479k + 1
-0.00231105i + 0.00138348j + -0.00463087k + 1
-0.00178686i + 0.00127429j + -0.00499973k + 1
-0.00117531i + 0.00151863j + -0.00434111k + 1
-0.00046024i + 0.00126836j + -0.00346734k + 1
3.62898e-05i + 0.001362j + -0.00218229k + 1
0.000231374i + 0.000590878j + -0.00252946k + 1
-9.42966e-05i + 0.000635837j + -0.0030051k + 1
-0.0004137i + 0.000842793j + -0.00223317k + 1
-0.00065573i + 0.00110386j + -0.00164956k + 1
-0.000988232i + 0.00123285j + -0.000730348k + 1
-0.00147815i + 0.00117398j + -0.00066899k + 1
-0.00134554i + 0.00165426j + -0.000876988k + 1
-0.000864362i + 0.00212367j + -0.000892601k + 1
-1.29546e-05i + 0.00249238j + -0.00091462k + 1
0.000865487i + 0.00267736j + -0.000574471k + 1
0.00222331i + 0.00255484j + -0.000736981k + 1
0.00324379i + 0.00249566j + -0.00121355k + 1
0.00372567i + 0.00172094j + -0.000734639k + 1
0.00355961i + 0.00156282j + -0.00103408k + 1
0.00296991i + 0.00113623j + -0.000552029k + 1
0.00193855i + 0.00068026j + -0.000387252k + 1
0.000347566i + 0.00052045j + -0.000599161k + 1
-0.000541873i + 0.0011265j + -0.000805314k + 1
-0.0009185i + 0.00146189j + -0.000207224k + 1
-0.000450356i + 0.00269189j + -0.000702728k + 1
0.000623269i + 0.00307153j + -0.000103846k + 1
0.00250632i + 0.00365987j + -0.000653277k + 1
0.00494322i + 0.00302839j + -0.000621967k + 1
0.00770945i + 0.00219695j + -0.000340056k + 1
0.0105979i + 0.00114796j + -0.000462148k + 1
0.0132325i + -0.000747634j + -0.000514592k + 1
0.0152421i + -0.00140553j + 1.72003e-05k + 1
0.0164664i + -0.00231862j + -0.000315349k + 1
0.0172049i + -0.00310584j + -0.000145855k + 1
0.0165755i + -0.00312923j + -0.000798558k + 1
0.0149805i + -0.00239033j + -0.00046707k + 1
0.0128129i + -0.00138742j + -0.000525424k + 1
0.0104038i + -9.85868e-05j + -3.22692e-07k + 1
0.00615258i + 0.000667251j + -0.000635542k + 1
-0.0144805i + -0.0149705j + -0.00664605k + 1
-0.0135268i + -0.0197311j + -0.00791797k + 1
0.00843485i + -0.0169363j + -0.00701165k + 1
0.0105509i + 0.00495884j + 0.00128206k + 1
0.0106045i + 0.00513688j + 0.0013548k + 1
0.00525905i + -0.00137891j + -0.00405378k + 1
0.0036312i + -0.00253026j + -0.00367211k + 1
0.00244297i + -0.00238613j + -0.0033821k + 1
0.000165361i + 0.00342447j + -0.00109902k + 1
-0.000546905i + -0.000866541j + -0.00215817k + 1
-0.000521383i + 0.00165588j + -0.0020219k + 1
-0.000709286i + 0.00201799j + -0.00202678k + 1
0.00141596i + -0.0031177j + -0.00303618k + 1
0.00145402i + -0.00189171j + -0.00297474k + 1
-0.0014443i + 0.00237225j + -0.00274002k + 1
-0.00143879i + 0.000583837j + -0.00311595k + 1
0.00033101i + 3.72389e-05j + -0.00314754k + 1
-6.55218e-05i + -0.000914741j + -0.00320613k + 1
-0.000158233i + -0.000560691j + -0.00342825k + 1
-0.000714754i + 0.000304664j + -0.00327069k + 1
-0.000916123i + 0.000920658j + -0.00293509k + 1
-0.00048065i + -0.000319332j + -0.00320533k + 1
0.000122802i + -0.000786271j + -0.00327998k + 1
-0.000892715i + -0.00037741j + -0.00340157k + 1
-0.000598233i + 6.49912e-06j + -0.00318994k + 1
-0.000102843i + -0.000457124j + -0.00329716k + 1
-9.3058e-05i + -0.000503956j + -0.00332309k + 1
-0.000369637i + 0.000250382j + -0.00301795k + 1
-0.000461057i + 0.000402493j + -0.00262288k + 1
-0.000127982i + -7.13483e-06j + -0.00257593k + 1
-0.0003696i + -0.000584548j + -0.00265027k + 1
2.09422e-05i + -0.000594389j + -0.00256522k + 1
-0.00031445i + 0.000282582j + -0.00186026k + 1
-0.000382033i + -7.0643e-05j + -0.0018907k + 1
-3.6808e-05i + 0.000163674j + -0.00186352k + 1
-4.87527e-05i + -3.33332e-05j + -0.00140431k + 1
-5.47009e-05i + -0.000271146j + -0.0012905k + 1
5.89655e-05i + -9.66419e-05j + -0.00105545k + 1
-2.37777e-05i + -1.66147e-05j + -0.000487023k + 1
7.44883e-05i + -5.53778e-05j + 0.000102164k + 1
8.12835e-05i + -0.000117931j + 0.000232068k + 1
3.31682e-05i + -7.86271e-05j + 8.30647e-05k + 1
-5.42264e-05i + 4.96734e-05j + 1.12517e-05k + 1
-3.33594e-05i + 5.28866e-05j + 1.59863e-05k + 1
1.54878e-05i + -8.61308e-06j + -3.31857e-05k + 1
1.43903e-06i + -4.18628e-07j + -5.48577e-06k + 1
-2.92894e-05i + 4.68561e-05j + 2.99436e-05k + 1
-8.91008e-07i + 1.25265e-05j + -3.76582e-05k + 1
-6.41024e-06i + -5.40727e-06j + -1.14512e-05k + 1
-6.46418e-06i + 2.59877e-05j + -1.16705e-05k + 1
-1.40415e-06i + 1.45386e-05j + 8.05858e-06k + 1
-1.22984e-05i + -9.66429e-06j + 5.95732e-06k + 1
-1.00719e-05i + -6.1497e-06j + 9.4342e-07k + 1
-7.60507e-06i + -3.38391e-06j + -2.12017e-05k + 1
-5.8701e-06i + -1.22112e-07j + 7.60583e-06k + 1
-8.9616e-06i + 1.1975e-05j + -6.21023e-06k + 1
-7.22205e-06i + -1.66683e-05j + -2.19802e-06k + 1
-5.56426e-06i + -3.63683e-06j + -1.07535e-05k + 1
-7.73081e-06i + 1.34001e-05j + 1.74707e-07k + 1
-6.75977e-06i + 7.28311e-06j + 1.61275e-05k + 1
-8.42488e-06i + -2.45072e-06j + -6.42768e-06k + 1
2.03534e-06i + 2.50705e-06j + -3.01458e-05k + 1
-1.98238e-05i + -1.5873e-06j + 2.9208e-05k + 1
-1.38543e-05i + 9.11973e-06j + -4.31615e-05k + 1
-3.5238e-06i + -2.62541e-06j + 2.44573e-05k + 1
3.31414e-07i + 4.6834e-06j + -1.71812e-06k + 1
-6.25453e-06i + 1.40989e-05j + -1.54267e-05k + 1
-7.22205e-06i + -1.89274e-05j + 2.77979e-05k + 1
-2.99144e-06i + 6.82886e-06j + -1.57334e-05k + 1
-3.08359e-05i + 1.41862e-05j + 3.53783e-05k + 1
-2.19431e-05i + 3.23477e-05j + -1.97453e-05k + 1
-8.71356e-06i + 3.20021e-05j + -3.77675e-06k + 1
-2.22141e-05i + 1.93489e-05j + 8.67423e-06k + 1
-2.79957e-05i + 2.27193e-05j + -2.10796e-05k + 1
-2.94994e-05i + 4.82367e-05j + -1.0133e-06k + 1
-1.02302e-05i + -1.82277e-06j + -1.65096e-05k + 1
-3.67383e-05i + 3.55259e-05j + 1.05889e-05k + 1
-1.47016e-05i + -1.96459e-05j + 8.37722e-06k + 1
-8.19813e-06i + -2.02075e-05j + -9.2447e-06k + 1
-1.96077e-05i + 5.93987e-06j + -3.92503e-07k + 1
-2.63258e-05i + 2.61511e-05j + -1.26476e-05k + 1
-2.63762e-05i + 4.1771e-05j + 0.00010888k + 1
-4.64851e-06i + 1.7626e-05j + -3.92551e-05k + 1
-1.93139e-05i + -9.07605e-06j + 3.76582e-05k + 1
-8.27657e-05i + 7.83261e-05j + -0.000383152k + 1
-3.5313e-05i + 5.14127e-05j + 0.000172658k + 1
-3.9842e-05i + -0.000111664j + 0.000148327k + 1
-3.23564e-05i + 6.32302e-05j + -0.000107701k + 1
-1.04213e-05i + 9.25076e-06j + 5.53124e-05k + 1
-8.05067e-06i + -1.83604e-05j + -2.22767e-05k + 1
8.60803e-06i + -1.54543e-05j + -4.2482e-05k + 1
-7.8531e-06i + 7.14554e-06j + 4.4166e-05k + 1
1.32579e-05i + 8.17016e-05j + -5.82823e-05k + 1
-2.59811e-05i + -0.000140921j + 1.77219e-05k + 1
-1.20548e-05i + 0.000134333j + 1.26226e-05k + 1
1.06401e-06i + -0.000129923j + -1.24455e-05k + 1
-2.38729e-05i + 6.07594e-05j + -2.68123e-05k + 1
-4.0008e-06i + -2.98924e-05j + 1.24741e-05k + 1
-2.06087e-05i + 4.88399e-06j + -4.4078e-05k + 1
7.56483e-06i + 4.30479e-05j + 3.98857e-05k + 1
-3.41094e-05i + 3.52083e-05j + 1.35967e-05k + 1
-2.04625e-05i + -2.79724e-05j + 1.65026e-05k + 1
-2.12182e-05i + 0.0001244j + 2.65817e-05k + 1
-1.66143e-05i + 0.000123809j + -7.15156e-06k + 1
-2.34629e-06i + 0.000163639j + -1.4008e-05k + 1
-6.48362e-05i + -1.49971e-05j + -5.31058e-06k + 1
-6.22161e-05i + -2.29919e-05j + 1.64328e-05k + 1
-9.48192e-05i + 7.73502e-05j + 5.50844e-05k + 1
-0.00013587i + 2.42057e-05j + 4.33799e-05k + 1
-0.00024807i + 3.19323e-05j + 2.21546e-05k + 1
-0.000314285i + -3.64991e-05j + 2.05825e-05k + 1
-0.000412301i + 5.57055e-05j + -3.41466e-05k + 1
-0.000511563i + -6.72944e-05j + 1.26984e-05k + 1
-0.000651039i + 9.23678e-05j + -3.44873e-05k + 1
-0.000817069i + 0.00018131j + 0.000107267k + 1
-0.00107065i + 0.000155128j + -3.63683e-06k + 1
-0.00130513i + 7.71858e-05j + 4.67692e-05k + 1
-0.00165433i + 0.000374308j + 4.71788e-05k + 1
-0.00192397i + 0.000280263j + 0.000114015k + 1
-0.00214468i + 0.000604435j + 9.59144e-06k + 1
-0.0022345i + 8.43622e-05j + 0.00014843k + 1
-0.00232271i + 0.000374029j + 0.000153111k + 1
-0.00240839i + -0.000141373j + 0.000119054k + 1
-0.00240386i + 0.000315044j + 0.000176364k + 1
-0.00242733i + 0.000451287j + 0.000231243k + 1
-0.00240909i + 0.000255502j + 0.000249363k + 1
-0.00210432i + -0.000865233j + 0.000156007k + 1
-0.00159777i + -0.000313679j + 0.000162819k + 1
-0.00122974i + -0.000108459j + 0.000161747k + 1
-0.00112606i + -0.00176986j + 0.000125828k + 1
-0.000726789i + -0.0017644j + 3.67198e-05k + 1
-0.000628406i + -0.00247783j + 0.000288943k + 1
-0.000820798i + -0.000994162j + 0.000202598k + 1
-0.000693501i + -0.00149529j + 0.000109734k + 1
-0.000886053i + -0.000455835j + 0.000299663k + 1
-0.000785642i + -0.000324942j + 0.000219169k + 1
-0.000963625i + 0.000236309j + 0.000247045k + 1
-0.00097351i + 0.000250217j + 0.000151055k + 1
-0.000822619i + 0.000143155j + 0.000191418k + 1
-0.000833903i + -0.000595139j + 0.000227024k + 1
-0.000670537i + -0.00064275j + 0.000239298k + 1
-0.000472968i + -0.000186081j + 0.000150624k + 1
0.000164275i + -0.000258005j + 0.000195737k + 1
0.000515959i + -0.000393109j + 0.000206427k + 1
0.000840675i + 0.000156215j + 7.3482e-05k + 1
0.00131048i + 0.000222099j + 0.000105573k + 1
0.00178099i + 0.000162854j + 0.000146447k + 1
0.00216886i + 0.000332154j + 0.00014174k + 1
0.00228288i + 0.000733375j + 0.000133063k + 1
0.00216289i + 0.000582204j + 8.64016e-05k + 1
0.00160529i + 0.000560865j + -8.41442e-05k + 1
0.00101598i + 0.000262131j + 0.000149953k + 1
0.000690392i + 1.21946e-05j + 7.48796e-05k + 1
0.000288417i + 4.87963e-05j + 1.29775e-05k + 1
-5.34676e-05i + -0.000420423j + -6.04367e-05k + 1
-0.000284046i + -0.000542194j + 4.40219e-05k + 1
-0.000197368i + -0.000254551j + 1.29439e-05k + 1
-0.000111058i + -4.5081e-05j + -4.73573e-05k + 1
0.000220507i + 0.000267425j + -0.00010458k + 1
0.000308612i + -6.41437e-05j + 1.3851e-05k + 1
5.47792e-05i + 0.000198447j + 7.18819e-05k + 1
-0.00029419i + 3.92655e-05j + 1.04475e-05k + 1
-0.000670554i + -1.17041e-05j + 5.88521e-05k + 1
-0.00117719i + -0.000159298j + 7.89328e-05k + 1
-0.00129126i + 0.000173809j + 0.000156068k + 1
0.00166074i + 0.00261243j + 0.000222448k + 1
0.00154457i + 0.00301355j + 0.000264175k + 1
0.000492504i + 0.00182741j + 0.000317378k + 1
-0.000623014i + 0.00177402j + 0.000145726k + 1
-0.00118161i + 0.001127j + 0.000157595k + 1
-0.000352746i + 0.000899744j + 0.000307735k + 1
0.00195018i + 0.00163971j + 0.000402115k + 1
0.00280141i + 0.000376888j + 0.000301798k + 1
0.00361594i + -0.0010136j + 0.000259165k + 1
0.00428407i + -0.00163794j + 0.000207666k + 1
0.00493276i + -0.00213563j + 0.000148944k + 1
0.00541069i + -0.00302064j + 0.000229527k + 1
0.0054183i + -0.00277601j + 8.35276e-05k + 1
0.004933i + -0.00172342j + 6.6213e-05k + 1
-0.00176539i + 0.00407149j + 0.00112831k + 1
-0.00309795i + 0.00462372j + 0.001261k + 1
-0.00214061i + 0.00228351j + 0.000509512k + 1
0.00053553i + -0.000683872j + 0.000298944k + 1
0.00296378i + -0.00283298j + 0.000262262k + 1
0.00194241i + -0.00197999j + 0.000503232k + 1
0.00204394i + -0.000214154j + 0.00106755k + 1
0.00409106i + -0.000321235j + 0.000877521k + 1
0.0043397i + 0.00106703j + 0.000893901k + 1
0.00485978i + 0.00254819j + 0.000943796k + 1
