  -0.0657069    0.0117684     -7.61121 -0.000315905 -0.000476475  0.000685914
  -0.0657069    0.0088263     -7.92111 -0.000137881 -0.000581195  0.000809833
  -0.0500157    0.0362859     -9.68637  8.72665e-05 -0.000434587  0.000773181
  -0.0568806    0.0088263     -9.79229 -0.000506145 -0.000846485  0.000684169
  -0.0558999    0.0147105     -9.77856 -0.000945968  -0.00095644  -0.00125315
  -0.0578613    0.0156912     -9.82759 -0.000832522  0.000279253 -0.000357793
  -0.0480543    0.0274596     -9.81485  0.000591667 -0.000158825 -0.000644026
   -0.039228     0.019614     -9.80112  -0.00193906 -0.000366519 -0.000459022
  -0.0509964    0.0019614     -9.79719  -0.00184132 -0.000467748 -0.000497419
   0.0019614    0.0264789     -9.78346  -0.00116937  0.000340339  -0.00087441
  -0.0519771    0.0382473     -9.80798  -0.00109607  0.000773181 -0.000656244
  -0.0500157    0.0441315     -9.78935  -0.00116937 -0.000862193  3.49066e-05
  -0.0706104    0.0088263     -9.81877  -0.00213454  4.88692e-05  0.000816814
  -0.0745332    0.0382473     -9.80798  -0.00152891  0.000472984  0.000603884
  -0.0578613     0.049035      -9.7717 -0.000602139   0.00118333 -0.000642281
  -0.0460929    0.0225561     -9.78346 -0.000287979 -0.000284489  0.000298451
  -0.0304017    0.0284403     -9.78248   0.00106291  0.000490438  -0.00145386
  -0.0431508    0.0411894     -9.83838 -0.000516617 -0.000692896   -0.0001309
  -0.0578613    0.0411894     -9.80896 -0.000232129  0.000989602  -0.00020944
  -0.0568806    0.0372666     -9.76679  -0.00110828  0.000546288 -0.000244346
  -0.0362859    0.0411894     -9.80994 -0.000958186  -0.00104894  -0.00106291
  -0.0313824     0.019614     -9.82465  -0.00010821  -0.00116413  0.000368264
  -0.0676683     0.029421     -9.75993 -0.000776672  0.000722566  0.000247837
  -0.0225561    0.0343245     -9.79523 -0.000525344  0.000308923  0.000165806
   -0.058842     0.039228     -9.74522  -0.00206822 -0.000373501  0.000111701
  -0.0402087     0.049035     -9.82367   -0.0011013  1.39626e-05 -8.72665e-05
  -0.0706104    0.0166719     -9.80504  -0.00177675   0.00015708 -0.000254818
  -0.0431508     0.039228      -9.7717  -0.00147306  0.000235619  -0.00173486
  -0.0353052    0.0264789     -9.80994 -0.000242601   0.00103847  -0.00187623
  -0.0470736    0.0215754     -9.79131 -0.000656244 -1.22173e-05   0.00106291
   -0.058842    0.0235368     -9.78935 -0.000633555  -0.00039619  9.77384e-05
  -0.0568806    0.0451122     -9.81975  -0.00198095  0.000368264  -0.00184307
  -0.0608034    0.0460929     -9.76777  -0.00100356   0.00031765  -0.00356222
   -0.039228    0.0343245     -9.81877  -0.00082205  0.000436332  -0.00392001
  -0.0706104     0.058842     -9.81583  8.20305e-05 -0.000232129   0.00071733
  -0.0470736    0.0274596     -9.78739  -0.00245742  1.22173e-05   0.00219039
  -0.0460929    0.0058842     -9.81288 -0.000568977   0.00107512   0.00337721
  -0.0411894    0.0451122     -9.78444 -9.07571e-05  0.000479966  -0.00217294
  -0.0519771    0.0343245     -9.79523  -0.00130725  0.000647517 -0.000651008
  -0.0902244    0.0608034     -9.82073  0.000431096  0.000570723 -0.000314159
  -0.0558999    0.0529578     -9.74129 -0.000975639  0.000514872   -0.0014015
   -0.039228    0.0205947      -9.8325  -0.00122871  -0.00047473  -0.00186401
  -0.0706104    0.0245175     -9.79817  6.98132e-05  0.000483456 -0.000535816
  -0.0509964    0.0441315     -9.82269 -0.000614356 -6.28319e-05  0.000466003
  -0.0627648    0.0382473     -9.77071 -0.000781907  -0.00013439   0.00181165
   -0.049035    0.0313824     -9.77562 -0.000392699  0.000308923  0.000603884
  -0.0274596    0.0245175     -9.81779  -0.00160396 -0.000106465  -0.00244346
  -0.0372666     0.039228     -9.77856 -0.000733038  0.000366519   -0.0025412
  -0.0313824  1.20233e-15     -9.81779  6.45772e-05  0.000143117  -0.00253945
   -0.049035    0.0215754     -9.79915 -0.000120428  0.000553269   0.00313287
  -0.0519771   -0.0058842     -9.77954 -0.000394444 -7.85398e-05 -0.000221657
  -0.0598227    0.0205947     -9.76483 -0.000682424  0.000176278  -0.00042586
  -0.0519771    0.0411894     -9.77464 -0.000745256 -0.000139626  -0.00131947
  -0.0402087    0.0500157     -9.75895  -0.00107687 -8.72665e-06  -0.00156207
  -0.0451122    0.0529578      -9.8325 -0.000413643 -0.000876155   -0.0031189
  -0.0431508     0.009807     -9.77954 -0.000919789 -0.000542797  -0.00189717
  -0.0372666    0.0509964     -9.78837  -0.00103673 -6.80678e-05  0.000329867
  -0.0441315    0.0558999     -9.76679  -0.00108559  0.000652753   0.00175057
  -0.0431508     0.029421     -9.76385 -0.000703368  0.000752237   0.00352557
  -0.0617841    0.0333438     -9.81975 -0.000488692 -0.000945968  0.000881391
  -0.0519771    0.0362859     -9.76679  -0.00153414  0.000289725 -0.000902335
  -0.0696297    0.0274596     -9.78641 -0.000471239 -9.77384e-05   -0.0011589
  -0.0441315    0.0205947     -9.76385  -0.00066497  2.96706e-05  0.000514872
  -0.0666876    0.0558999     -9.81681  -0.00127409  -0.00015708 -0.000551524
  -0.0578613     0.019614     -9.79621  -0.00133169 -0.000211185 -7.67945e-05
  -0.0657069   -0.0009807     -9.79523  -0.00119381 -0.000593412   0.00149051
  -0.0519771    0.0127491     -9.81779  5.58505e-05  0.000382227   0.00237365
  -0.0794367    0.0500157     -9.77268  -0.00100706  0.000275762  0.000565487
  -0.0470736    0.0225561     -9.80504 -0.000310669   0.00122348   -0.0018675
  -0.0568806    0.0470736     -9.78052  0.000708604  0.000443314  -0.00294088
  -0.0549192    0.0402087     -9.79523  -0.00108734  0.000296706  0.000912807
  -0.0774753     0.029421     -9.83152 -0.000572468  0.000516617   0.00031765
  -0.0725718     0.019614      -9.8119 -0.000802851  2.26893e-05   -0.0005044
  -0.0343245    0.0411894     -9.79915 -0.000712094  0.000253073  0.000466003
  -0.0431508    0.0245175      -9.7815  -0.00047473  0.000178024   0.00079587
  -0.0647262    0.0333438     -9.82956  -0.00121649 -0.000479966 -0.000567232
  -0.0578613    0.0254982     -9.79915  -0.00131947 -0.000287979  0.000588176
   -0.049035    0.0225561     -9.76189   -0.0005044 -0.000883137 -7.85398e-05
  -0.0402087    0.0147105     -9.78346 -0.000298451 -0.000132645  -0.00134041
  -0.0460929    0.0411894     -9.76777 -8.37758e-05 -0.000287979  0.000593412
  -0.0578613    0.0500157      -9.7766  0.000240855 -0.000357793  -0.00125664
  -0.0647262     0.039228     -9.82367  -0.00155509  0.000319395 -0.000666716
  -0.0382473    0.0441315     -9.83544  -0.00134739 -0.000450295   0.00066148
  -0.0608034     0.029421     -9.78542  -0.00108385  0.000516617 -0.000677188
  -0.0411894     0.029421     -9.78346   -0.0010821  9.94838e-05  -0.00058294
  -0.0509964    0.0264789     -9.83054  -0.00160221 -0.000254818 -0.000699877
  -0.0323631     0.029421     -9.83544 -0.000532325  -0.00100007  -0.00155509
  -0.0549192    0.0411894      -9.8021  -0.00116588  0.000647517 -0.000698132
  -0.0225561    0.0411894     -9.81975 -0.000954695   0.00100007 -0.000563741
   -0.058842    0.0519771     -9.73933 -0.000466003 -0.000527089 -0.000593412
  -0.0735525    0.0225561     -9.79033  -0.00066148  8.72665e-06   0.00158127
  -0.0578613    0.0470736     -9.79621  -0.00105767  8.72665e-05 -0.000813323
  -0.0215754    0.0313824     -9.78346  -0.00100356  0.000617847   0.00031765
  -0.0402087    0.0382473     -9.79229  -0.00205076  -0.00047822 -0.000518363
  -0.0539385    0.0539385     -9.77071  -0.00189892  0.000181514  -0.00289376
  -0.0519771    0.0402087     -9.82465  0.000260054  0.000242601  -0.00267559
  -0.0529578    0.0147105     -9.80014 -0.000986111  -0.00042237 -0.000616101
  -0.0696297    0.0009807     -9.78641 -0.000371755  0.000256563   0.00191637
  -0.0627648    0.0029421     -9.79131 -0.000268781  0.000397935   0.00135787
  -0.0578613    0.0333438     -9.79033   0.00026529  -0.00104022   0.00388685
  -0.0402087    0.0068649     -9.80308  -0.00106465 -0.000164061   0.00131947
   -0.039228     0.009807     -9.79229  -0.00125315 -6.98132e-05  -0.00589572
  -0.0441315    0.0019614     -9.82171 -0.000876155  0.000836013   0.00066497
  -0.0451122    0.0225561     -9.80994   0.00037001  -0.00163712 -0.000534071
   -0.049035     0.039228     -9.80112  -0.00115192   0.00069115   0.00211185
  -0.0343245    0.0176526     -9.82269 -0.000225147 -0.000284489  0.000205949
  -0.0480543    0.0245175     -9.77366 -0.000642281 -0.000670206  -0.00878948
   -0.039228    0.0304017     -9.81583   -0.0006353  -0.00039968   -0.0022218
  -0.0441315    0.0235368     -9.82956  0.000202458 -0.000733038  -0.00596728
  -0.0549192    0.0333438     -9.77758  -0.00126536 -3.31613e-05   0.00417134
  -0.0794367     0.029421     -9.76777 -0.000502655  0.000858702   0.00258309
  -0.0529578    0.0245175     -9.80504 -0.000415388 -9.07571e-05   0.00116064
  -0.0549192    0.0382473     -9.81386 -0.000120428 -0.000300197   0.00392001
  -0.0529578    0.0254982     -9.80602 -0.000326377  0.000719076   0.00168773
  -0.0676683    0.0313824     -9.78542 -0.000881391  0.000453786  -0.00644725
  -0.0519771    0.0127491     -9.78542   -0.0010088 -0.000385718   0.00352033
   -0.058842    0.0578613     -9.77758  -0.00168075 -0.000279253  -0.00274889
  -0.0764946    0.0284403     -9.78935  -0.00215374 -0.000349066   0.00172439
  -0.0676683    0.0362859     -9.77268 -0.000158825  0.000544543    0.0119241
  -0.0598227    0.0480543     -9.79915  -0.00135612  0.000574213  -0.00323409
  -0.0608034    0.0304017     -9.78542  -0.00117461   0.00111876  -0.00185354
  -0.0353052    0.0264789     -9.77758   -0.0005044 -0.000284489  -0.00704415
