  0.00777006  -0.00326097  -0.00112551
  0.00759006    -0.003313 -0.000824004
  0.00732994  -0.00365198 -5.08055e-05
  0.00908995  -0.00303799 -4.81009e-05
  0.00855994  -0.00312901 -0.000382602
  0.00850987  -0.00279099  8.24928e-05
  0.00836992  -0.00296897 -0.000288405
  0.00801992  -0.00312197 -0.000105701
  0.00774002  -0.00336999 -0.000484906
   0.0078299  -0.00348097 -0.000380605
   0.0078299  -0.00352001 -0.000339605
  0.00793004    -0.003932 -0.000336707
  0.00751996  -0.00359797 -0.000422604
  0.00826001  -0.00386196 -0.000440501
  0.00759006  -0.00470996 -0.000820406
  0.00823998  -0.00363296 -0.000380605
  0.00798988  -0.00398797   -0.0005913
  0.00820994    -0.003721 -0.000464104
  0.00836992  -0.00423998 -0.000412405
  0.00844002  -0.00424498 -0.000163406
  0.00735998  -0.00472999 -0.000890404
  0.00864005  -0.00402302 -0.000527106
  0.00873995    -0.004372  0.000141598
  0.00858998  -0.00439596 -2.96012e-05
  0.00795984    -0.004969 -0.000366002
  0.00862002  -0.00396496 -0.000502206
  0.00835991  -0.00441998 -0.000213206
   0.0083499    -0.004704 -0.000645302
  0.00806999  -0.00454199 -0.000488102
  0.00830984  -0.00433201 -0.000398502
  0.00841999  -0.00423497 -0.000974402
  0.00779986  -0.00435901 -0.000828907
      0.0079  -0.00449896 -0.000482202
  0.00779986  -0.00453997 -0.000676103
  0.00760007  -0.00443602 -0.000689201
  0.00749993  -0.00438297 -0.000922605
  0.00749993  -0.00470597 -0.000631601
  0.00760984  -0.00451797 -0.000914305
     0.00755  -0.00443196 -0.000873804
  0.00717998  -0.00459099 -0.000914805
  0.00780988  -0.00411999 -0.000953205
  0.00819993  -0.00424302 -0.000108406
  0.00751996  -0.00408602   -0.0011399
  0.00760007    -0.004282   -0.0010799
   0.0076499    -0.004215  -0.00105371
  0.00756001    -0.004188    -0.000969
  0.00745988  -0.00413799    -0.001024
  0.00742984  -0.00419396   -0.0010745
  0.00735998  -0.00419301   -0.0011053
  0.00748992  -0.00424397 -0.000946105
  0.00759006  -0.00423998   -0.0007312
  0.00731993  -0.00429296   -0.0010369
  0.00762987  -0.00435501 -0.000876702
  0.00802994  -0.00440598 -0.000406802
  0.00748992  -0.00435501 -0.000564203
  0.00739002    -0.004215 -0.000738107
  0.00722003  -0.00436896 -0.000476301
  0.00749993  -0.00423098 -0.000407003
