    -3.09236    0.0656564    -0.799886
    -3.09236    0.0656564    -0.799886
    -3.09236    0.0656564    -0.799886
    -3.09236    0.0656564    -0.799886
    -3.09236    0.0656564    -0.799886
    -3.09236    0.0656564    -0.799886
    -3.09236    0.0656564    -0.799886
    -3.09236    0.0656564    -0.799886
    -3.09236    0.0656564    -0.799886
    -3.09236    0.0656564    -0.799886
    -3.09236    0.0656564    -0.799886
    -3.09236    0.0656564    -0.799886
    -3.09236    0.0656564    -0.799886
    -3.09236    0.0656564    -0.799886
    -3.09236    0.0656564    -0.799886
    -3.09236    0.0656564    -0.799886
    -3.09236    0.0656564    -0.799886
    -3.09236    0.0656564    -0.799886
    -3.09236    0.0656564    -0.799886
    -3.09236    0.0656564    -0.799886
    -3.09236    0.0656564    -0.799886
    -3.09236    0.0656564    -0.799886
    -3.09236    0.0656564    -0.799886
    -3.09236    0.0656564    -0.799886
    -3.09236    0.0656564    -0.799886
    -3.09236    0.0656564    -0.799886
    -3.09236    0.0656564    -0.799886
    -3.09236    0.0656564    -0.799886
    -3.09236    0.0656564    -0.799886
    -3.09236    0.0656564    -0.799886
    -3.09236    0.0656564    -0.799886
    -3.09236    0.0656564    -0.799886
    -3.09236    0.0656564    -0.799886
    -3.09236    0.0656564    -0.799886
    -3.09236    0.0656564    -0.799886
    -3.09236    0.0656564    -0.799886
    -3.09236    0.0656564    -0.799886
    -3.09236    0.0656564    -0.799886
    -3.09236    0.0656564    -0.799886
    -3.09236    0.0656564    -0.799886
    -3.09236    0.0656564    -0.799886
    -3.09236    0.0656564    -0.799886
    -3.09236    0.0656564    -0.799886
    -3.09236    0.0656564    -0.799886
    -3.09236    0.0656564    -0.799886
    -3.09236    0.0656564    -0.799886
    -3.09236    0.0656564    -0.799886
    -3.09236    0.0656564    -0.799886
    -3.09236    0.0656564    -0.799886
    -3.09236    0.0656564    -0.799886
    -3.09236    0.0656564    -0.799886
    -3.09236    0.0656564    -0.799886
    -3.09236    0.0656564    -0.799886
    -3.09236    0.0656564    -0.799886
    -3.09236    0.0656564    -0.799886
    -3.09236    0.0656564    -0.799886
    -3.09236    0.0656564    -0.799886
    -3.09236    0.0656564    -0.799886
    -3.09236    0.0656564    -0.799886
    -3.09236    0.0656564    -0.799886
    -3.09236    0.0656564    -0.799886
    -3.09236    0.0656564    -0.799886
    -3.09236    0.0656564    -0.799886
    -3.09236    0.0656564    -0.799886
    -3.09236    0.0656564    -0.799886
    -3.09236    0.0656564    -0.799886
    -3.09236    0.0656564    -0.799886
    -3.09236    0.0656564    -0.799886
    -3.09236    0.0656564    -0.799886
    -3.09236    0.0656564    -0.799886
    -3.09236    0.0656564    -0.799886
    -3.09236    0.0656564    -0.799886
    -3.09236    0.0656564    -0.799886
    -3.09236    0.0656564    -0.799886
    -3.09236    0.0656564    -0.799886
    -3.09236    0.0656564    -0.799886
    -3.09236    0.0656564    -0.799886
    -3.09236    0.0656564    -0.799886
    -3.09236    0.0656564    -0.799886
    -3.09236    0.0656564    -0.799886
    -3.09236    0.0656564    -0.799886
    -3.09236    0.0656564    -0.799886
    -3.09236    0.0656564    -0.799886
    -3.09236    0.0656564    -0.799886
    -3.09236    0.0656564    -0.799886
    -3.09236    0.0656564    -0.799886
    -3.09236    0.0656564    -0.799886
    -3.09236    0.0656564    -0.799886
    -3.09236    0.0656564    -0.799886
    -3.09236    0.0656564    -0.799886
    -3.09236    0.0656564    -0.799886
    -3.09236    0.0656564    -0.799886
    -3.09236    0.0656564    -0.799886
    -3.09236    0.0656564    -0.799886
    -3.09236    0.0656564    -0.799886
    -3.09236    0.0656564    -0.799886
    -3.09236    0.0656564    -0.799886
    -3.09236    0.0656564    -0.799886
    -3.09236    0.0656564    -0.799886
    -3.09236    0.0656564    -0.799886
    -3.09236    0.0656564    -0.799886
    -3.09236    0.0656564    -0.799886
    -3.09236    0.0656564    -0.799886
    -3.09236    0.0656564    -0.799886
