-0.0067,0.00120000000000009,-0.7761,-0.0181,-0.0273,0.0393
-0.0067,0.000900000000000099,-0.8077,-0.0079,-0.0333,0.0464
-0.0051,0.00370000000000012,-0.9877,0.005,-0.0249,0.0443
-0.0058,0.000900000000000122,-0.9985,-0.029,-0.0485,0.0392
-0.0057,0.00150000000000012,-0.9971,-0.0542,-0.0548,-0.0718
-0.0059,0.00160000000000012,-1.0021,-0.0477,0.016,-0.0205
-0.0049,0.00280000000000012,-1.0008,0.0339,-0.0091,-0.0369
-0.004,0.00200000000000012,-0.9994,-0.1111,-0.021,-0.0263
-0.0052,0.000200000000000122,-0.999,-0.1055,-0.0268,-0.0285
0.0002,0.00270000000000012,-0.9976,-0.067,0.0195,-0.0501
-0.0053,0.00390000000000012,-1.0001,-0.0628,0.0443,-0.0376
-0.0051,0.00450000000000012,-0.9982,-0.067,-0.0494,0.00199999999999999
-0.0072,0.000900000000000123,-1.0012,-0.1223,0.00279999999999999,0.0468
-0.0076,0.00390000000000012,-1.0001,-0.0876,0.0271,0.0346
-0.0059,0.00500000000000012,-0.9964,-0.0345,0.0678,-0.0368
-0.0047,0.00230000000000012,-0.9976,-0.0165,-0.0163,0.0171
-0.0031,0.00290000000000012,-0.9975,0.0609,0.0281,-0.0833
-0.0044,0.00420000000000012,-1.0032,-0.0296,-0.0397,-0.0075
-0.0059,0.00420000000000012,-1.0002,-0.0133,0.0567,-0.012
-0.0058,0.00380000000000012,-0.9959,-0.0635,0.0313,-0.014
-0.0037,0.00420000000000012,-1.0003,-0.0549,-0.0601,-0.0609
-0.0032,0.00200000000000012,-1.0018,-0.0062,-0.0667,0.0211
-0.0069,0.00300000000000012,-0.9952,-0.0445,0.0414,0.0142
-0.0023,0.00350000000000012,-0.9988,-0.0301,0.0177,0.0095
-0.006,0.00400000000000012,-0.9937,-0.1185,-0.0214,0.0064
-0.0041,0.00500000000000012,-1.0017,-0.0631,0.000800000000000001,-0.005
-0.0072,0.00170000000000012,-0.9998,-0.1018,0.009,-0.0146
-0.0044,0.00400000000000012,-0.9964,-0.0844,0.0135,-0.0994
-0.0036,0.00270000000000012,-1.0003,-0.0139,0.0595,-0.1075
-0.0048,0.00220000000000012,-0.9984,-0.0376,-0.000700000000000007,0.0609
-0.006,0.00240000000000012,-0.9982,-0.0363,-0.0227,0.0056
-0.0058,0.00460000000000012,-1.0013,-0.1135,0.0211,-0.1056
-0.0062,0.00470000000000012,-0.996,-0.0575,0.0182,-0.2041
-0.004,0.00350000000000012,-1.0012,-0.0471,0.025,-0.2246
-0.0072,0.00600000000000012,-1.0009,0.0047,-0.0133,0.0411
-0.0048,0.00280000000000012,-0.998,-0.1408,0.000699999999999985,0.1255
-0.0047,0.000600000000000122,-1.0006,-0.0326,0.0616,0.1935
-0.0042,0.00460000000000012,-0.9977,-0.0052,0.0275,-0.1245
-0.0053,0.00350000000000012,-0.9988,-0.0749,0.0371,-0.0373
-0.0092,0.00620000000000012,-1.0014,0.0247,0.0327,-0.018
-0.0057,0.00540000000000012,-0.9933,-0.0559,0.0295,-0.0803
-0.004,0.00210000000000012,-1.0026,-0.0704,-0.0272,-0.1068
-0.0072,0.00250000000000012,-0.9991,0.004,0.0277,-0.0307
-0.0052,0.00450000000000012,-1.0016,-0.0352,-0.0036,0.0267
-0.0064,0.00390000000000012,-0.9963,-0.0448,-0.00770000000000001,0.1038
-0.005,0.00320000000000012,-0.9968,-0.0225,0.0177,0.0346
-0.0028,0.00250000000000012,-1.0011,-0.0919,-0.00609999999999998,-0.14
-0.0038,0.00400000000000012,-0.9971,-0.042,0.021,-0.1456
-0.0032,1.22599391062642e-16,-1.0011,0.0037,0.00820000000000002,-0.1455
-0.005,0.00220000000000012,-0.9992,-0.0069,0.0317,0.1795
-0.0053,-0.000599999999999878,-0.9972,-0.0226,-0.0045,-0.0127
-0.0061,0.00210000000000012,-0.9957,-0.0391,0.0101,-0.0244
-0.0053,0.00420000000000012,-0.9967,-0.0427,-0.00799999999999999,-0.0756
-0.0041,0.00510000000000012,-0.9951,-0.0617,-0.000499999999999989,-0.0895
-0.0046,0.00540000000000012,-1.0026,-0.0237,-0.0502,-0.1787
-0.0044,0.00100000000000012,-0.9972,-0.0527,-0.0311,-0.1087
-0.0038,0.00520000000000012,-0.9981,-0.0594,-0.0039,0.0189
-0.0045,0.00570000000000012,-0.9959,-0.0622,0.0374,0.1003
-0.0044,0.00300000000000012,-0.9956,-0.0403,0.0431,0.202
-0.0063,0.00340000000000012,-1.0013,-0.028,-0.0542,0.0505
-0.0053,0.00370000000000012,-0.9959,-0.0879,0.0166,-0.0517
-0.0071,0.00280000000000012,-0.9979,-0.027,-0.00559999999999999,-0.0664
-0.0045,0.00210000000000012,-0.9956,-0.0381,0.0017,0.0295
-0.0068,0.00570000000000012,-1.001,-0.073,-0.009,-0.0316
-0.0059,0.00200000000000012,-0.9989,-0.0763,-0.0121,-0.0044
-0.0067,-9.99999999998777e-05,-0.9988,-0.0684,-0.034,0.0854
-0.0053,0.00130000000000012,-1.0011,0.0032,0.0219,0.136
-0.0081,0.00510000000000012,-0.9965,-0.0577,0.0158,0.0324
-0.0048,0.00230000000000012,-0.9998,-0.0178,0.0701,-0.107
-0.0058,0.00480000000000012,-0.9973,0.0406,0.0254,-0.1685
-0.0056,0.00410000000000012,-0.9988,-0.0623,0.017,0.0523
-0.0079,0.00300000000000012,-1.0025,-0.0328,0.0296,0.0182
-0.0074,0.00200000000000012,-1.0005,-0.046,0.0013,-0.0289
-0.0035,0.00420000000000012,-0.9992,-0.0408,0.0145,0.0267
-0.0044,0.00250000000000012,-0.9974,-0.0272,0.0102,0.0456
-0.0066,0.00340000000000012,-1.0023,-0.0697,-0.0275,-0.0325
-0.0059,0.00260000000000012,-0.9992,-0.0756,-0.0165,0.0337
-0.005,0.00230000000000012,-0.9954,-0.0289,-0.0506,-0.00450000000000001
-0.0041,0.00150000000000012,-0.9976,-0.0171,-0.00759999999999999,-0.0768
-0.0047,0.00420000000000012,-0.996,-0.0048,-0.0165,0.034
-0.0059,0.00510000000000012,-0.9969,0.0138,-0.0205,-0.072
-0.0066,0.00400000000000012,-1.0017,-0.0891,0.0183,-0.0382
-0.0039,0.00450000000000012,-1.0029,-0.0772,-0.0258,0.0379
-0.0062,0.00300000000000012,-0.9978,-0.0621,0.0296,-0.0388
-0.0042,0.00300000000000012,-0.9976,-0.062,0.0057,-0.0334
-0.0052,0.00270000000000012,-1.0024,-0.0918,-0.0146,-0.0401
-0.0033,0.00300000000000012,-1.0029,-0.0305,-0.0573,-0.0891
-0.0056,0.00420000000000012,-0.9995,-0.0668,0.0371,-0.04
-0.0023,0.00420000000000012,-1.0013,-0.0547,0.0573,-0.0323
-0.006,0.00530000000000012,-0.9931,-0.0267,-0.0302,-0.034
-0.0075,0.00230000000000012,-0.9983,-0.0379,0.000499999999999989,0.0906
-0.0059,0.00480000000000012,-0.9989,-0.0606,0.00500000000000001,-0.0466
-0.0022,0.00320000000000012,-0.9976,-0.0575,0.0354,0.0182
-0.0041,0.00390000000000012,-0.9985,-0.1175,-0.0274,-0.0297
-0.0055,0.00550000000000012,-0.9963,-0.1088,0.0104,-0.1658
-0.0053,0.00410000000000012,-1.0018,0.0149,0.0139,-0.1533
-0.0054,0.00150000000000012,-0.9993,-0.0565,-0.0242,-0.0353
-0.0071,0.000100000000000122,-0.9979,-0.0213,0.0147,0.1098
-0.0064,0.000300000000000122,-0.9984,-0.0154,0.0228,0.0778
-0.0059,0.00340000000000012,-0.9983,0.0152,-0.0596,0.2227
-0.0041,0.000700000000000122,-0.9996,-0.061,-0.00940000000000001,0.0756
-0.004,0.00100000000000012,-0.9985,-0.0718,-0.00399999999999996,-0.3378
-0.0045,0.000200000000000123,-1.0015,-0.0502,0.0479,0.0381
-0.0046,0.00230000000000012,-1.0003,0.0212,-0.0938,-0.0306
-0.005,0.00400000000000012,-0.9994,-0.066,0.0396,0.121
-0.0035,0.00180000000000012,-1.0016,-0.0129,-0.0163,0.0118
-0.0049,0.00250000000000012,-0.9966,-0.0368,-0.0383999999999999,-0.5036
-0.004,0.00310000000000012,-1.0009,-0.0364,-0.0229,-0.1273
-0.0045,0.00240000000000012,-1.0023,0.0116,-0.042,-0.3419
-0.0056,0.00340000000000012,-0.997,-0.0725,-0.00190000000000003,0.239
-0.0081,0.00300000000000012,-0.996,-0.0288,0.0492,0.148
-0.0054,0.00250000000000012,-0.9998,-0.0238,-0.00520000000000001,0.0665
-0.0056,0.00390000000000012,-1.0007,-0.0069,-0.0172,0.2246
-0.0054,0.00260000000000012,-0.9999,-0.0187,0.0412,0.0967
-0.0069,0.00320000000000012,-0.9978,-0.0505,0.026,-0.3694
-0.0053,0.00130000000000012,-0.9978,-0.0578,-0.0221,0.2017
-0.006,0.00590000000000012,-0.997,-0.0963,-0.016,-0.1575
-0.0078,0.00290000000000012,-0.9982,-0.1234,-0.02,0.0988
-0.0069,0.00370000000000012,-0.9965,-0.0091,0.0311999999999999,0.6832
-0.0061,0.00490000000000012,-0.9992,-0.0777,0.0329,-0.1853
-0.0062,0.00310000000000012,-0.9978,-0.0673,0.0641,-0.1062
-0.0036,0.00270000000000012,-0.997,-0.0289,-0.0162999999999999,-0.4036
-0.0053,0.00170000000000012,-0.9982,-0.0311,-0.00880000000000001,0.074
-0.0047,0.00620000000000012,-0.9995,-0.0412,-0.0272,-0.0517
-0.0091,-0.000599999999999878,-0.9988,-0.0475,-0.00659999999999997,-0.2645
-0.0044,0.00450000000000012,-0.996,-0.0773,0.0211,-0.0702
-0.0044,0.00940000000000012,-0.9977,-0.0946,-0.00320000000000004,0.3283
-0.0048,0.00300000000000012,-0.9965,-0.0427,0.0939,-0.259
-0.0058,0.00420000000000012,-1.0012,-0.057,-0.0199,-0.1295
-0.0076,0.00230000000000012,-0.9951,-0.0379,0.0347,-0.367
-0.0059,0.00260000000000012,-0.9987,-0.1051,0.0585,-0.2396
-0.0062,0.000800000000000122,-0.9935,-0.0609,-0.0280000000000001,0.5222
-0.0093,0.00280000000000012,-0.9997,-0.0262,-0.0494,0.2011
-0.0054,0.00230000000000012,-1.0013,-0.0393,0.0143,0.3775
-0.0054,0.00250000000000012,-1,0.0169,0.0163,-0.3989
-0.0049,0.00350000000000012,-0.9982,-0.0373,0.03,-0.0482
-0.0072,0.00530000000000012,-0.9972,-0.0579,-0.0311,0.0707
